               ctW             ctp             cpQM            ctei            ctli            cQei            ctZ             cQlMi           cQl3i           ctG             ctlTi           cbW             cpQ3            cptb            cpt             ctlSi           
rwgt26          0.313528        -24.90825       -3.845274       18.500324       -14.822468      7.738573        0.559472        -13.287492      -22.581733      -2.189029       -9.929626       -34.543298      52.830061       -135.119014     16.162687       17.09071        
rwgt27          5.352557        18.107704       -24.114907      10.933715       -5.330067       16.227382       -5.234468       -17.402764      -15.362953      -3.349705       -13.604338      -11.686341      51.775144       -59.840871      -7.870837       -9.487278       
rwgt28          0.298732        4.395738        5.229498        -12.124309      11.161229       23.402328       -6.582312       -0.836387       14.650091       1.361592        -21.385606      -28.700705      -34.666402      26.643948       14.581503       -11.516146      
rwgt29          8.545595        74.901905       7.233596        -2.707527       6.445984        -1.288623       5.626036        18.697092       22.77908        1.619189        19.780338       6.27613         52.036707       110.867136      -16.660937      21.051293       
rwgt30          5.157624        72.112271       7.439784        -5.422163       -14.305467      -3.179489       -3.371618       10.142876       24.5068         1.428435        -18.819485      -23.583068      19.973571       -39.247343      -45.36433       9.894945        
rwgt31          -3.443795       -0.456328       -4.728939       1.50187         8.071571        -17.801524      6.761788        -6.702648       16.661162       -3.693534       21.013124       -20.762426      -51.696037      136.554321      27.126207       -24.860515      
rwgt32          -5.776112       22.026969       12.787177       17.577419       -19.078321      -22.940852      6.26993         -3.277652       -15.30271       2.739324        8.845136        0.191171        54.306192       82.14144        2.110341        5.436659        
rwgt33          8.743678        35.97456        -10.823612      17.006017       -17.279782      8.25078         -1.217437       6.686948        13.102003       -4.006262       3.725652        -38.861324      52.007697       69.570313       22.310817       16.448329       
rwgt34          5.693315        38.204261       46.400117       -12.53395       9.072202        -7.955906       5.163219        14.189002       -6.423888       -1.88192        10.43228        37.970308       -56.252432      -62.616998      -24.938823      -11.444182      
rwgt35          -0.592458       10.343656       -8.048159       -13.839205      -17.672299      6.711961        3.501984        -19.387351      4.163649        2.19043         -17.707847      -18.516527      -50.192406      -50.129183      17.410241       -20.051161      
rwgt36          -0.739241       22.080838       27.542659       3.135648        -7.324877       17.76264        1.287411        20.423789       4.252193        -3.650408       23.410056       -15.55456       -30.801801      138.4233        -40.653948      -20.068748      
rwgt37          -7.247666       -6.450736       0.101353        -22.373131      19.435247       -19.557013      -2.444973       23.241977       1.780802        1.290034        -15.795164      44.121541       8.24901         120.57918       16.949205       7.392064        
rwgt38          4.261246        77.456465       26.254499       20.938657       -18.595162      16.770806       0.855637        9.650177        -1.790034       0.681872        2.031873        19.25401        -16.368307      -40.698193      -35.620366      -2.219699       
rwgt39          3.848139        -8.730177       -8.083447       -13.996065      -17.343464      -15.938999      -2.912189       20.51401        -1.39474        1.917149        10.31379        14.85603        21.07812        -21.459025      10.0517         1.364598        
rwgt40          -9.329596       -32.729595      -14.731018      20.107759       -0.150371       15.966694       2.772192        -4.650544       -1.749597       0.699191        -6.58471        -7.480935       44.789274       104.997176      -47.227944      9.473373        
rwgt41          -2.446796       -36.119758      19.576813       19.007094       4.539638        -19.888499      -5.697732       16.731886       1.326761        -0.41339        -22.200766      -24.177575      49.115491       73.718574       -20.062137      -21.568498      
rwgt42          -6.340172       33.289481       -14.015205      20.271803       13.265905       8.360792        -5.008603       -11.395017      -17.09114       -0.986303       10.517964       -47.323431      -18.75354       47.005728       -31.792529      -4.207279       
rwgt43          8.324608        10.266712       26.901394       14.68929        -11.154447      23.425888       2.995367        18.810741       -3.003452       1.924047        3.178567        -16.305613      33.484966       45.446486       -31.832125      -18.399827      
rwgt44          6.309603        36.785249       15.093096       -16.544169      -18.626715      -20.572811      -4.651462       -2.514536       -23.79875       0.601308        -12.949616      -1.921939       37.055636       -48.042174      -13.757452      11.375224       
rwgt45          -2.636371       71.498702       50.34824        -15.270628      13.410624       24.949032       -5.275884       17.450164       17.822097       0.426435        -8.851201       -23.789473      -4.872333       -37.846452      19.240263       -22.804207      
rwgt46          2.158602        30.246146       29.47945        -23.212788      23.329642       9.729679        6.332923        13.891417       0.947611        -2.06838        -20.644486      9.916773        -0.705517       71.271782       -2.731208       -3.920652       
rwgt47          -8.878814       9.13004         40.556654       -6.773773       20.475673       -2.659281       -5.776497       -5.907795       -7.329848       -1.375229       6.373898        16.424649       -3.680006       119.484457      -42.494818      -18.831933      
rwgt48          -7.582934       39.614882       -7.870109       -9.542631       14.754547       20.249207       -0.757878       20.22112        14.359119       1.58837         5.631192        32.272134       1.103913        10.460567       4.867962        -11.60864       
rwgt49          -8.250842       -2.899746       44.613944       -17.150034      -7.592038       -16.30463       -1.750478       10.733397       18.479111       0.652566        -13.866284      24.026103       33.943005       -127.265654     6.36422         24.097462       
rwgt50          -8.235047       50.701233       17.803431       10.032709       18.792675       3.416669        2.041473        -23.15655       13.213028       -1.60592        14.236596       -23.669831      -8.758242       -137.788238     -15.349556      -18.268173      
rwgt51          5.470032        55.183715       -16.878102      -1.816299       4.594752        -24.364718      -2.452426       21.056579       -6.984723       1.032232        -1.587605       -17.640189      -45.974175      8.824688        20.127582       -4.631239       
rwgt52          -9.370184       -19.599021      8.690236        -1.874258       -22.207925      24.700178       4.39047         -10.1404        -24.306605      1.379354        -13.666384      17.876858       -51.970308      -52.971075      -15.955069      13.467128       
rwgt53          -2.374466       -41.042791      3.495523        -17.11012       -3.001386       4.382619        3.515382        3.85974         -22.39598       2.672684        11.671268       -19.596802      -40.02661       -70.020761      3.829868        -0.98544        
rwgt54          5.695765        55.152882       26.526795       -7.459701       -19.51777       11.982441       0.516433        7.411501        -3.413953       -3.446305       11.710199       -37.619838      -1.66784        -33.140156      -24.742141      5.405479        
rwgt55          -5.188367       -3.138429       -6.245361       6.108126        -2.324016       -8.229809       -5.440223       12.22668        0.408822        -1.952502       -19.723696      3.449281        17.018399       -113.466777     4.044284        -8.754931       
rwgt56          -3.227772       72.985242       29.215945       3.940035        5.234026        21.464525       4.032045        0.349021        -17.15083       -1.01761        6.196261        -15.674725      -48.568688      -79.856904      -6.638216       8.412967        
rwgt57          9.160871        -23.498424      -22.511119      16.133314       9.916254        -8.954346       -1.658712       -3.629118       20.808211       1.002927        6.375345        18.246856       -30.476171      -116.91234      3.544677        3.328169        
rwgt58          -1.28877        28.807257       4.969433        4.130487        -20.588148      21.102862       1.780488        -0.45992        -9.294924       -3.083736       16.465072       -16.456704      31.75631        17.340173       18.370854       9.916802        
rwgt59          9.68738         42.310501       -9.098681       -3.936234       -18.941553      18.210885       3.629051        19.338062       -12.745471      1.834411        7.816014        50.044054       -51.484335      -63.739106      -15.515246      2.127003        
rwgt60          -7.082467       59.873201       52.536481       2.119327        16.82773        -6.006648       -5.215606       -23.59204       16.240373       -3.121834       -18.384576      -13.697591      9.520433        -23.147545      -33.650108      2.961448        
rwgt61          -5.281436       37.256911       16.45096        -12.046876      -12.454927      -17.360071      0.927155        -11.470098      -2.037807       0.225162        13.525326       -36.462468      -4.363684       -93.736395      24.374754       2.556637        
rwgt62          9.439404        66.239933       -21.488171      24.845387       13.371062       18.784618       -3.610998       3.714159        -6.161125       0.081283        -6.902838       -42.037183      34.106296       45.610913       30.109337       -17.868743      
rwgt63          -4.847865       -17.166013      7.310529        3.139652        -6.136605       20.078942       3.551192        22.416074       11.430345       -0.61322        22.170613       -45.773238      20.936702       0.762715        17.040013       14.614094       
rwgt64          -4.025009       44.575435       52.942071       24.257524       14.66998        -24.450931      -4.973302       23.535866       -11.30164       -1.993768       -1.031666       10.594382       -4.235589       -32.351806      3.042432        8.78081         
rwgt65          -5.335611       -5.819023       1.196658        18.389408       -21.314174      -9.372487       5.972728        19.100579       -18.906933      -0.237904       -4.430086       6.478175        -56.268643      77.498637       -36.468938      7.5477          
rwgt66          4.887899        -31.639035      14.001174       23.689794       -5.072202       11.046585       3.852435        8.910989        20.529199       -1.214092       24.644996       -16.116182      -51.57627       -98.389142      31.395467       9.89534         
rwgt67          -5.051034       48.356554       42.196568       6.300796        7.74719         -14.549854      3.101451        7.505388        6.017966        0.484786        16.345652       -21.122248      -39.203567      -82.501899      -35.553259      -4.033586       
rwgt68          -0.520291       39.022681       -7.137518       18.241536       20.968162       -12.095466      5.730489        -4.836057       -3.698417       -1.844059       11.57608        -5.737639       -9.779935       -45.414339      16.1427         24.722892       
rwgt69          -6.4312         64.981839       8.582437        19.532865       -20.762594      12.918611       -6.455861       -10.531851      -2.987967       0.691209        -7.060737       26.845839       12.872898       11.125029       2.012407        18.015876       
rwgt70          -8.329813       31.132089       29.425141       17.671537       20.45758        4.543262        -0.049251       8.749483        13.684573       -1.841056       -15.134401      1.149071        -38.073297      107.082614      -24.517226      20.191803       
rwgt71          -7.876469       42.119195       18.697674       -21.654911      15.712829       -22.754891      -6.497829       1.237404        -0.186873       -0.720206       -4.217015       -1.0146         15.762607       13.077242       -41.115091      -24.952171      
rwgt72          -9.545525       3.061325        47.167966       -24.125823      -17.47874       -13.973734      6.134485        -12.387702      16.820264       -3.320425       -5.238944       16.247485       20.197079       65.797964       3.457137        20.160927       
rwgt73          4.050249        -40.633068      -4.335045       -18.136877      20.110918       13.543931       -1.296324       -11.874292      15.977802       -1.624462       -18.452873      -16.149812      9.048088        108.09443       -29.665362      -4.223523       
rwgt74          2.481991        -42.540323      20.847149       -16.127751      11.118622       16.685772       1.769904        13.478652       -4.479957       -2.032784       -19.256537      5.172992        39.070247       8.694383        28.065264       -4.802857       
rwgt75          2.811799        69.564893       6.603973        1.03624         22.714571       24.775354       -1.480982       6.70907         18.27033        -2.343712       -9.847196       -0.464606       54.155729       88.158038       2.279994        -6.095156       
rwgt76          -0.306364       61.982952       21.884906       -22.577373      -18.518834      0.893273        1.889448        23.594264       9.668887        0.489052        -6.92246        -8.922836       -12.556224      83.464674       -26.437626      5.092895        
rwgt77          7.27825         39.339627       -4.257621       -14.969582      7.326824        -20.236097      2.052904        14.83859        -3.58353        -1.532232       23.741894       50.858477       28.089496       -66.50171       26.655926       9.833344        
rwgt78          -1.288448       15.664851       8.330583        13.591379       -10.111031      17.658595       -3.612509       -10.536597      14.621126       0.297485        1.550069        -17.53738       39.805562       -11.417322      -38.246858      -16.101591      
rwgt79          -2.003696       43.481567       13.075013       -3.507577       3.328128        0.109814        6.31436         4.129476        22.725766       -2.597539       0.012322        21.665668       -0.845156       -106.372215     -17.029107      9.021783        
rwgt80          9.21762         -25.990147      2.160574        -1.330654       -4.186865       13.333966       -0.472552       -21.214252      -4.960743       1.947065        -23.126705      2.449622        51.386036       -18.111528      8.243031        6.890966        
rwgt81          6.980707        -26.012818      18.555031       19.899153       -16.580139      -24.184957      6.805697        -3.55429        -14.219128      0.335045        -6.501979       -21.47303       35.207728       49.389274       31.426921       9.632503        
rwgt82          2.068956        42.127037       2.390423        -14.288521      -7.743754       -6.872197       2.5838          21.470767       -21.732062      -3.477935       -2.85693        -46.961766      50.579476       -106.383666     16.063804       -14.410243      
rwgt83          0.639347        -41.418216      5.205608        5.976098        -5.446077       -21.145324      2.512198        3.507108        -9.277673       0.596377        19.066139       1.903283        -8.738728       10.15951        -12.152075      -4.80853        
rwgt84          9.60668         57.34255        39.845376       12.568959       -9.987825       -1.388186       -6.527344       15.371729       -22.87278       -4.006212       -17.152176      -40.254411      33.827466       49.228682       8.800467        8.899933        
rwgt85          -1.757254       69.614374       41.624535       10.055093       -5.438621       8.813545        2.424307        1.507451        24.407809       0.762687        5.98625         29.57169        -3.94712        -115.420137     -7.223185       -4.06696        
rwgt86          8.743104        24.488812       42.480082       2.123125        14.41211        -21.522737      1.576742        -22.271358      -18.918489      0.259507        22.170715       10.530433       33.296023       -128.934455     12.506221       9.416189        
rwgt87          -4.955299       21.211949       -24.171503      9.895798        20.979112       -18.060844      -1.066076       -18.165749      14.056678       -0.31772        -13.981989      44.929087       19.101278       131.888907      -39.163284      -20.368458      
rwgt88          4.544038        76.112674       31.16245        -20.866042      4.697334        -10.482605      -3.866778       -4.967169       -2.296788       0.187272        1.29098         5.971573        4.976323        -36.495152      -36.395784      -13.180553      
rwgt89          2.160477        59.407187       -6.539841       7.387509        -7.607197       11.857507       1.605636        -24.727708      9.946712        2.045368        9.731377        -10.087937      0.275517        96.919558       31.180481       -19.297016      
rwgt90          -9.046475       45.435018       24.488117       19.158666       13.276169       20.194486       1.865761        -16.016372      8.63503         0.356481        -2.247441       -45.40109       30.801451       -90.568409      14.57449        16.793859       
rwgt91          4.754712        -3.535179       -19.2503        21.711565       -6.840646       18.686365       2.179784        13.311405       10.006835       -1.787082       0.534311        45.55122        -24.605736      138.539696      -1.004717       -16.283782      
rwgt92          6.486438        41.86643        38.075233       -17.900532      6.825295        19.737813       -0.736091       15.574245       -21.237426      0.585264        -20.414822      5.699974        -21.542508      -90.992738      15.847706       -17.255206      
rwgt93          9.747127        26.897584       -16.458515      14.900859       22.243799       23.926708       -0.325411       20.366965       1.175105        -1.108197       -10.465         4.756147        30.07803        52.731735       -22.347027      4.313708        
rwgt94          3.352042        -10.150389      17.667156       15.73482        15.57453        -5.478371       -3.204286       16.28451        12.352333       -1.912025       13.110413       49.86983        -40.766669      115.026892      -0.858404       -1.753487       
rwgt95          3.44086         -39.606789      9.374905        2.831766        7.016727        23.282228       1.86591         16.448887       21.993588       1.886201        -1.743496       -38.728952      4.662891        -119.250352     23.014845       -3.494382       
rwgt96          -8.014265       -24.941768      0.064725        -9.472647       -8.212891       -0.575467       0.672544        13.058556       -3.077948       -1.413322       16.089325       -39.59477       6.385119        89.689652       -0.982729       1.543132        
rwgt97          -5.482682       -30.51195       14.55568        -21.5218        14.201484       9.927486        -2.857055       -11.705376      -1.155298       -2.797345       -22.968207      -9.169502       15.553734       -119.298463     15.387036       10.338753       
rwgt98          -9.023725       63.419517       -21.131879      2.014231        -20.184336      15.55484        2.576646        -20.013916      -2.417032       -0.458151       -23.086743      -46.480515      -24.746235      -56.997767      -45.59443       22.166359       
rwgt99          -0.147897       63.578119       -0.385074       8.667539        -14.930046      -4.116405       -5.014117       -7.083094       -10.891932      0.791583        -23.491221      -26.157397      -53.701723      120.882688      7.768193        -14.456506      
rwgt100         -3.72821        57.104993       21.902943       -24.730713      12.734373       20.397705       6.516614        21.698332       19.667756       -1.143397       3.975722        34.158072       17.913064       -30.848413      -47.811476      11.751151       
rwgt101         8.825304        59.451206       14.846868       -0.611386       23.390156       23.221497       -5.925798       -3.546512       21.451838       2.70164         -8.354489       -43.780402      -19.448483      -77.303673      -22.022988      8.644657        
rwgt102         -9.814277       48.338553       26.103176       -14.815602      1.48834         24.169991       -3.095659       14.78386        23.816494       1.049           -11.654054      -42.581115      0.429108        -125.460931     19.933681       11.000178       
rwgt103         -2.630593       -27.219827      2.268471        -11.606932      -11.831064      17.748409       6.838029        -9.931779       10.772592       -1.242694       20.842556       38.851806       0.597403        -23.93594       -25.435284      22.61452        
rwgt104         -3.712078       47.981226       -2.592836       17.487387       18.638684       -18.548792      -5.381653       -23.642189      8.858439        0.847627        6.402963        15.774164       51.34804        41.701163       19.292481       -0.38382        
rwgt105         4.760339        52.463242       5.626378        5.376987        24.656162       1.791486        -6.256003       -0.11175        -24.207761      1.477229        -14.521451      12.086868       -18.02626       -82.684106      8.138989        12.332305       
rwgt106         -5.686962       -34.271585      -9.034068       -24.844579      10.85225        -16.789829      -5.4435         2.954452        -15.265267      -3.898032       -16.650553      -39.269032      18.326794       105.695254      2.000355        5.606164        
rwgt107         -1.826253       -28.906195      -6.440512       17.717695       18.546052       -15.004376      0.468087        16.201128       23.835763       2.177773        10.184809       35.659298       -40.924543      -25.00807       24.853861       20.022014       
rwgt108         7.088332        14.487364       13.371846       -9.815228       20.939206       17.669182       -4.003671       -5.519848       21.768973       1.756258        13.707824       20.748491       -55.760167      -4.1827         10.180403       7.387793        
rwgt109         0.202097        3.666902        -6.165574       -3.678121       8.972608        6.459238        6.726753        21.979542       19.235729       -2.964091       22.892705       39.725168       -35.573961      135.298213      -3.452027       18.781648       
rwgt110         8.933969        17.525843       -20.678591      3.559293        -16.392306      -1.43986        2.702181        14.787514       -2.875934       -3.534215       1.8519          42.093825       -30.12183       82.430054       -19.765861      23.735852       
rwgt111         -4.861804       59.066582       30.400128       13.880143       15.55734        21.570605       5.577913        22.045966       -4.414651       -1.489253       -12.773102      17.38989        -30.37247       0.073646        9.28774         -15.184889      
rwgt112         -2.764727       -46.717992      13.124587       -13.197024      -24.218502      -10.62261       -0.355326       5.642564        -10.544717      0.928719        6.136565        24.922353       -35.834759      -25.330122      -37.202661      -17.131083      
rwgt113         -1.815946       -23.651991      29.425983       10.910287       21.729871       17.644199       4.679039        -14.846883      16.67171        -0.649875       -13.707534      -31.547784      13.170131       63.538298       6.578457        -8.324103       
rwgt114         -8.555673       -29.521176      -25.198981      17.902847       9.521541        -19.681564      -6.797758       2.153696        7.383516        1.380404        -20.73579       22.311562       30.284564       -72.059555      -23.291565      -9.349113       
rwgt115         -0.932879       61.291463       46.593797       -2.292829       -4.505015       6.565897        -0.75083        8.354478        -7.839714       -3.761626       -0.307688       -30.911912      52.243196       135.669381      -6.519196       19.275516       
rwgt116         -5.198311       71.581583       -19.748837      15.510205       16.644421       24.700067       -4.948342       -24.186675      15.576815       2.746673        10.004481       3.570516        -20.199573      75.30305        -28.498461      -11.132651      
rwgt117         1.135822        41.222085       16.642249       9.662768        21.010696       15.661713       6.604981        -11.390793      -21.31901       0.867436        -2.305265       27.208632       8.263963        -107.55781      -15.864639      -15.593325      
rwgt118         4.988884        39.632565       2.000308        -16.590553      -17.267351      -14.553153      1.924059        -1.028855       11.329154       0.500986        -24.599595      4.59772         -4.506742       -33.839782      -1.600575       -9.833896       
rwgt119         -6.134525       76.111073       -18.957496      -22.228039      5.906322        6.084883        0.011579        9.585909        -18.105677      0.310379        -19.055434      -51.456613      18.762227       -64.467164      -2.769697       -12.172047      
rwgt120         -6.87036        0.838146        -3.898202       -6.663957       6.061383        5.765725        -4.20547        9.243503        7.767008        1.661666        2.983623        -48.963993      -1.565152       8.947452        -11.368151      9.328638        
rwgt121         2.691824        -44.823117      24.068547       7.187511        -15.076823      10.859477       -0.904623       8.340387        -7.06032        -2.322522       -15.263366      -41.957702      11.568354       -53.570003      17.511137       -21.632039      
rwgt122         -7.618105       -34.799502      1.296297        0.012821        -2.263281       19.059172       5.794651        -2.311388       13.256597       -0.332132       -11.188739      -2.464824       4.878833        130.966424      26.907972       -10.745412      
rwgt123         -2.170428       55.134547       18.476186       -1.985019       11.703113       -0.175106       5.949188        15.208489       -7.889288       1.067735        -9.003943       -26.847701      -23.062765      -79.706364      -40.786793      1.651833        
rwgt124         -2.856684       -20.837631      43.048509       6.598882        22.749317       8.77348         3.280603        -2.152471       22.198464       -2.212865       19.218633       18.534319       -28.52451       92.29609        2.712754        0.299597        
rwgt125         4.983963        -0.355099       21.535427       21.681122       12.018989       -7.698892       2.735081        -20.261791      -7.191949       -1.313181       -10.84844       -32.653189      -44.677906      48.151182       -37.040524      16.562337       
rwgt126         -1.819066       -16.180588      -19.325898      -22.656637      8.988665        -11.564499      6.126154        17.067256       16.21145        -3.287291       -5.099283       7.53894         -10.459602      -53.939928      -26.571129      -14.917136      
rwgt127         3.799822        -18.621682      44.638532       -11.272286      -2.168774       -21.319039      2.822266        -1.922176       -2.164728       -0.135085       -1.065703       -49.254486      4.90399         106.303132      -25.110666      -9.611448       
rwgt128         -5.339083       23.241407       48.51974        -17.684242      -22.703228      -14.160941      -3.737686       -5.406778       10.972766       -2.663078       4.469244        46.414168       49.351309       66.278448       13.187858       8.19296         
rwgt129         4.709537        -2.327037       -24.722184      -20.277944      18.506361       14.522822       -3.213864       5.338918        13.731831       0.647539        -19.205131      43.858045       -54.156183      -118.861018     -42.433303      14.075503       
rwgt130         1.322574        -44.087955      -2.323388       -10.910409      -11.753801      -1.136472       1.712172        -0.175004       5.582672        -0.214459       -12.284546      -12.152637      52.620753       -105.271598     -4.941988       -22.719733      
rwgt131         -0.665311       -21.127423      26.181661       12.434704       24.818157       15.955527       6.737658        -12.126377      16.734837       -1.660875       -15.778138      -27.365621      -50.545993      85.411149       -47.947085      -17.605385      
rwgt132         3.304597        -39.735483      -2.811255       7.081514        19.970871       -5.265783       -6.31109        17.285903       3.615112        1.825348        -1.416448       44.238082       -30.182269      -6.180274       -22.556723      12.106478       
rwgt133         6.308875        -44.777882      -14.20976       -2.080512       8.443082        -12.416575      1.109517        18.891783       -10.169916      -0.943961       6.909903        43.864187       15.873649       -120.823661     5.124989        -9.986259       
rwgt134         -5.398794       28.073152       -0.463076       -20.452659      3.686333        5.251311        -0.183288       -22.467453      0.845226        2.130842        21.49591        -50.908543      26.739809       -54.411818      -46.178095      -4.977736       
rwgt135         2.247625        26.151894       34.441833       -23.208532      -14.545318      5.968217        4.978564        17.48146        9.824001        -3.182282       2.294382        -7.313816       -27.665275      -53.102842      22.410043       4.235678        
rwgt136         4.200955        -0.856461       0.257763        4.167492        8.80074         15.943467       -6.488559       -22.143355      1.053906        -3.526194       -11.460195      28.803066       -35.640692      -4.582253       -29.683992      16.211116       
rwgt137         -5.0497         -26.58615       -1.130948       -9.416927       15.799422       -12.248957      -3.375241       12.303867       -19.751411      -2.5857         8.784436        -29.348735      51.285941       -18.161417      23.064461       14.14042        
rwgt138         -8.64041        69.99889        -3.981875       -12.64575       1.636033        -4.783174       1.099561        -15.866702      -18.596772      2.637247        7.644959        -9.249873       -16.179948      34.114599       2.500335        20.878598       
rwgt139         7.949268        -16.338416      4.01822         22.367039       -18.76557       -6.742927       -2.335236       9.644054        12.907776       -0.81819        16.908205       2.265752        -51.318508      126.731923      -24.243295      -15.645516      
rwgt140         8.90882         -4.515542       -8.778069       12.888961       -4.68932        -11.23889       -2.372942       -1.159354       -3.68367        0.59428         -13.53133       28.598062       -43.426261      132.268082      -43.760462      12.366506       
rwgt141         -5.624224       -45.111849      -11.997148      -15.860998      13.121158       19.49899        -7.028087       -20.805368      0.914437        -2.587502       -24.158105      40.394177       -13.701797      -120.108993     -24.23633       -9.117472       
rwgt142         7.350006        22.596028       -10.835768      -12.156722      -14.091682      -1.280973       6.857132        9.895702        6.261899        -1.683742       16.988804       47.261429       23.691766       -140.145302     -18.475732      23.482275       
rwgt143         -7.276475       37.989652       42.421122       12.335698       0.453239        14.191021       6.692504        15.155269       9.734948        1.589376        18.654686       -43.384377      -49.277739      137.900576      19.018212       3.13009         
rwgt144         1.264573        54.458163       -21.041975      -11.296707      -21.612991      -20.221776      -5.142446       -11.987427      -19.446588      2.226886        -10.867324      -1.123306       47.29663        -12.277392      -7.058441       2.195357        
