                    ctW                 ctp                 cpQM                ctei                ctli                cQei                ctZ                 cQlMi               cQl3i               ctG                 ctlTi               cbW                 cpQ3                cptb                cpt                 ctlSi               cQd1                cQd8                cQq11               cQq13               cQQ1                cQq81               cQq83               cQQ8                cQt1                cQt8                cQtQb1              cQtQb8              cQu1                cQu8                ctb1                ctd1                ctd8                ctq1                ctq8                ctt1                ctu1                ctu8                
rwgt10              2.92757883708       0.731726310306      29.2976755828       7.65390672166       4.67950086889       -4.18853689527      -0.0547784799202    9.61029474589       -7.25563148058      0.18593262253       -2.90358702396      5.54811701377       -2.41112774062      6.57817721716       -18.4096772878      -11.44656961        -36.5407646294      7.73836172252       60.9835118772       25.7264956504       20.7072409415       -35.2824897639      7.8436327604        -50.3863611587      17.7608431603       -6.70173608293      -22.7767116266      60.4165658849       27.0737460107       -49.710362901       19.974644401        -36.9746480391      0.289473693286      12.7479314271       57.45720779         -41.4897924466      60.4653470547       -40.9854539712      
rwgt11              -1.88282668675      49.8129156164       6.62317009183       -1.90172790262      1.72313739987       -6.99803247922      3.0760712739        10.1790409445       0.127777609382      -1.42151688835      -0.0269362023424    2.18107613366       -12.2668431303      18.9430202637       -25.3860418137      0.708314861245      -38.0683925503      38.4487399356       55.7755779871       -4.86671193612      -17.6864132785      26.9924245631       42.6738738222       -18.9517468498      38.5416469916       -19.957530103       25.5646299133       19.2021514971       2.07716440911       42.9380840274       -2.79829742215      60.1627838334       -18.2094286329      -52.5753553472      17.9731455387       -24.9348837768      51.5537216134       40.8113212857       
rwgt12              1.927157316         -10.4841121234      20.5989433379       9.16740986131       10.0599099745       8.13869869857       -4.10580194333      7.74688920584       2.25680119222       -0.722965795456     -0.267800400327     -5.45891618929      -9.35394084508      -21.537817508       -14.4137967526      -5.55863870032      -50.2402105052      -35.062626672       -45.2224435194      -17.3981066242      -31.3210214296      23.3448290527       -42.1889982909      23.9724033295       29.2690164298       -25.0478392431      43.4187989101       -40.4005258789      48.800828289        -23.7992690901      35.6537481356       -31.19674218        -8.3393519646       59.6928077068       12.0681601452       42.2052558669       -13.1910105501      -3.5665396251       
rwgt13              -1.74951949384      58.5364939818       -10.3388690732      4.17658406691       -4.18781004178      4.2622255219        3.13666133132       -8.63542250271      -2.51325953565      0.498193914937      -0.886835045263     -6.62224987029      -14.7303595381      17.7776177366       -25.302786124       -12.3169413458      -33.6437468494      31.2048616131       14.7448801039       59.6427506704       -38.351752906       49.4692211692       -25.5582036499      -50.4275290252      50.1453171649       -13.9254524728      -36.2674603522      42.709043794        -16.3267966405      -11.5214812327      -59.5048539378      -55.2059369182      51.789406222        60.0350385475       0.386050994787      -38.160156353       30.3915942801       48.3307461073       
rwgt14              4.82603768441       6.0119909425        33.0683875406       -4.82554066291      -4.09946823415      4.25786478881       -4.50566067531      3.46757918105       1.8148842955        -1.92471783837      0.541077268877      -2.34196095064      -1.67229172027      20.2717783922       -26.5055556409      -1.43805075171      -13.3956806123      -20.1965287173      10.4169137798       -27.9084967342      57.7831023904       -60.6664746602      -39.6574130032      42.7781724357       -21.3218365956      -8.77687144749      30.1790837085       -17.1115464403      -32.1694487784      40.5128144985       29.5296136429       31.1700991777       24.317442765        43.8450755839       -60.0785591898      -5.51536213327      -32.0514084815      48.5735522116       
rwgt15              5.54795114416       21.0831195902       13.6551032515       -7.43122167756      -6.43340719359      -0.437739616651     -5.68237469941      7.22261745016       -5.16886699767      -2.24186445258      1.50483898113       1.28569236081       -13.6977167262      -17.8440045414      -12.5064745221      -6.27791496102      -37.2431087805      38.3489207411       55.685993106        -37.6908914799      -11.5586914651      -32.729973907       -35.390110904       14.1462433569       19.3144454301       -37.9839828775      -21.8905064412      -22.8056034103      -3.15141279943      52.6454497136       -56.689259663       49.5517276211       30.4009042674       18.3458388376       -24.9173556679      43.4896651574       -48.6587531098      -56.3262639465      
rwgt16              -4.76446730219      -9.3018950383       24.3321010866       10.2376543556       -0.201784904905     -2.33933585531      -5.27416569409      1.11956501702       -1.28350123893      -0.353880392805     -1.40732111224      1.00559156351       -6.26105813998      17.8993147606       7.98198441122       -10.9192828925      53.4475070973       17.03135325         -56.1056349481      5.73084586257       -49.4198517116      46.9456054451       -39.5065131832      -53.3996817154      -45.1085725061      49.6991464087       36.17359023         18.7379605202       -39.0682748544      34.6861953452       14.2010396618       44.1133748595       -42.1004746777      -15.2271002104      -61.4339733268      41.0106838521       -30.4033961553      -54.2797873797      
rwgt17              -4.5274795816       18.2517485702       16.4415914861       -6.27621132037      -3.31339101044      -1.56624255632      -1.90754664633      1.94881755851       6.79296782969       2.13828400941       1.36176818308       6.28719823726       -8.03261484192      -4.65109758654      -2.68358818311      -6.81152926877      10.5663409015       34.8771536557       -56.8552230235      60.8835166243       -49.8729950343      53.5178808613       32.2428871033       28.1780117682       -4.85985128861      43.5192972894       22.6366458798       -52.9386666646      35.8535083976       -52.5109749429      53.9022430047       -59.8440317186      28.071604756        60.5411824057       8.06455010292       45.4402253794       24.1623836841       23.5311935053       
rwgt18              -4.56680535551      -15.082411665       40.142252146        0.7157488185        -4.52794391717      7.49835048198       4.16596356423       1.75435898617       5.60605057901       2.58759207351       2.47882530015       2.73571861439       -12.9874331423      24.7898552532       1.54938592431       2.15736047695       61.4489679653       39.4013349396       -56.3320546485      -58.1409222753      -0.132051166618     25.423067917        1.82055908681       -8.11807872063      32.4679381795       -0.968432532107     -37.32899371        21.8783981178       -31.42222218        -8.91617998623      -52.1608127112      36.2854891456       -56.5880930278      -24.237864783       -42.6664511926      32.9866643755       12.5518199263       46.6484102456       
rwgt19              -2.75904763642      11.5489635213       33.7414266755       -5.22576217645      6.05738587797       -4.44774850788      -0.222389883556     -2.72374778993      6.19361490321       -1.60036901254      -1.82957997604      1.69275425861       -7.25929182682      11.1930545995       -4.963160405        2.34390455668       57.0940079916       -60.1337875409      -58.9668467764      31.8945461591       22.8424832298       54.2230789283       -31.6916569437      56.102793013        -20.1366793714      -24.9387226808      -0.388135107105     34.6108785787       -34.5634040411      47.6028122436       58.7781271136       43.7449787635       -33.122509018       -21.019490588       -46.9042654827      -24.6334117944      -6.57274895055      26.8415642335       
rwgt20              -5.58768376547      10.1337076289       14.2409720231       4.71242960986       -4.28044153933      -3.9396162884       4.3425946009        -4.02370038109      -8.15531440742      -0.888061093689     1.48940991158       -5.14267722486      -0.311873045941     -18.5637550756      16.4828188126       -10.5084413404      2.58969633771       25.0893923913       -16.1645670726      55.0550564593       -1.02833839663      -35.0692772592      -57.1088150588      29.3660772162       -11.8758474052      -20.736706851       16.1557452287       60.4603557356       -41.8039731246      23.5737202158       9.3903171587        54.9270588601       -30.9509800317      15.5887582191       -51.500319321       -40.5411107132      -8.92415042595      6.42023094398       
rwgt21              -1.4095152062       60.5082858003       17.3379581787       6.05374852495       -5.22168974889      2.60141935702       -0.101605450558     5.50428916204       -9.53616317347      -0.464265664725     1.21955172205       3.73104674651       -11.7412199357      -21.4117989926      7.55468890998       -9.75425233013      1.74933736109       1.81949370406       52.8549526038       -19.4919633451      21.663077612        39.97218852         19.613755336        -15.209340061       -17.9152505385      56.8962683218       34.3237650705       1.08543300223       27.0197256186       -35.2885329698      10.6652519415       -31.2745783045      14.9968730738       -41.0080170719      -1.11796705853      -26.8289470807      -24.9235362228      19.4318013908       
rwgt22              5.38181020959       13.7830147854       22.295213765        -8.20750025298      1.64387434543       -7.70987513693      2.83451673458       0.5809337953        -3.88402760774      1.93878851454       -2.74018145315      6.11752124835       -5.5193837929       2.39361692782       -32.6994154381      -6.99447933093      -49.4260096787      -11.9868630182      -28.7263127244      40.5271404143       48.5232929297       -15.9469049911      -56.8624897295      4.73489290063       7.34993704638       48.1634621366       3.63736493451       47.4004666309       15.8965234406       -36.8896600973      29.717626871        -46.1198750743      -33.2604708098      3.69985139595       47.3638495863       12.5796117706       40.3853486867       18.1373280312       
rwgt23              -3.53975851447      1.00562290355       36.2282607313       5.03436732827       -4.58785174285      -4.39699201648      5.65825666178       9.71703951769       6.37861361061       1.3159392698        2.70765142241       -4.28783992472      -10.2555584616      -8.66382943736      -27.2645123419      -8.4802913797       -47.8431768868      43.7109506352       -13.104444863       -19.9915222238      11.0831703847       -11.9416985984      -59.3769050127      -3.9710124912       -31.7931934838      -43.4254792745      59.8639928777       -50.4800820437      -17.8830357728      14.4958988658       -32.0390439209      11.318942244        31.260823013        11.5040354933       -50.1899052243      55.2079292092       28.1510608331       -2.00372449491      
rwgt24              0.237101351248      42.0423286211       31.233553202        7.43197042527       0.721939349148      -7.93146447107      0.506801627447      8.99356236588       -5.14912355719      -2.1266470929       -0.785982346966     -0.449512267808     4.78531846209       8.75740688511       -33.4781141161      11.2545270064       -49.2271231621      46.6184987945       46.7829031517       -50.6336411597      -36.9193047362      -38.1508862893      55.7881204237       24.1186907194       -26.9264423884      -38.0245433652      -47.8083604725      -33.6671905866      43.696001638        -41.6651864148      -15.0596597873      -46.2380480966      55.8570763312       -27.6018486484      1.09156437356       -59.3625404948      24.7072938459       30.3042864301       
rwgt25              5.26571728314       52.0869943          31.9388059848       -2.49050844724      8.7186175791        -6.40525199939      -3.04339567525      -7.0472053623       6.3969002713        -0.422779528695     2.8534801557        7.08840620183       -5.95090045602      17.8468951771       4.36242470888       9.93281826949       48.6630988938       -8.98518124793      25.9495070578       -31.1892286919      -16.3722474895      -34.9689965271      28.749084827        0.752443322517      47.8245191496       2.36028542711       -30.1350996265      1.34837921142       -57.7346711304      1.26242116208       -51.124638985       -21.65487219        35.1671770302       -40.2286146475      -35.9442078049      -35.8105887008      -32.3390951387      -48.2718137344      
rwgt26              1.19843242965       -14.9355391291      23.0838357225       1.03965534328       -5.78848322947      -6.69222274452      1.86294015565       6.62951499031       8.29809098472       0.107916167679      -0.305365238682     -5.69798778437      -10.6235091403      16.7082470936       -20.1675645188      -10.3604192565      -44.6590951457      61.4170820739       -10.1836842978      -60.9218321134      49.6061347658       29.0589504724       31.6914868708       -52.8648310975      -12.0723648242      -15.4842924104      21.5989988764       56.1255579069       60.5276881884       -26.3554269305      -19.6760198732      -42.0537909196      -42.6840171709      47.7588611347       -12.5730535446      -24.1069469039      -60.284763227       -17.7383523718      
rwgt27              -2.338906154        4.7541636788        -7.45818647844      -2.4016685186       0.674026506603      5.4183125158        0.34878778855       -1.2615787174       -1.32994972067      1.60375665168       -0.394788249618     -1.36196667788      1.1730562939        -22.3633713078      -33.8030003846      11.2710097832       28.2235294709       42.7100837128       -29.8935307213      43.8689191296       -3.01775691609      32.8002559056       7.26855117882       -40.5592673218      -16.5714126764      -17.3313662484      35.0905012847       45.9416788213       5.08744422843       37.1242762095       52.3867696969       -13.9407586579      -26.8055146975      -11.7337379047      50.6004827671       -39.7960153477      -42.758882942       2.72811048041       
rwgt28              -0.636064780058     32.8644900712       19.9171851253       5.52514886213       9.34828353036       -7.71560172037      2.46672183461       0.139998123847      -7.54898948618      -1.22241329517      1.61237704878       5.4047348751        -11.200899953       -13.2036598623      -33.2524749634      -12.3826546168      -16.0598355611      -52.0980492036      9.76070283371       -11.4594643499      -33.7742755648      -56.0503371113      26.4792579263       52.9790967988       6.5113792679        49.0775524986       -34.7306694563      -15.5952364929      -24.8728513497      -57.2760646369      56.7263687512       -30.3046551572      -17.4214256202      2.35780335364       39.0682464973       -5.06874494822      53.9827299782       -30.2522906309      
rwgt29              -4.79429483607      -4.06427893644      -5.34089607359      8.10503997245       4.76260390737       -4.6638346764       1.68595836778       4.70239103081       -10.4806803005      -1.59641339885      -1.06875907664      -0.886625309689     -0.110016274862     -9.82027685317      19.4590831542       9.22758935916       -60.7415427063      1.03346327991       60.8446315079       -48.3690715479      -55.4465124268      -31.3325021062      61.0512636734       49.3316238376       -31.998053288       18.2312287454       -43.1890406573      32.1064739364       -13.0061111287      -28.6306276202      -1.38892109628      -49.7983100046      32.1049761406       50.2913865859       -8.72376373617      31.3172482537       6.13792909496       -41.4555338613      
rwgt30              -3.41538622791      -7.54430027924      41.9134546485       0.486705217292      6.6146988201        -4.56353130705      -1.6277006489       -3.65976795877      3.59523801005       2.09012896474       2.76851939923       -2.44675397893      -8.14590535102      -13.5784164421      -35.779148368       1.22414230948       -10.2412827745      30.4239709072       44.1994085461       20.8543763278       -5.27228767466      26.6831421292       2.03176143297       32.4353025267       -30.3616935138      -31.8790905764      7.89062678583       -50.8698064341      42.7477445206       60.2427047563       -22.5269563157      -1.17926557091      56.1198046609       -39.918459381       -9.12384845274      18.0762802826       -52.1935807839      -17.842291023       
rwgt31              3.2360117837        43.2789774835       41.5671583826       6.94370612575       5.88139863179       8.93805650015       -0.15493276208      -5.82515717074      5.59409604885       2.92000608148       -0.473234763259     0.238050081609      -9.56148586044      -18.4234158372      8.01752133902       -5.05593774197      51.6816673881       3.91994163224       22.9336424837       -24.0536566134      -5.71875891811      13.6288163381       19.8942360019       -48.9756244435      0.167330906698      -49.3640263472      -23.2201764884      28.9458292194       -4.19523289967      1.92370013348       30.6333976876       -39.329102367       -37.4789018943      -54.0021899532      -31.5543200237      -10.0465958698      -48.6702840886      22.2083498332       
rwgt32              -5.12979558243      52.7182087524       38.7365151389       2.56813959282       -6.93049234575      6.02172024512       -3.81421941286      -5.48723521621      3.59957126332       0.332000721395      0.00769014803614    1.2161043122        -0.930671800785     12.2614717522       4.72555943314       -10.0928121289      -26.289543315       9.76606317022       23.8849996161       -6.2714906552       -5.54592894596      16.1917238235       49.6576258924       46.2526856343       -34.4979098695      49.6462924526       -4.82600558614      27.6428377179       46.6996307602       14.2196838799       -12.6170723688      -54.5740643015      13.2977391652       -15.9774603451      48.2436059119       8.44724830416       56.43890035         15.6943048042       
rwgt33              0.892555506304      12.3694240143       -7.04493659811      -4.69978631074      -1.40801126353      7.3792045523        -2.75478062903      -5.50635799687      1.5969287836        1.91528174191       -2.15343995411      5.80075872455       -14.0968512166      -26.084084188       -3.63199549107      8.35584387807       33.1865658845       49.5833008528       57.0276347559       15.0620709764       52.3224371464       -45.0007089341      0.694089524509      -60.6557672276      -0.0780705421517    21.1689369759       -3.60656254501      -8.78446411855      16.1117089427       -58.960177863       22.4435514452       48.3112924428       -32.1010134281      -19.7448458632      12.3541402767       -37.4877532482      -23.6093156009      -8.39299133936      
rwgt34              -0.50889314148      20.375030202        -7.72558738785      7.97070444838       -2.5676581782       4.58100613316       -4.10108426116      -1.49479800411      -6.93018840525      -2.49838491427      0.166583364883      1.05736789297       -6.89407442914      6.98747077049       -33.6547528035      -6.39663079822      -10.2941043153      19.9750923335       -25.7293918795      23.0901717659       -36.2256569285      -38.2144734615      23.5276996266       -34.9609692872      -19.145416828       -15.2153454017      -33.4761043301      43.3369253158       -16.7887515981      -45.8909786579      52.4969975493       -52.4295910561      25.1790636388       12.2515901033       -50.2421250002      59.3257874019       -30.3344000239      -31.5944742881      
rwgt35              5.32130573372       52.5807314075       -10.4473052767      1.50243663942       2.8134411021        -3.11188008929      3.87693970802       8.72721543543       -3.08345259607      -2.23641920563      2.88195288887       0.637136351282      -6.91403846477      14.2138857995       11.7539169535       -5.15743809937      -48.842397541       26.2117480406       -38.868640713       -16.6834601325      5.11972088367       -43.6333252931      -38.9480766115      14.1608055631       29.5298686051       -19.4477787193      32.9042508538       61.4276369359       24.2730011253       55.1088643662       0.791855462224      -30.6317096999      -54.2609544866      -57.1349805942      26.9846093085       1.9640824878        -30.4168991409      47.5066589262       
rwgt36              0.0788650465294     -14.0425895853      -11.4196999817      5.54586050296       6.79638820107       4.00634600509       2.25808415269       10.046658065        3.13886233521       -1.51019957113      -2.66421016782      -2.40282981161      -4.6145531696       -25.9061676929      4.96604006599       -10.0719455985      31.1081082438       12.2739572596       34.3910017988       -44.1300756519      -40.18247699        -52.8689117354      16.3766323559       5.33701472391       -31.9726842426      -15.9367549749      36.3838338586       -46.4149933977      56.4144412571       -47.4034951555      19.857961572        -34.0486547442      -1.79166845236      -43.1130343642      6.98353531472       42.8961990348       31.2008895118       20.7232630563       
rwgt37              0.137122744413      51.7451850258       -6.97525020848      -8.57125050185      -1.65781075721      1.34008564542       -2.7347056798       -4.87753040664      -2.38527745692      -0.527366790139     1.8739544408        4.59006078535       -9.13562506188      6.27591593559       -33.9201695253      -0.380269311717     1.63164650225       -7.09649366723      -12.2832067528      -12.8642807004      4.74407104864       -61.0543557792      35.2534459743       4.91652698896       12.1549097442       30.9911544465       5.84473435535       36.0916452793       37.1867157973       -12.3500627004      31.9121830285       -17.1239682908      34.8592812236       -30.5838734807      -45.4707423621      50.4809311938       -15.6431222333      -19.4900584513      
rwgt38              -2.62063153573      51.8974542832       23.9954892451       8.95145321394       9.43918520638       -8.16107608266      -4.90491190804      6.2654644529        0.0966580894438     -1.43195239557      -2.84565328757      5.49659795517       -8.90263427274      8.09859870144       -6.39308442937      0.193716489188      8.18016691374       -53.973056419       19.1522375001       4.58464262586       -28.7094832698      -17.0100602224      -39.0571508403      -19.058312759       6.474004491         -46.2324863002      15.2669551316       39.5728903089       32.8948850281       -3.40956379059      -18.5142533323      -2.19073096864      -15.7898864802      16.0799742774       -32.2480640151      60.001165679        -27.2436692904      0.22217198763       
rwgt39              -5.35521514253      14.7444296364       14.0776465205       6.72964626319       6.02969942213       3.82951120675       4.46392409106       1.57405756568       0.397919420515      0.292621446467      2.35139337182       0.663737477482      1.88465190065       4.32928341816       -26.4310034233      -8.56811636055      51.10839446         0.654153175385      -40.8373777291      -28.5523618917      -15.2812899327      -33.7981500048      -7.02157707864      34.496772692        -9.20633590412      10.0148255736       -11.9044686587      56.0090021912       -9.2140114818       -47.4823920972      -19.1214282849      -13.8160034339      -3.04231425022      -43.5198208749      -1.51945558662      -44.2741082292      -9.62402124535      19.4008228181       
rwgt40              -1.3560153229       11.7032335501       19.6758740114       7.55690315678       4.82081285081       2.43487427509       3.01393376431       -1.94123826225      7.5151070938        2.38976371509       -1.66853049153      6.17485442364       -0.525062391037     11.838240277        -8.78214286849      0.676600884047      -27.4125534208      -16.8657429013      29.996831431        29.11602986         43.631718406        28.7125807104       18.8003322771       -13.1751287831      -56.3259141109      23.9294485094       21.2324789962       45.7079480064       -14.9837084611      -55.7321341827      24.9148885675       -21.2313502195      -32.5390719794      15.0251676372       31.3717202447       45.936854914        8.25747731091       6.4371609159        
rwgt41              2.02593352864       45.4776662381       9.48473857927       -3.25115813606      -4.72537119375      4.52745788612       4.04195472591       4.87145835276       3.67873905956       -1.71783822229      1.11250339435       7.43912828793       -1.83798018018      20.8785729302       -17.5713668633      1.31729826882       59.8819213665       56.5983157327       -4.31530942055      -34.1560306941      -46.0913455496      -42.5369139087      12.9592029117       31.6488694473       -49.5862418013      -58.679766346       -54.3582493699      -22.7842688669      -1.6082604747       3.85556240723       11.5904376827       -21.7019736694      30.5294356669       31.9701116209       -53.0707601168      -3.58463165368      -43.4036440321      7.26596511861       
rwgt42              1.75157086537       47.0348695436       38.9246362413       -5.39356528915      2.22814814449       2.96133599563       1.58442140556       6.96958018157       7.38337430375       1.76469871367       1.01593141842       6.35085889258       -11.2325353214      -16.5035963608      12.2160143424       10.791200414        22.0664890828       8.09241618078       19.6442058949       31.5050130208       -35.9641184929      37.7158067621       -54.9231614393      8.9589694338        35.5836234897       -58.6564360025      -5.43850395281      -51.5720401673      12.4376624422       -4.40300595547      -43.6512396543      -60.7776190506      -4.69203320014      21.8665078326       -7.68288605755      35.8328257056       18.6376824559       24.6179611835       
rwgt43              -0.871334025165     -4.96279651398      14.4581418413       -3.34616933221      7.80141149461       8.98648306726       3.65602651313       -1.9513340804       -1.63511954182      -0.460826979549     2.88687491084       -0.676828744436     -13.4104521367      12.3921821406       -7.41936219312      -3.32344727783      -53.6661620318      43.4016618965       48.1452766807       58.7279405544       54.5093581232       52.6259369937       -59.0077423181      -34.8892727737      39.6582692355       -7.57305466158      -61.4472171903      25.2032388307       -2.82931011128      -45.6445634304      -2.79250808091      44.49403491         32.2082629844       33.1807798963       -13.412868519       12.4746291723       -5.92741018749      34.9610783142       
rwgt44              1.95028388888       59.5674456188       30.5033175316       2.2329379746        8.69538236697       -3.51711988929      -0.152018001563     -2.7665845101       -2.62680451385      2.86151968998       2.74275752876       4.01436806373       -13.3924616895      -24.9766107162      13.7668086401       6.96111726559       -5.75612672559      -15.3256050199      56.0504975454       -48.0836363533      42.4899407455       19.4187726067       -21.1318349417      40.7587463889       33.9065536038       48.832335904        48.6940265647       27.8291192626       -48.4425370694      -1.11594909498      -2.77860333871      -52.2443613676      32.4283309107       35.1018877223       -45.7762051115      -31.5411894165      -51.1305244462      59.4182823372       
