               ctW             ctp             cpQM            ctei            ctli            cQei            ctZ             cQlMi           cQl3i           ctG             ctlTi           cbW             cpQ3            cptb            cpt             ctlSi           
rwgt64          4.779797        -23.287292      -18.370293      23.899754       6.921037        7.599293        -6.26324        -1.215099       6.338645        1.752805        20.967813       15.044795       17.322886       -91.915401      -27.717605      16.447712       
rwgt65          -8.732671       26.665537       7.334486        18.967301       -10.733007      1.42408         3.431729        14.707323       7.774035        0.869157        16.944808       -14.668557      -28.192108      -103.361599     23.166279       -7.48562        
rwgt66          9.683709        13.944062       -0.915239       5.781297        -4.615453       -23.547157      4.079696        19.687711       24.213978       0.987844        5.336417        11.355056       -25.999299      -46.943132      22.055204       2.872848        
rwgt67          0.588283        1.958974        38.287016       4.770842        12.331388       -4.071358       2.752598        -19.656282      -2.591869       -2.093163       -9.449446       30.971175       41.279674       -43.213644      24.078492       11.595553       
rwgt68          9.252253        35.802436       37.35026        -13.678131      3.636512        21.77072        0.758297        13.38575        23.555833       -2.803929       13.403523       -49.890375      12.416352       76.46208        30.823727       -14.934187      
rwgt69          -1.297956       2.991834        39.293455       18.605697       17.715264       -15.092785      -2.524252       9.48754         24.221657       -2.616681       -18.826929      -31.512729      30.698548       66.40666        -30.37759       -16.331136      
rwgt70          9.671481        57.958797       -13.511284      -6.801679       -21.646163      22.081504       2.950431        1.107869        -15.316248      -3.430916       11.36414        -42.251987      2.739064        59.789142       7.056518        3.362837        
rwgt71          2.332064        -43.960524      10.01593        -14.057004      -11.270967      11.634188       -2.236972       3.67762         -5.215273       1.030677        4.705674        35.492736       28.890099       108.401972      -10.240333      -24.25248       
rwgt72          -5.36807        69.38778        19.19208        18.577728       3.064433        14.738504       4.835553        23.858345       7.345569        0.403728        2.180206        -16.532818      13.627997       50.094954       -31.21611       -2.216355       
rwgt73          4.77309         37.178897       8.039387        1.666039        -20.298504      -6.834552       1.216141        -16.167137      -23.505186      -1.358768       -19.242057      48.244363       4.026173        -20.678627      -8.807907       -2.166074       
rwgt74          -9.65826        27.034385       -18.39599       2.997582        -4.654977       -20.845271      -6.578738       15.976649       4.432209        -1.233552       14.785182       21.177895       46.609593       -131.884299     21.919473       8.939242        
rwgt75          -0.455321       37.773564       18.170516       -3.159524       -10.207014      -19.026173      3.209741        5.333917        -24.458344      0.840903        4.119654        -49.642669      -22.732006      87.733671       -43.964856      16.515821       
rwgt76          -8.409659       -20.268074      47.678971       -10.24928       -16.032364      -5.226232       -6.224902       -12.213002      -13.327631      2.706699        -16.154857      47.230913       -46.661367      -19.174379      -37.837392      -6.318222       
rwgt77          -8.533456       28.425568       -25.004926      -23.188937      16.537535       -4.656679       -4.33366        -18.795213      2.237346        -1.922976       13.177948       17.585363       47.693076       -39.490473      -23.52769       4.227996        
rwgt78          -1.053464       -16.851601      35.307836       22.637095       18.416752       -1.367074       -6.784568       -15.433617      12.366836       -1.56915        4.228371        12.571445       -22.872827      125.13029       -46.756721      -8.962256       
rwgt79          -9.806399       18.202746       -25.981296      15.414652       6.259995        -8.754928       4.29448         -3.711076       8.120518        -3.44023        -6.381903       45.929048       -9.603792       20.650997       28.482358       -19.522704      
rwgt80          -9.593415       -33.033447      -13.105328      -13.380456      -7.797496       -5.476773       -0.435491       -2.127267       -19.871642      1.09916         12.447598       51.040298       15.71717        41.34316        -14.366124      2.898196        
rwgt81          3.5892          32.660028       27.36375        -19.614988      20.477935       -11.882136      5.844863        -10.681712      -20.27354       1.127508        19.150585       -38.550178      16.856451       -131.828222     8.592048        19.870616       
rwgt82          5.789417        -38.237436      3.723562        3.316275        -15.588862      -0.41603        2.263949        -23.689153      21.754757       2.52559         11.972736       -50.310082      0.550472        -84.318536      24.431716       -19.696752      
rwgt83          0.936924        57.402143       15.98872        -10.838723      14.118974       24.595425       -4.779502       -23.629739      19.184584       -1.489914       -21.374867      35.428104       -43.657048      100.215401      19.504037       18.196508       
rwgt84          4.935241        -46.007881      -23.382187      -15.315823      -24.42926       -4.916562       1.818269        15.746154       3.534281        -0.90577        5.727807        46.561689       -53.843199      -97.028495      18.416614       -6.957325       
rwgt85          2.459869        41.192404       5.608839        22.455092       -20.998828      -22.323537      -1.666853       15.857561       4.07138         -2.339761       -11.204188      -40.152499      43.910498       -23.320759      14.220506       -1.644825       
rwgt86          -0.105824       27.785019       18.781756       14.478474       16.381854       22.206724       1.711611        -10.077609      20.786325       -2.068102       -15.673064      7.86356         30.972864       -101.601247     12.086238       -16.216428      
rwgt87          5.35732         -5.92577        -19.916214      20.585765       15.147128       24.525877       -4.902665       -22.303294      19.063082       -3.821576       5.45702         -1.568687       -27.291196      63.84122        -22.634221      -20.995726      
rwgt88          -1.076372       -28.841747      32.526303       -13.213278      19.144434       18.892373       7.104124        15.289035       -21.088375      1.908938        -2.509904       13.641254       20.890703       102.971314      28.265904       -4.307482       
rwgt89          0.743892        33.452127       30.572368       7.81477         -18.764458      18.044945       -4.118921       -17.472741      -7.240332       1.337473        21.019975       -41.585201      -51.226758      67.243572       18.688862       -15.343509      
rwgt90          -8.800698       48.833092       2.296217        -21.067495      20.509868       24.919526       -4.021368       1.2151          21.945571       -1.581564       17.957296       -46.747244      -41.245496      52.818544       -38.302196      -9.828853       
rwgt91          2.259118        28.918535       10.965249       -18.413578      -7.47532        -15.925746      -5.766003       13.294964       -11.504602      -0.361878       -2.010995       -31.895231      -56.177867      -0.288579       -43.683308      12.374361       
rwgt92          -7.482878       50.552269       -9.884798       -11.008272      6.725825        -15.557914      -4.118191       -0.999206       7.424319        0.89973         -13.404635      19.472489       -1.169867       29.540798       10.986855       -13.236439      
rwgt93          -8.626637       -7.934016       -13.632161      18.604766       17.392608       19.17272        -3.438368       12.963011       2.063137        -1.599411       -4.011611       3.598635        -31.387926      117.965453      6.262037        9.399157        
rwgt94          0.354036        -5.098386       -26.365359      -16.111901      7.323379        1.859257        -2.177963       -2.897786       16.738689       -3.22155        -7.486965       -13.391488      -18.167423      55.061418       -29.711591      -24.613392      
rwgt95          -1.320437       77.212301       39.340106       -16.155045      2.084781        5.318205        -0.518869       -22.00811       -17.583197      -1.265328       8.004675        38.191088       -15.24816       84.58706        -5.032318       17.108655       
rwgt96          -6.468571       50.274466       4.526829        22.928119       -4.23703        -11.687321      2.514092        7.852545        -13.054839      2.640597        -21.946233      -3.490333       42.371279       137.641477      -37.951022      10.154373       
rwgt97          6.955479        14.832149       -16.922266      21.163835       -23.384227      10.549915       5.551261        1.966893        -20.47147       -3.247787       13.032865       3.848489        -33.276064      99.590018       15.845341       -6.493697       
rwgt98          8.632941        42.197372       43.102472       -15.382632      9.739877        -23.621864      6.64467         17.529163       -7.048821       -1.173368       -20.327776      -13.26073       -55.01285       96.437625       -41.255949      -9.150084       
rwgt99          5.395555        -35.467483      -10.266098      9.551744        9.564652        -5.121234       2.952559        -20.657223      -24.459995      1.444683        21.443749       12.630479       42.268273       108.840984      20.545495       -5.462067       
rwgt100         -4.593921       77.432259       21.079778       7.741389        -15.593997      2.595277        3.075353        5.799602        -5.203657       -0.729342       -4.22599        3.252928        -4.586589       75.20486        -0.458779       -5.973855       
rwgt101         2.612385        2.812193        10.207334       -1.716868       24.985124       14.544333       5.712704        -1.171984       4.579545        -0.470334       17.03626        -41.764319      -55.188074      -80.710724      12.306436       -18.358019      
rwgt102         3.748577        -34.802307      14.26263        -14.847315      -1.859177       18.070618       -5.4967         3.503241        23.679127       -0.338593       -7.230769       -37.287624      4.46169         -71.54505       3.347537        22.044384       
rwgt103         5.732348        -41.984713      25.190589       12.721927       -11.785454      0.877772        -3.156992       11.97699        -24.371241      -0.698973       -12.6175        51.499214       8.680821        3.568561        -47.180019      17.764995       
rwgt104         -0.969336       -35.366529      -19.110206      21.736372       12.282452       -10.015256      -4.70695        -19.019343      -20.852033      -0.020918       14.337041       4.978017        -20.823183      -101.823891     30.70486        10.549116       
rwgt105         6.699822        -3.195758       -15.31751       -6.019868       4.74696         -24.465265      -4.279671       -10.609174      -12.689688      2.7062          3.905715        8.641717        2.257287        -10.368857      -9.619433       -12.628454      
rwgt106         0.757319        60.329          -27.136925      -8.06043        14.728617       -16.213429      -5.155631       -7.151651       8.717861        -1.092805       -6.561323       17.050817       -18.684605      -15.260638      17.674444       15.495357       
rwgt107         -2.107474       -31.917397      -12.815914      13.486916       -9.833788       -4.420447       4.357689        -7.949111       -19.355346      2.248897        -14.116032      -25.057101      -42.878412      6.810546        -35.654792      10.673086       
rwgt108         6.434307        39.126366       41.28918        -24.575714      21.69921        -2.891107       -3.651244       16.411455       -0.861708       -3.09487        -10.127631      5.90445         26.075244       101.293133      -22.344733      -0.298906       
rwgt109         -3.73892        13.536882       -10.052552      16.552365       -5.245781       -19.896509      3.716377        -19.925027      -5.247561       -0.70017        -4.033922       -20.048497      47.212801       -18.643756      -19.559943      -4.684692       
rwgt110         -3.155032       -39.706647      -6.839994       -10.760791      -17.019678      24.165245       3.193535        -17.202247      14.608034       -3.261155       -23.424154      41.437956       -27.431905      -109.914286     -4.889403       -9.660215       
rwgt111         3.606322        68.391693       25.193668       -8.774577       -11.871072      16.104219       2.435439        -23.416587      -7.094709       -2.345286       -24.06548       5.293848        28.117004       -12.133609      -43.94363       15.718383       
rwgt112         -5.072287       55.018408       -19.846895      -21.898841      -15.485929      -22.326529      -3.701032       7.707411        14.316644       -3.920688       -9.040092       23.54082        23.058168       -11.282673      -39.559566      -5.232825       
rwgt113         -9.74623        -32.301865      45.705157       20.074214       -11.899572      -20.378896      4.765396        -22.401052      2.571334        -1.517942       -2.023754       20.194968       46.982402       -94.528656      8.0805          -14.341391      
rwgt114         3.515101        1.701285        49.270248       18.284978       22.636054       13.525247       -5.156549       12.149384       0.586487        -0.362182       20.473777       -5.168887       30.582925       103.760014      -27.51837       -23.48944       
rwgt115         -6.380228       65.83129        7.288826        -2.320457       20.836296       -10.968946      -2.010016       3.25055         23.902242       -1.587953       -19.278662      48.708465       30.097881       133.546169      14.156343       -10.593722      
rwgt116         -9.430443       2.32159         -5.424122       1.00734         -12.285877      -21.278369      4.259593        -3.998501       10.879984       -0.685144       12.287147       15.118367       -16.015946      75.039248       -14.546254      -3.06433        
rwgt117         8.87044         31.130016       -18.236892      -6.489021       16.566824       6.762101        -6.342504       -3.999096       10.151899       0.068784        1.251217        34.400978       29.985775       46.780868       -32.225677      -12.907376      
rwgt118         -8.019496       -13.831474      33.035137       -7.166605       -19.365952      -1.496593       -0.969938       4.136073        18.828891       -0.69088        1.1622          37.110257       -47.74478       -13.536479      6.798932        -6.676423       
rwgt119         -8.160819       -38.302517      30.168915       7.867685        -16.149996      -13.164718      1.453982        11.626678       -12.429258      1.04649         -21.211037      47.85821        -16.062834      -59.365092      -44.46052       23.926466       
rwgt120         8.17014         70.507247       45.204056       -8.623844       0.772012        17.540414       -4.048721       -11.044952      -7.33388        0.774498        0.929589        -3.448836       47.304546       -25.480045      10.997527       7.322424        
rwgt121         -7.625655       -1.590412       -2.199805       -20.375139      8.338708        -16.415041      -3.757548       23.203116       19.040595       1.092482        -1.490461       37.02756        -48.458293      63.037833       -28.067386      12.466893       
rwgt122         -5.36158        30.42184        26.241924       12.903538       0.778479        8.760341        4.558188        -14.21939       7.440083        -3.133748       24.194239       23.860658       10.326796       68.144416       28.720169       -9.715346       
rwgt123         -7.026279       57.582032       45.644382       4.523543        -8.832954       21.111685       -0.157177       -9.997206       8.685194        1.025054        7.361946        -41.907937      -41.812224      -106.775194     0.292114        0.431024        
rwgt124         -0.920797       36.783585       7.664569        -8.498689       -4.405664       19.20744        -3.144961       -7.646821       -0.79903        1.776953        -5.26882        -3.757785       -29.254185      82.016534       -21.191616      22.553798       
rwgt125         -4.892885       67.680411       -22.444188      20.792433       21.507679       -14.144007      3.532335        8.782713        13.741866       -3.146445       -2.26846        -43.6806        -20.949436      124.136779      29.951761       -7.751598       
rwgt126         5.814878        75.560062       -27.107662      22.75769        9.527282        -4.710164       4.498078        -22.490851      -4.848598       -0.596548       -23.678648      20.890456       -49.651253      70.531813       -23.916611      6.101522        
rwgt127         3.969394        37.916574       -24.139767      -11.43319       -12.940142      11.044807       4.017893        -24.491914      10.680107       0.227711        1.798664        44.242938       27.358079       95.130429       20.907852       -23.683086      
rwgt128         5.732482        -27.439415      -22.854333      -0.364144       15.369007       4.898758        1.152544        12.001575       24.129357       -0.850777       21.697582       -4.837097       46.250709       -103.813351     -33.963797      -17.653563      
rwgt129         4.134005        -30.717415      -21.446309      18.113671       3.958483        3.265445        -2.150002       13.510554       17.132557       -0.557633       -7.931454       8.909122        -52.745855      94.577597       -7.892007       14.183          
rwgt130         -2.693182       51.864986       43.934472       -18.388813      4.489483        -1.448975       -2.874863       1.619101        23.597262       -1.069623       7.355903        18.119449       -41.817134      -92.516853      -25.965562      -21.152347      
rwgt131         4.453066        -15.355947      -8.049086       8.209556        7.980258        21.348322       2.39521         18.327653       -11.464519      -0.374562       -8.436954       -28.213382      52.479732       -116.932632     12.074801       -15.896463      
rwgt132         1.465373        -18.984459      50.37745        -10.529633      -19.503632      0.718877        -2.610054       -13.457553      22.952573       -3.451705       -11.666664      10.609808       -52.75536       -129.804907     20.576455       14.96907        
rwgt133         -6.034438       15.431719       14.9929         24.632366       6.802797        -13.177896      -6.402359       -21.851921      11.170907       2.750217        -12.233777      -29.196113      27.315584       24.304347       20.041688       9.647326        
rwgt134         -6.221914       47.930516       15.132331       -24.908479      10.359933       11.699384       -0.95542        24.260469       -23.533433      1.128908        1.215744        -2.910794       -56.245579      -9.541477       13.275351       -24.06893       
rwgt135         8.68516         64.800834       13.846764       -8.808807       18.743657       5.842152        -4.042122       -22.498563      23.976748       1.967605        -3.263838       -26.312235      30.582265       27.793313       -1.449462       23.409967       
rwgt136         8.140593        53.127431       3.398676        -18.706288      6.85879         -15.260769      6.122251        16.516634       21.675253       -3.876371       -23.567464      -11.665917      -2.101897       45.257111       16.559476       -18.779026      
rwgt137         8.54706         -11.843591      14.132255       -14.70419       23.034736       7.405678        -2.797247       -11.473378      -18.813466      2.535636        19.513382       -37.734173      -48.029565      -128.585733     -12.059488      7.763312        
rwgt138         1.806606        -22.875161      -25.524015      18.89462        20.435191       -17.359015      -6.11724        14.62318        5.792057        -0.631039       3.328344        -42.248555      -37.878562      89.518347       16.815784       21.272563       
rwgt139         8.548472        71.24744        -14.957367      -3.609233       19.193614       19.580146       -1.614804       14.218792       22.830096       -3.95849        -24.549321      40.644776       -55.533477      19.928704       -39.657934      7.716956        
rwgt140         5.026622        -0.68796        0.279674        11.702258       -17.329552      18.415675       -1.086751       -21.378701      -5.194419       1.455045        -20.59642       -3.867079       -18.447395      115.061618      -14.491686      0.382892        
rwgt141         -2.264019       24.441991       -26.21595       -5.696652       0.020967        -16.291216      -6.810732       -1.243844       0.608234        -1.690188       -20.20069       -44.58202       39.14211        -61.109168      28.66581        -9.017789       
rwgt142         9.049136        -17.146226      34.999268       -15.356737      11.250874       -11.278499      -4.924529       23.348422       -2.817652       1.724315        -10.989333      47.767371       -13.694265      62.46403        -13.183537      -11.186262      
rwgt143         0.044557        -46.224029      37.612477       -20.209759      18.048583       23.699158       -2.659793       -5.339884       -12.683826      -1.370177       22.831628       -29.21171       40.345699       -78.323686      25.050972       20.000517       
rwgt144         -2.698359       47.069231       6.99806         9.427082        3.820561        14.510454       2.102823        -9.220448       -4.934693       0.319642        -7.817391       44.810948       46.759965       117.508345      -27.326612      -20.580252      
