                         ctHRe                    cHQ1                     ctWRe                    ctBRe                    ctGRe                    cbWRe                    cHQ3                     cHtbRe                   cHt                      cQl31                    cQl32                    cQl33                    cQl11                    cQl12                    cQl12                    cQe1                     cQe2                     cQe3                     ctl1                     ctl2                     ctl2                     cte1                     cte2                     cte3                     cleQt3Re11               cleQt3Re22               cleQt3Re33               cleQt1Re11               cleQt1Re22               cleQt1Re33               cQj31                    cQj38                    cQj11                    ctj1                     cQj18                    ctj8                     clj1                     cHbox                    ctu1                     ctb8                     clu                      cld                      cQb8                     ctd8                     cQd1                     cQd8                     ctd1                     cQu1                     cbBRe                    ctu8                     cQu8                     ctt                      cQQ1                     cQt1                     cQt8                     
rwgt9                    6.82576881112            -2.02863599701           1.27749260626            0.174061513005           -0.323168896144          27.7063442069            1.99920782849            -23.6701094962           -0.579483371598          -102.505180343           -81.9755973425           12.1676579389            119.36997582             1.74839458085            1.74839458085            48.366753255             83.4742609981            -56.8407723227           13.1135607615            -166.332494857           -166.332494857           -107.899596854           -134.007777129           17.4011808674            -48.1503211858           160.669338668            138.646258025            -38.2119739649           145.267849107            77.5464745936            0.124326842138           -1.130604055             -0.780365647953          0.779815913105           -0.686510367855          0.775938709261           -112.51729901            -3.0368427141            1.13115636621            87.0118112556            -84.0615245247           63.6115959846            48.7229323734            -0.0472490582564         -0.853247443069          -1.72748652076           -0.223879704176          0.0308927726909          -93.9905235094           -0.250945589907          -1.16622786583           0.248051620001           0.330657900181           -0.18663662186           -1.56706512885           
rwgt10                   4.21746632882            1.61537908601            3.27476117815            -0.572796442574          -0.282674799066          -17.7733963112           1.08776239163            -11.9550683667           0.564764129158           11.2111170073            -177.601342825           174.334048665            -86.4758331087           86.6730313001            86.6730313001            110.489078281            -28.2608907813           -57.1374185923           -109.355545591           -178.086279498           -178.086279498           95.0180150395            2.55716924991            113.46499687             -83.7185623448           57.2784045989            131.495258272            2.89446784168            11.8197430252            66.1264608625            0.451213090941           -1.5522173893            -0.0902758711896         0.691277529658           0.130133676109           0.450996452096           -42.2219006485           1.88008905167            -0.874348104349          -82.6337985224           -28.0093667585           -124.685038182           67.5440189784            -2.1262027217            1.17552219955            -0.962833180453          0.649753665529           0.349799480625           47.3848832021            -1.65355589444           -0.55219840644           -0.0375758534245         0.142216136353           -0.53555017145           2.24712215601            
rwgt11                   3.38883902399            -1.51527825234           0.472396444676           -3.81809151431           -0.207544039801          10.0203478646            -3.2816758261            -42.9023861428           3.02273965795            -136.488020587           -144.958832293           -134.395054111           92.1136079791            -118.426132239           -118.426132239           57.0968699748            -147.613719746           -67.1442034343           52.7806575152            58.0173352727            58.0173352727            149.788492434            -123.892679095           -77.0763792531           -154.863556683           -147.468803595           -107.100376836           -32.8401718832           122.254105906            -89.2551405117           -0.213321025152          0.373809529254           -0.776269655248          -0.603600957033          -1.27041005768           1.18097847277            23.7703066553            -4.6823109111            0.596231255221           -81.4069348106           -10.2985896872           3.80135461014            -47.9486524942           -0.371716308566          0.493287723729           -2.03498870701           -0.993176578938          -0.481670999076          41.0401029585            -2.10215086032           -0.512967496933          0.626744405299           0.0347944377845          -0.857597496107          -1.82555318549           
rwgt12                   -2.79852540007           3.40252122309            -0.79115104462           2.86084184611            0.0334360187241          18.6233711899            2.23141283546            2.58413129104            -0.451811481927          -33.5552623127           -157.691230524           110.102924217            12.2955604089            -156.795758863           -156.795758863           33.7856906391            -134.981253017           -3.54183056672           77.7959927119            76.8545090215            76.8545090215            -55.3197064655           -145.419250657           9.21345206761            -86.4934130443           -158.899685912           -51.3595764916           147.59348207             -96.1740963774           131.220935042            0.4974663587             0.920225448165           0.028693814176           -0.259639276224          1.11504516137            0.89420190517            81.3871667378            -3.45136339246           -0.767790771014          -83.0809295334           -111.624949912           -92.8237760016           9.7098109368             -0.524689680102          -1.12920919659           -1.65797292873           -0.904499789553          -0.472327520726          -90.946134065            0.260358004602           -1.49301066563           0.0859449086907          -0.272192582018          -0.868637938139          0.869901111809           
rwgt13                   -4.99262000577           -3.51488509638           -0.566589126115          -1.68334136484           0.118583575539           4.85784244355            0.392623704433           -11.1883083928           -1.54183411792           152.190430633            -15.210406283            86.2438783318            17.1112451187            143.002892118            143.002892118            36.0150206806            166.808920159            18.8353126056            -22.3592773516           107.579381492            107.579381492            167.990197553            112.249198435            139.80725957             -115.688193559           50.4280827123            -122.000173548           53.8299212798            6.01905001856            98.5996271973            -0.180546620677          -1.89020136991           0.264179195116           -0.664586340143          0.177513942302           0.339529867003           96.5891245292            3.25569601018            -0.0180040475943         -106.774046186           8.36930098478            129.872914177            23.2396243096            -1.00372202572           1.50008699346            -1.90980658833           1.1460172066             -0.623126248513          19.3506820136            -0.622102609717          0.586246750034           -0.611248494132          -0.0739796406028         -0.778523557292          0.489981648981           
rwgt14                   3.94973966209            2.49894352996            2.14956416998            -2.14986583806           0.0903505679165          -11.7365353913           -2.00084286429           21.2574220608            -0.285839285733          77.6263779239            9.1048138934             164.436652359            15.4486104454            -177.65175758            -177.65175758            152.809886618            147.191238218            -88.7321949465           138.1815342              116.903001838            116.903001838            125.434819655            50.0615205672            3.78773459128            28.5969561265            -22.0752554555           164.372728928            106.304317267            92.9875265477            120.828475239            -0.879549751732          -1.76191015433           0.911224087992           -0.39344595814           1.01473940384            -0.540644863515          51.9618466803            -6.76138006779           0.565859598887           -46.487619693            -109.982843257           -44.6540764919           -61.5178960991           -0.991370776486          0.629547226933           2.44791332792            -1.19419934911           -0.197125673135          66.4422142895            -0.30759393475           1.0687987168             0.444641164041           -0.248447830068          -0.883177301454          -0.859787045643          
rwgt15                   -1.6915707658            -0.550899209341          2.32648792742            -1.21279987568           0.159211586906           -7.60549427517           -0.843176087397          31.8124544049            3.12976723767            47.4404233081            134.28187179             -63.1719019083           -120.72082198            83.4165051485            83.4165051485            -122.3578975             -86.0233443811           -38.5646885135           -162.902161866           -28.8522553808           -28.8522553808           179.661889368            -93.4644510569           -57.6132329418           -77.6866961337           162.423953094            -99.1268895385           -179.138211093           64.0691230401            -93.2512116528           -0.92060645254           0.0038700057396          0.29401166711            -0.142282022886          -0.451058436182          0.0982389952559          -160.052612831           0.298931125843           0.475660520631           8.54372728661            139.899829269            38.4203552686            67.0373171191            0.781999340413           -0.768913879673          1.01445858318            0.612021040951           0.757300514592           12.4637611103            0.511706572671           0.767717590156           0.498273733441           -0.099389069798          0.156686375438           -1.58838906141           
rwgt16                   -2.87713104275           -1.16706958966           -0.887711634145          3.94147164526            -0.0510473688649         16.7216087363            -2.58218949232           -24.8749667734           3.19281386067            15.8524045364            -18.1733886897           -36.2602616491           -39.822297533            67.9783885065            67.9783885065            -38.6498972089           -145.377880046           151.520257567            -34.3163297422           -86.895212784            -86.895212784            7.32732728705            -114.767163911           12.4810680759            -100.152630358           18.76179826              24.8373433239            41.3463483098            115.388870361            -100.210734904           0.353812039241           -0.734121358077          -0.082656808986          0.0800484033331          -0.413391485765          -0.450172870412          -53.3033833559           -4.4789500105            -0.559631589154          75.6468828898            35.3131000016            108.576962383            -47.4732220927           0.718077448593           0.99558896511            -0.423582841091          -0.727541451091          0.926268165012           94.0003931587            0.726543089381           -0.356238307798          -0.0460071639103         -0.485141911996          0.65190379603            0.700912929235           
rwgt17                   -2.54396291738           -0.452457860389          0.757556045731           -1.10564229407           0.153912739473           -17.1695531968           -2.53492506402           -39.7466153019           -3.4255532612            93.2309976501            -165.461550859           49.4839326169            -76.1258018232           24.6833117204            24.6833117204            -167.174694623           -141.33822572            89.7237277126            133.812082781            -66.1964430776           -66.1964430776           93.1915597749            54.4373967218            78.5854315441            -78.1777389611           -121.564577767           159.992462477            177.664742102            154.331397843            91.7834569751            -0.488920305128          0.661237962346           0.690211073177           0.288564290248           -0.677210464171          -0.91956521877           -173.980593984           3.49372536339            1.298205749              -85.4292478667           -47.984155305            -90.0869717287           -44.1256528373           0.128508040425           0.686156428425           -1.6548914524            -1.2525293246            -0.540651838489          -60.5187696452           -0.709933919832          1.20513459543            0.100508611816           0.0175438758203          -0.184599847661          -1.74481542952           
rwgt18                   2.70160122149            1.53198740442            0.31058631393            4.32177878414            -0.154881813204          9.6262412116             2.91108391437            -33.0167018517           -2.51121916627           14.2832018543            -11.2357172894           53.4490265918            -163.257530839           59.8686947406            59.8686947406            -53.4575397165           -110.471194026           133.639641304            172.536319141            164.596911152            164.596911152            -129.4833888             -34.7896835411           -159.576662024           129.407799453            164.998390242            139.371528345            155.693768583            -116.67272182            98.8493510748            0.680792418688           1.87945020018            0.268360971093           0.722530075014           -0.252183422306          -0.605577596126          -163.788011991           3.77872029219            0.655746915697           44.6748868593            44.8860406631            104.695734868            -6.54022439376           0.507028380311           -0.300427817961          -2.59064055987           0.844466835711           -0.138778039202          -35.0884354378           -0.599291912124          -1.33915137954           0.388914064369           0.238028758004           0.886499824238           0.385799431288           
rwgt19                   -0.132266762788          -2.93859919573           0.276777374381           4.44882891371            0.318149144207           -25.8844318038           -3.3361411853            -2.71758690173           0.882890255519           143.911861977            60.6425680634            2.80867440158            -135.919928726           85.4294723213            85.4294723213            -7.37049679591           -113.480744905           -11.2416004937           169.319642514            -94.9904889711           -94.9904889711           -79.058329639            173.486321622            128.310410607            -129.843381885           -24.7302502136           -112.840463739           102.563791679            86.5860721777            26.3843272109            -0.32560251767           -0.674530251027          -0.578926997325          0.428771044142           1.11741608793            0.758845315152           167.629231931            -0.67795412363           0.93615413121            -34.4808611928           76.687501925             -82.6778002669           -41.8265716591           -0.98862851356           0.141516595289           -2.10012726459           -0.531225711917          -0.954208626769          52.063344677             -1.5161476489            0.917196667746           0.104749479428           0.324096649845           0.756010682734           -1.39278609166           
rwgt20                   7.86417213535            2.706222911              0.131049043295           1.6081678539             0.293544037967           -18.5883060191           2.42373322641            -31.2050998915           -3.43038844446           -160.243859507           51.9211355631            -37.9833021618           -152.435487887           74.7070070401            74.7070070401            -138.541400784           133.905960265            -57.1919732421           -164.248950863           165.058803989            165.058803989            150.020991381            99.2928932388            -3.81834730382           59.0424641162            13.7263435174            -52.6419391382           -178.644894399           -145.645229563           -157.151674286           -0.572545420846          1.84489269834            0.899126990562           -0.330909652599          0.955838873757           -0.319186023452          52.276846481             4.48922930933            -1.01489225105           25.2702885866            -43.0429256929           -58.9522318116           -70.7459630473           -1.95264784814           0.0645780742238          -0.448893229941          -0.766148413773          0.261423929026           -50.5994650724           2.05038054501            -1.75126461095           0.565800593875           -0.156056357584          -0.160784967134          1.90766597805            
rwgt21                   -4.79743887104           2.83269637828            -0.767752333717          3.12682725781            -0.0478367378217         1.17568766872            -1.35785327266           32.8847431001            -3.01532048722           -12.933492749            -37.1200313711           -152.776891704           -176.228902831           -167.428164212           -167.428164212           -155.859695202           -67.9247980303           -61.3474631408           73.3945295163            -160.198660631           -160.198660631           -58.6716497435           -86.633268417            65.6920303534            -21.5650866602           31.9937006273            144.064799877            1.48997171832            81.7751643108            -5.0381096457            -0.199696943157          0.140365809481           -0.604527847761          -0.677920819985          0.689034932756           0.889044631101           41.6976296863            1.80898577582            0.331261653152           -82.6603353168           69.7128063652            -28.4970497466           -24.3269596907           -0.88873566657           -0.877597364786          1.26062317506            -0.881720098904          -0.533281843845          -88.4335099206           -1.1698976499            -0.567865664393          0.731369855531           0.0916538002817          0.794035892269           1.44200995312            
rwgt22                   2.89174230695            1.74225097929            2.32557689944            0.0846718110126          0.132687947444           -25.7727372883           1.08228073177            -22.9740485768           2.38646619967            56.9975286655            100.029455147            76.5321840489            -174.705602089           -12.9482988782           -12.9482988782           41.5371090568            114.500998661            20.1254330982            56.981343144             -123.228434369           -123.228434369           -25.9794630811           125.852043991            134.51001834             176.244224515            -39.2808589606           -19.6326330026           110.973523306            124.468801899            92.9996756701            -0.895513826445          2.05652304412            -0.124473537032          0.147756919105           -0.255809839233          0.354584746944           125.30418492             7.97278208726            0.748580895104           -115.670089204           123.028314422            54.5982918975            72.5763724012            2.2770972961             0.547312140312           0.13266504672            1.20755860837            0.1790375221             -10.7306232671           0.229164506095           -0.746636617858          -0.649388795705          -0.462743105062          0.00297115479253         1.57017476454            
rwgt23                   -5.22182202692           -2.76360229555           -0.886460883348          3.22490633655            -0.24222248856           28.1211262804            -1.37636652029           33.0740353584            -0.783834663748          -16.2951636923           165.538990896            -81.0009647997           -101.15047078            97.8113100433            97.8113100433            -153.208746767           -28.6796397558           -136.631250924           -173.39509234            -113.033395145           -113.033395145           32.5505657053            80.2326426049            27.6008135602            -146.950031837           -14.4844222811           -117.852228585           -125.870853439           8.01179689871            168.574842572            0.826614846755           -1.3772342016            0.629211288163           0.200358499949           0.706244625083           -1.15971478102           -23.7069041157           0.529775498703           -1.14859029866           4.2641485929             34.4818465701            144.661825683            18.3749754944            -1.94198310957           0.306875142523           -0.684710145579          0.868059612991           0.652424760448           -23.9718726411           -0.521918007274          -0.398369559097          -0.180295651395          0.472684704623           0.631938725313           -0.74961688303           
rwgt24                   -4.29453265341           -1.74894048931           1.271782345              2.03087247919            -0.11120548847           -11.5679227616           1.54370590766            -19.1947060559           -2.60644882642           1.31449243923            168.603057316            -125.320893543           54.4352515644            15.3067366576            15.3067366576            -95.6373047601           -14.161772657            -89.405183746            157.001850914            28.7311451703            28.7311451703            153.062373468            1.01960935707            -91.8915825233           24.0071812749            -145.507907361           -163.529040353           5.76568305786            99.6189274293            45.5638131623            -0.215575106223          -1.69762175384           0.224357199196           -0.0821556536167         -0.613472177544          0.182658187758           122.584428212            6.36528663082            0.482298084079           -115.74904489            -29.6758336529           33.1001257776            -68.0433976212           2.31945074951            -0.0345266450616         0.0195719340093          -0.696665704657          0.533025470819           30.2234737763            -0.199106903262          0.459774685198           -0.182915394747          0.0235041133609          -0.557403779005          0.362347248393           
rwgt25                   5.2390458312             0.66162698104            3.01029096089            -3.79074815819           0.130037652195           11.4180855               0.519893547761           -18.273582304            -0.171175185918          175.292157821            16.7142028964            -42.7993469403           5.14586469562            -69.2876746877           -69.2876746877           133.169216873            110.941533437            83.9882305497            -142.840864649           25.0172174352            25.0172174352            151.309810361            161.957790829            144.533020297            90.0871742078            157.097071116            160.115897376            -106.961638083           -55.797671497            159.100780079            -0.14285337161           0.633633127686           -0.776343705804          -0.0370479079007         0.160663313779           -0.329304906951          150.754682026            -0.404784165806          0.690834875312           22.5132124127            173.82924801             105.710732863            47.9273479085            -0.660178910715          0.347324765817           0.925807926066           -1.27549426726           -0.502535722674          -98.0309465825           1.87711952883            -1.37766834865           -0.433255863775          -0.381537999463          -0.821932408806          -0.171024590503          
rwgt26                   3.01153684947            -0.79702294596           2.12149726803            3.79015176383            0.0186101536832          -3.82646942245           2.67568395163            18.3002172236            1.98243876656            -74.4896106359           -72.2425817812           -77.8705978509           82.7322110889            170.603000078            170.603000078            -131.251949732           16.6215692839            86.370764476             81.7423998303            -54.1457851736           -54.1457851736           -92.2459522854           100.820038522            47.7491431396            100.919284358            -67.1600839475           166.656901354            139.049613127            120.447512783            159.87907427             0.324767265127           0.249014949404           -0.765452947813          -0.7326535002            -1.2056595293            1.2076251316             24.1130185009            -4.42037641065           -0.264302008714          29.5837476131            -58.3686279564           81.4401616683            32.3915086804            -2.14597062418           0.881603972057           0.96146668798            -0.189183586685          0.497959439891           1.17092466203            -1.1000401203            -0.669950533142          0.052231017245           -0.0866710224332         -0.153652477219          -1.79615124299           
rwgt27                   -6.25215434655           1.69659338404            -1.49592640291           -2.33027182055           -0.0929448704109         -21.1105423889           -3.39228664041           1.59574048204            2.13971567014            83.9018805564            -58.8692712387           63.8407214415            178.12526715             -15.6309998516           -15.6309998516           -25.9495899467           -100.673702812           -14.0866646422           91.6323074846            -138.601019511           -138.601019511           40.7614157714            -61.2211408042           3.64436279912            -134.455215847           -163.70466586            -20.8767702867           156.068238155            -63.8736647449           26.8098655882            0.664516917821           1.59516533065            -0.749261744006          0.70213961475            0.168744576103           -0.768044194275          -38.8329938301           -0.781276725567          -0.540285821493          -103.478649754           -166.425888923           126.088638332            27.4778283408            -1.25552440093           0.823098563548           -1.19950343335           -0.713424852847          -0.418340524599          -13.8269506792           1.8016647857             0.148917545458           0.224920460034           -0.270064912681          0.92885485585            -0.810054858749          
rwgt28                   6.48083080328            0.0684798862252          3.24694969674            -1.27625992527           0.305635657834           -8.1045964577            2.81325420794            24.4930292188            -0.312444247709          128.585733762            -115.945612089           47.7876603263            173.437814278            43.1793803233            43.1793803233            4.53280932695            -85.5310957191           -177.67115546            90.8048720005            -46.2895367565           -46.2895367565           -126.818410144           -100.122356626           -163.870390595           52.2289196807            89.8351162271            -119.69197121            87.5182751106            166.661485199            -8.22468990139           0.82298026208            0.648349420033           -0.735381568748          0.493309611991           -1.0298448403            0.420418571119           -126.859120212           -3.61530073269           -0.639240097175          -12.5981576281           109.417323926            90.3599030561            67.1112985964            -0.357812484006          -0.988039361215          0.329080418695           -1.19767973735           0.408486885549           -26.4670688868           -1.2932612084            0.194758755604           -0.178982482769          -0.45174290311           0.855118134926           -1.52882544798           
rwgt29                   -7.01897778245           0.730763722325           -1.93855160273           -0.761040624126          -0.136871369442          -20.5550000806           -1.81146680327           26.9685799032            -0.437636513853          -48.6792634435           157.358842512            158.830594247            34.5951662057            -6.30356428885           -6.30356428885           150.994018185            1.68174597739            -110.083105192           86.622235447             110.734391536            110.734391536            -29.4064223018           145.949509306            -45.029971145            -50.1752130197           -61.0632752391           77.5088667757            125.600350657            -36.5614830594           -66.886172294            0.777197818588           0.201729454913           0.370703085132           -0.671660344724          0.86220058938            0.149624253928           70.9864533704            7.60106652508            -1.09759109788           -78.0116266018           133.535742453            -154.048640666           14.4178102313            -1.85035268415           1.02007722186            0.75580572797            1.15327420933            0.917423566133           42.11912885              1.09004411016            -0.211143055853          -0.730624895788          0.25033016865            -0.268175108073          -2.0934436991            
rwgt30                   3.45800704101            -1.399181231             -2.37043108392           3.02974919666            0.133118461781           -9.10423237837           0.43512368504            28.6433931048            -3.01880498111           5.85640944235            -178.505989889           50.6681898252            -10.9746213712           155.713505387            155.713505387            179.151815268            173.290813354            -178.379008807           -172.340753292           138.689841116            138.689841116            -63.8206525458           31.6399186549            92.3075490298            -159.080910752           7.03483347265            -65.9522637423           61.3648421962            172.775238151            168.743222644            0.527930425174           -1.55032713591           -0.662230790561          -0.225890006037          0.0450080216736          1.01786585659            26.6155724459            1.46909430663            -1.16969087484           91.3909885665            11.1809943043            -49.206159351            -12.7808019853           -1.78930093455           -1.31982455521           -0.142097623902          -0.617733186842          0.524377446982           -41.1053458996           -0.045879864005          -1.53512366592           0.395997336173           0.312721813963           0.797179021742           -1.17064360903           
