                         ctHRe                    cHQ1                     ctWRe                    ctBRe                    ctGRe                    cbWRe                    cHQ3                     cHtbRe                   cHt                      cQl31                    cQl32                    cQl33                    cQl11                    cQl12                    cQl12                    cQe1                     cQe2                     cQe3                     ctl1                     ctl2                     ctl2                     cte1                     cte2                     cte3                     cleQt3Re11               cleQt3Re22               cleQt3Re33               cleQt1Re11               cleQt1Re22               cleQt1Re33               cQj31                    cQj38                    cQj11                    ctj1                     cQj18                    ctj8                     clj1                     cHbox                    ctu1                     ctb8                     clu                      cld                      cQb8                     ctd8                     cQd1                     cQd8                     ctd1                     cQu1                     cbBRe                    ctu8                     cQu8                     
rwgt17                   -0.970197269387          -151.593495693           0.24705996342            59.4603370295            0.457118360007           0.228770837015           0.363992968377           1.76165883019            -127.301132096           35.9847330202            -112.753303771           117.341518361            26.5785088543            -21.5102878453           -21.5102878453           47.7935216347            93.9442989138            -140.063099959           -1.42909960831           120.927369388            120.927369388            13.7008398232            78.5252385226            51.2341171305            178.492290232            112.702768456            52.1261364759            -155.05203073            1.07159014652            -128.954771367           -0.0784631811918         -0.319030910614          29.9680816756            96.1340715844            -145.060740062           127.253177861            -18.7301376825           0.281976414787           53.3990279367            15.5805437097            -117.495502188           150.390211141            -154.75292946            41.4227427292            111.480967239            -29.0403121913           98.3627771316            -144.663611857           -46.1204513469           -67.9467749462           -61.7436444654           
rwgt18                   -0.970497815858          156.15757449             0.142000262602           115.51612014             -4.76486246671           -0.212104978917          -0.515446729537          0.715863584202           -153.027102806           -5.65855495556           105.274177156            125.576982218            88.1448524199            -65.7618171924           -65.7618171924           -6.5863671835            24.9066151199            -179.507332625           -137.243976409           124.818934919            124.818934919            -169.305164547           -1.51726477039           5.12840940088            164.064859082            56.283362051             -49.4650952103           -141.709762001           -122.178499455           122.916885136            -0.035070663778          0.356841802888           -173.324152723           -37.3547881697           121.409063598            38.5999943426            176.273921715            -1.34124673537           19.7245589556            -80.6187400632           -97.9856125462           -123.847524212           -71.5686725893           -96.8962514286           -122.705116108           99.675774186             -83.1977974271           -33.2849012139           -108.731012096           71.2804530678            107.434126641            
rwgt19                   0.981437161448           31.4953182441            0.0813203083782          67.8427858476            0.933287093346           0.104288404762           0.168177401918           0.601447204331           -5.18632458441           -18.03536651             52.1582361031            114.791948376            7.27698120955            -38.2796120047           -38.2796120047           -125.487437863           132.430575063            -55.0091931456           11.4074090358            -88.4524585345           -88.4524585345           34.7957866384            -74.5027547801           -164.782537682           76.8900611309            -88.1933288661           -101.323794446           -22.4506480822           53.9329340787            -154.296440502           -0.000248820190874       -0.224025943571          47.4750899705            67.0994379363            -107.121973024           -49.2547751572           115.580501976            -1.32231746627           24.2384118476            -127.169232068           80.8140051585            152.962942423            20.3713299093            136.273122967            -22.7464382396           -91.5515897989           116.722302195            91.2608193526            -145.023747466           -47.8068874798           -49.0789982413           
rwgt20                   3.10033791611            -33.6051308135           0.119927080607           135.701749175            -2.02439434229           0.222023421948           -0.668110189016          0.439891831493           -11.048403832            -3.61151349991           60.8186745707            -174.015593453           109.858975813            -170.398268504           -170.398268504           -2.48151860469           -36.5020993212           7.58836145312            -178.86374232            -12.4680556091           -12.4680556091           60.3912728222            7.72831461714            -16.2006858843           -151.109415352           87.6118920425            -9.86414653401           -91.677356916            -175.522024736           -16.0834383908           0.0611134248477          -0.428828880207          -24.2368709749           78.2604590267            -97.2976391553           75.636133317             -103.689964633           0.854505087626           -176.728562318           46.9691471987            -56.3614436797           97.3337517652            46.9395133369            162.303755831            -40.437317581            87.1945787102            -32.5567472715           60.8122421973            167.379788659            31.5479959846            -127.745949487           
rwgt21                   -1.58199374729           3.28791385916            -0.00736163673696        105.229901096            -4.94076414165           -0.212918404151          -0.5294791601            -0.300706191896          -6.83421574695           127.712648373            -148.871078765           -26.2129722203           171.01470414             -24.2989082988           -24.2989082988           53.604259275             -63.8108451024           150.397972771            -149.622249243           -29.5086075742           -29.5086075742           -66.9652673094           -175.78858067            5.65286745107            119.857566858            9.73501399921            -23.2587137489           29.268489245             -45.6032840525           128.538112673            -0.06440622693           0.333248502953           -94.8913507077           -70.2741283853           26.513395143             -147.169617572           173.387328947            0.634256068483           139.154275693            175.644009556            6.86140573004            -16.2963085981           -19.6116789833           165.04931653             158.626294262            10.4416121896            128.157320144            73.7656666471            -63.6518807516           -159.180632768           -46.8044260314           
rwgt22                   -3.36511941361           -86.0180977166           -0.174465212309          127.96892313             3.8779255254             0.307414324598           0.238326227873           0.809310530621           123.045815833            -144.535971252           133.836940651            62.1705547273            83.8609259613            40.4343035675            40.4343035675            66.7827536973            -81.9343581525           -44.4936814079           -161.400079743           -171.301587807           -171.301587807           167.554613811            64.5614612598            -96.4545316144           -118.390959889           -13.9518749962           -80.9840558498           107.632644392            4.13307081028            68.4799103718            0.0624819448347          0.224452002324           127.879842164            -141.807708191           128.573260553            -54.7568668826           -146.497236085           0.0814777774687          -167.894799137           65.2925462832            -133.159643816           -142.464800703           155.360405495            -60.3317445783           -88.7865602488           24.8186329188            -118.612274813           -143.658904917           100.088178766            -143.905639985           -3.96022276101           
rwgt23                   1.95197173083            -167.284598799           -0.288712618307          -83.201874788            0.977412396988           -0.0486528654307         0.240578974125           0.571506621655           -27.595988747            -28.0117112842           -99.6441831292           -128.173921449           -172.676163192           -131.908377228           -131.908377228           7.07102679292            -101.616665299           -22.8002441379           101.270635246            -37.9969528004           -37.9969528004           -105.756828419           89.417565227             11.1399354104            -151.877819782           -92.2772608948           -139.399570908           128.048040453            20.610968012             100.732935918            -0.0455881041239         -0.297179104727          145.151712643            -168.94898339            150.073942915            92.4228904024            -164.213474275           0.491248735838           -82.1151021936           -102.414159942           110.085174495            -23.5790543912           -48.2276822993           6.55376737868            69.2832922781            -48.9608864757           67.1405763575            -103.342989788           -67.3120897312           -128.961333658           98.3629640242            
rwgt24                   2.02720782003            51.6352724413            0.0166688532915          81.2803590253            0.908374539755           0.0895267576643          0.648763357477           0.554235871044           -40.1014984301           -123.265725897           -132.2564121             -147.51168014            167.805053469            171.0679174              171.0679174              -29.4591872827           -93.2872273858           -81.5058043813           -93.0492460169           -57.9061583218           -57.9061583218           -66.505106366            47.2708253264            -63.5567172655           117.778396527            82.3258574834            -170.690646396           78.8218732056            -57.4995544735           -112.75002859            0.0334104325741          0.151157621586           9.06655588345            16.5605479696            110.164205627            122.166808372            -142.521673059           -0.471230005478          -161.894725264           65.7436756165            86.7142977853            -87.1472163719           -133.975261995           -137.330328814           168.495431097            -69.7622116241           172.334343409            25.5497192261            -32.9204964108           175.35125459             15.5347642315            
rwgt25                   2.96116635208            -48.0009239136           0.0850911726168          175.535656451            -0.66710727179           -0.20417537655           -0.318217984617          0.179926713424           123.756222075            -121.826782623           98.086899748             -97.031297464            24.4374810274            43.3793444238            43.3793444238            -7.31325860729           -12.8595065192           -141.198050045           111.213445337            -151.795760584           -151.795760584           96.1317784562            2.40578773375            36.7316316452            -106.252287629           -149.055257626           -42.6686401385           31.6613934673            -129.042504461           42.8135790623            -0.0152320247343         0.187872705596           74.2597168251            95.1757097166            -156.844879832           -87.8604374226           -132.779345666           -0.327542864926          176.161691719            84.7852720782            69.537182224             134.867071398            -43.1392188151           -111.577277822           -138.929282987           144.286792883            -77.3422997016           -25.6805605755           79.3926168082            168.438927805            -110.350984952           
rwgt26                   2.66114298183            117.053538293            0.127561638821           -71.1236332065           -2.30868206736           0.410734070671           -0.00472857608656        -0.539066900591          -16.8517959507           29.6420484135            -140.229137266           -44.2532970114           -114.296940951           -55.9153213983           -55.9153213983           -149.599113201           171.699244907            -18.4267150755           -45.3425481208           -92.9781335259           -92.9781335259           -30.4398162368           122.955226129            65.5654811199            73.8480992263            59.6781818919            -105.579554297           -76.0917304454           -51.2492401226           129.892294115            -0.0173769281181         0.315585967391           114.108179098            -54.3441042204           109.441874343            -119.145966098           -118.151993743           0.087295719706           -121.27434125            -44.0539998687           -118.485374556           -59.6705648322           -145.007050266           123.426954156            -16.1157525331           97.5669756761            -95.2609226803           -73.6223723243           129.725792129            -159.015687627           154.623684556            
rwgt27                   2.98159478293            161.318386658            0.10175133632            -166.493270202           -0.515638072099          0.107159862327           -0.15378217465           0.344851980676           -12.925883076            -112.624703432           154.573746208            60.5973183365            139.299714214            -66.6919428274           -66.6919428274           146.840096503            -90.8083199912           -51.6335611933           -128.509127544           -5.04462954294           -5.04462954294           -164.281208727           -90.9000019257           -127.202317887           -167.461102864           -48.2241757821           86.1236235108            147.290151435            -162.109832495           -152.81446232            -0.0109534559244         0.511751288154           -33.9982906267           96.5626431558            132.93371397             -3.35586837328           12.2062791188            -0.144725055205          -30.8213806706           -134.283780619           99.0850712156            -8.20881100607           90.670721822             164.452509739            -106.932121086           -95.028724199            -104.683391004           -143.934787752           108.16751185             -179.424854659           -43.3203112695           
rwgt28                   -1.28821942255           -59.1896050619           0.175850050302           -166.182113396           -4.0705101167            0.394966183834           0.106955362891           -0.558798155054          -22.8823069219           -30.7811163647           -3.00010148534           118.313551007            -123.103520916           106.904152736            106.904152736            -80.0496687879           -65.823468463            83.1408586771            -129.933891336           -60.2317099542           -60.2317099542           75.1957191275            117.896546648            -110.70867565            -50.1115189064           95.5032590182            21.5737286455            103.522861317            151.695492503            58.5835529091            0.0806022766571          0.413149250936           -11.2956119357           -55.0985943657           28.7774960417            150.694622205            -28.3681785642           -1.40140019258           -62.8313214541           36.2281091457            153.326029139            97.6424345863            -104.87197037            -149.625150418           -123.986530225           -143.313159901           -149.956566944           -101.340874323           -126.677295902           62.2766098388            -0.130269049567          
rwgt29                   1.11483612804            -17.1440950008           0.243697873805           -163.800825651           -3.42129798409           0.322006642744           0.0061352810729          -2.00140589031           138.920662314            138.339720595            24.2668746369            -134.600452344           -159.965616238           65.253509675             65.253509675             82.551259323             -60.5855549306           -74.7568052435           -142.885536761           -23.1990943574           -23.1990943574           -38.808165971            126.35522195             84.9414925922            28.5996798011            -122.156509977           -126.398971391           -178.46881174            125.156620655            -102.617137463           -0.0432748252068         -0.0801265374365         159.758766689            150.950545137            112.210502398            -21.9318927968           -170.920106697           -1.07746745233           45.0748729319            -35.6809774917           2.54164363223            100.051613231            116.244524069            -63.6644173066           115.165350344            -12.7768020852           -92.853677392            -124.648739789           128.215876291            -120.362083113           102.201093806            
rwgt30                   -3.31751302868           -162.069250983           -0.21199023119           -178.721580759           0.56562554185            0.118161791902           -0.863792034883          -0.649765695332          106.244349822            80.8104754615            168.515120408            156.594048897            -20.4691156949           52.1745838869            52.1745838869            50.5481353852            146.096728398            -68.0030593694           147.697336737            169.875877152            169.875877152            74.3822985593            10.8059520101            158.705253728            -138.40861134            -1.90167558298           -52.2787472386           -169.10454466            -74.3192078692           55.2231427983            -0.0759628765113         0.357480261522           102.202381752            74.4173250572            116.551504285            103.713204183            -166.529574047           -0.305728193765          29.3817469975            -101.259338327           -4.80867158465           116.942952097            -119.175586707           -73.941745784            -99.4125918152           -178.30846257            -54.6469623941           165.339884266            -3.01877571026           -86.797249609            11.5998516528            
rwgt31                   0.236600164862           103.24987563             -0.026666502883          -143.375015177           -3.68799122261           0.128918146981           -0.611721411801          -0.0718948223373         174.774784292            55.7811582721            170.490616237            59.2061661028            76.4209817312            151.619671185            151.619671185            -103.608098938           -21.7914793393           -177.199726741           -109.428154311           74.3114385552            74.3114385552            -13.7766296668           -35.9854883068           125.265393287            -76.5290339087           -124.470390016           -27.7761701133           -121.998822824           169.746268757            -7.20046481065           0.0593139536662          -0.416163358483          -155.666767012           -173.842488004           -81.2957839665           72.2215050329            50.4068118983            -1.22554270965           178.326993283            -94.5633387308           121.871736309            -110.81461873            -52.0354306246           139.257439346            -26.253272143            -19.1718003795           -51.7480263331           -88.1068599331           -114.10517586            -52.3204508596           -150.010435287           
rwgt32                   0.862855371424           55.9698746876            -0.0851124596135         -144.135418174           -4.04559940219           0.0658448011327          0.367104812658           2.12303726669            -42.2155461258           99.929056572             -110.800442688           -122.173614523           171.169932884            170.43950914             170.43950914             -137.385279037           50.6338880823            -50.837779451            86.6497453259            6.10559665975            6.10559665975            -44.8711471998           -59.8917538972           30.252903485             170.860059042            5.93416544316            -110.767134042           177.010081807            -82.2762825604           20.866309682             -0.0602099998502         -0.483802481512          43.048256519             -89.4304766976           -58.811495567            -158.8594481             -153.361180244           -0.278222160963          45.4623958798            -76.4090927806           -89.4788762023           94.0280812037            136.256972308            105.603144987            -52.3154264312           128.830175851            -151.529454531           -108.821560983           133.063464197            -74.2874366962           103.239070136            
