                         ctp                      cpQM                     ctW                      ctZ                      ctG                      cbW                      cpQ3                     cptb                     cpt                      cQl3i                    cQlMi                    cQei                     ctli                     ctei                     ctlSi                    ctlTi                    cQq13                    cQq83                    cQq11                    ctq1                     cQq81                    ctq8                     ctu1                     ctb8                     cQb8                     ctd8                     cQd1                     cQd8                     ctd1                     cQu1                     ctu8                     cQu8                     
rwgt12                   83.4123906012            1.47196170294            1.76435100525            -8.14467103528           -0.0104060546848         -72.5764833099           7.00054900885            44.3503640015            5.46915563316            -20.7328573174           -9.211231002             127.662058546            -130.462982828           52.9075429689            -178.990521541           7.40056668621            -0.0724098126917         -0.536089902978          -0.495864423304          -0.236284871692          -0.433090958457          -0.439879063538          164.518384085            -103.768587866           125.731466276            -7.46017271724           -53.4654992065           -79.3921624421           -71.3702685748           -135.714607379           -60.7956698075           172.934659628            
rwgt13                   -11.9195531284           0.085315827474           1.59625207628            2.91910571134            0.324357709808           -131.453241021           6.90279247228            -3.43119614169           -9.934532903             10.6150178647            34.1089651879            -176.012954968           -118.424785624           19.4550311888            -136.758648213           -4.3911724587            0.42463527778            0.101733411312           -0.609712800779          -0.138410082067          -0.579390130789          0.275695386731           -8.20664396              124.657620191            -159.78893717            59.3469636253            -30.6160993252           -37.0067859736           28.556382382             -18.5639264668           -39.7403489179           166.677620332            
rwgt14                   61.096113352             -3.24480713559           -0.263119530699          12.4702459663            -0.477611239703          149.620427531            -2.9703904564            94.0623089406            6.26855482536            -19.5119139614           38.6802209631            53.7056751425            -82.5429257389           -124.774454138           0.124393915447           -14.4648089173           0.301104916916           0.188615929635           -0.157483687671          0.104823506993           -0.361739495893          0.237771941745           -124.710403192           -130.266227064           -39.355913789            100.71389289             -145.355676671           1.05423952003            -150.417040034           4.00731152125            -128.934822081           18.0687674165            
rwgt15                   5.63903748279            -1.73936493202           -0.876537015794          12.1351793335            -0.512379758028          -10.5608486301           6.32327306094            77.120762968             -10.2422481892           -26.6841530489           14.6911500088            155.155593585            -88.1376677776           -120.829429731           -141.939741502           1.99692337451            0.0954903181395          0.21141218223            0.243115100338           -0.471183823451          0.385012171205           -0.247862174429          -67.9224992189           -89.0716483489           66.1346927503            -157.70203681            158.768107348            -71.386677618            139.301243944            62.4290743222            143.437567232            111.150186758            
rwgt16                   -52.2462588962           -7.65502015955           0.1468814714             3.82300568421            -0.229122327246          -50.1306203017           3.10327517058            -32.647641585            -3.15631044881           -18.2107856514           -54.3270630059           -62.701966084            102.153521374            -36.5218222474           -139.952456              -6.17619091271           0.226747644263           -0.26251041138           0.059925785469           -0.573234563589          -0.418792974549          0.519043727921           -80.1205993454           85.7086707607            9.23343747259            115.17669196             16.091632422             60.2790649897            -112.595898394           -17.5286236593           132.434916027            -113.571584183           
rwgt17                   29.5113721474            -3.1585433368            0.744399513086           2.81214885377            0.0506410085076          177.317159622            4.62071800073            97.1608321114            -7.12823224741           -22.8901834327           42.4447345826            -150.98433137            48.1299803649            36.1978298618            -128.666308396           2.29599957803            0.441173324218           0.193175866165           -0.506851945842          -0.493624870141          0.399756543385           0.226764360584           7.46328639955            -0.424172626985          -98.0011812876           34.0019310093            -107.0047579             39.0675030309            -123.259888507           -122.244388948           -68.6278503154           -134.440878633           
rwgt18                   -75.5016489028           -0.948374590415          -1.32834918993           7.1846779639             0.201384254209           161.06706637             -4.57192421657           155.549812517            -3.72142190381           32.0993208957            -22.9463034812           -143.436513231           127.002670764            -74.3459304091           -53.7685743609           5.16257908375            -0.130575764313          0.532397636415           0.00135535692767         0.620844306975           0.712374808365           0.291338457627           -125.82030903            102.875927541            -72.0985809072           -87.425663433            -133.47636179            -72.8905420801           102.991798366            7.39017547286            103.287222359            -65.3368260331           
rwgt19                   70.3925666559            2.67250464962            1.06288399507            2.77385235725            0.571107679534           -46.9639355299           -2.03471097825           -95.0199524662           12.1880690382            9.02489560313            8.62756189841            94.1827315694            -91.9316806482           -19.8441632354           -56.9102254148           -12.1483787139           0.0622824600828          0.436953830541           0.479614125409           0.428152353123           0.346746919237           0.515788873025           46.1202985334            -123.890234895           57.1192387623            75.8402053108            13.5895781781            100.74024322             -152.3645757             -137.412352317           -73.4542706914           12.7916791134            
rwgt20                   -54.6565660412           -1.74653576008           1.41624229463            2.88383383152            0.321367447125           -11.9428372711           -3.00026875236           67.384881936             12.8301488573            -24.9888111051           -50.0897408888           -107.176591283           -114.156554829           45.3810604044            -89.9738944561           6.23264497986            0.179116003898           -0.442033763939          -0.4729249331            -0.659486080741          0.0462426935943          0.44946632431            108.841647219            116.634365632            -78.3261349384           -49.261771904            178.185790424            -125.815022673           115.033882036            103.766818884            -77.1569988585           68.5449521448            
rwgt21                   -84.5084854597           -7.02657327129           0.902013649345           10.752853773             -0.292757443177          -43.353067101            -3.525922761             76.206141865             9.66445179385            18.5814498312            27.9579730922            134.163392514            73.7760717464            166.296264901            54.0774733497            11.7773661776            -0.443053196447          0.108404801937           0.601128219799           0.5743213454             0.357385984652           0.0325779054684          -158.016539079           -86.4858703433           -12.0396509054           -12.4624586372           164.131891525            -128.926986125           157.798984249            -65.3001045225           -75.419399984            -153.074200477           
rwgt22                   -1.24184375208           7.81250801855            1.24476330555            -7.32471026265           0.610056634003           -22.0350307508           5.66756585976            123.161754383            9.71714494799            15.3964056709            -17.3766449076           71.8103268789            -133.791651579           119.16349264             25.9029171158            -0.796223770796          0.389457201367           0.0899278482313          -0.101269023237          -0.230936630668          -0.572916723255          0.433956336703           -143.473360454           -110.230908666           78.4323950945            -127.200058424           -176.448228423           -125.621772176           122.567301284            -55.6978061766           -136.123004201           -47.4099358312           
rwgt23                   46.4038241896            -0.168353919179          -1.68485050349           -8.98625103753           0.21873872495            105.595247504            -6.02304127194           -54.5486344982           -10.8144630378           24.2238375774            44.0168497117            -15.8040145497           -98.9584589296           -38.7055905208           52.2024190784            11.3244454624            -0.349142664693          -0.267058775639          0.113089362086           -0.418404156218          0.231538359701           -0.32079945527           53.6499988411            42.8242694599            162.586137818            0.752837628383           65.3000379525            117.068133973            33.4695641353            153.127628407            149.430622856            -42.9317754598           
rwgt24                   62.5505363147            -3.14811371324           0.263604245718           4.26885557759            0.203151815612           -118.140886745           0.99834579522            -71.3631647387           -2.65012051827           10.6899316881            37.719894493             167.919090741            -11.667616674            153.76144061             -54.1157305083           -9.21277782445           0.440933421598           0.271463342146           0.00684033852329         -0.114983060844          -0.338253222956          0.486469935842           127.805040477            -142.500989162           -31.7222759281           53.3927424572            139.032526685            -128.566919092           99.4648296094            9.05734014636            -88.2861864486           176.363006178            
rwgt25                   -23.4906818759           -6.31926879352           1.76053538648            -12.5701775801           0.336587319921           141.49787435             -6.73056154634           127.499864994            1.38815281155            25.7160618687            26.8401246431            66.2793656212            0.186531379246           -83.2807906388           117.218793937            1.0735139695             -0.148049817498          -0.477570950718          0.457079972702           0.475396488995           -0.370644518522          0.259690187877           -44.8324332207           1.975091216              -127.041607443           172.93050047             -32.3440508827           -177.393180371           109.690050121            -29.5444945828           -29.8695286478           -155.353170298           
rwgt26                   -53.4293924576           8.17826467341            0.0667064960481          -3.8318629924            -0.18946601813           18.3088615004            5.613077895              -11.0623341488           -15.9415495016           -15.5965845727           -58.8078851726           -171.752170084           -39.5747596891           11.3424578378            -17.190326707            -8.15523298564           0.0594029578892          0.364595228019           0.183701378712           0.121189726141           0.0935993491195          -0.220589916143          34.9728006878            -40.0360893515           -76.606850472            122.864607863            149.624335381            141.243761456            55.6307935172            -177.421661866           86.2726505199            -155.736159282           
rwgt27                   -63.1858930665           8.13155105507            -0.0467701313254         8.06933480233            -0.225599322272          12.4538922503            3.80307500285            59.5184458555            -10.8643574547           -7.18762130978           -7.26256522301           -174.605393295           14.7937614514            17.3536392906            -148.261521054           -3.47606675323           -0.0395212012135         -0.00947578332249        0.182339063146           -0.372677713168          0.349798734613           0.531647819151           33.3584842874            -107.456428569           -6.48834356517           149.0885203              -9.98808577068           51.6999215707            114.309041473            -56.4499209759           14.2430302095            130.899113253            
rwgt28                   2.45934841981            -4.32685846498           -1.26243512424           5.07133411848            0.331252701304           39.6879795698            -2.91475941629           71.3904439993            15.1302038442            14.5887047888            -20.0088414673           -86.5677735336           33.5206565486            -127.784320632           81.9911903839            -11.4007101418           -0.386991507391          -0.714940223654          -0.311938241029          0.238581435014           0.503526151999           0.470055162478           -149.002271999           110.455207037            -165.076523568           -141.459000032           147.599241505            -60.8232454384           143.715391257            -179.0834653             78.0873737669            142.785247943            
rwgt29                   -39.8390608556           -8.86798471309           0.517715902342           1.30219870869            -0.408161434387          -131.487914957           4.64296791864            12.1308580142            12.1418181278            -32.257241409            5.15037525245            -21.2119094066           132.962481068            -74.637744454            126.820401972            14.7511518311            0.425702807919           0.0353706245814          0.377483589992           -0.309375184802          0.487809798581           -0.537897759994          46.9785996561            -21.1876960653           -23.8620878567           -158.785467397           -114.044364316           8.34231504271            75.9667400345            97.3270693868            48.8278002492            -138.23421338            
rwgt30                   0.286742042088           -7.95176665874           -0.502514922811          -0.0470410832188         -0.312981374457          -131.765513779           -6.22563841399           37.3789156217            -2.98248956285           4.16105517671            -46.9355966735           -64.7604167924           5.09126760777            6.56932642517            -17.7525650358           -9.09670179286           -0.171018366327          0.567402791281           0.265636401995           -0.536180419614          0.404546422903           0.130517534546           -12.6899193808           -164.231109482           89.7955695432            -139.53322444            175.474321148            70.5338403021            -23.8292960706           -38.8168475035           2.73056098483            176.579391271            
rwgt31                   1.30942952               -1.93959090917           -1.74924529836           -7.26762143593           -0.461173629238          14.5575716277            -2.44936979607           -71.3449113842           -9.97281677225           -12.5359278066           -29.5536559498           132.917744456            -89.9985197523           -39.0643284409           -171.035987098           8.75723878844            0.395654167688           0.606008781357           -0.116360853789          0.326592475018           -0.428584564659          0.435190394526           -11.3255760396           -161.766289772           62.4540896968            -33.9104433826           119.700251646            -72.6142463388           -90.3036562893           72.4103845534            159.428713534            -74.4616371384           
rwgt32                   -24.9213180405           -12.1292422152           -0.684872481455          -3.46486909086           0.165083777235           -143.734644762           -1.02739227463           -3.36963964846           6.95028161416            20.2516458916            -45.9745068754           27.1358549678            93.4546427173            -27.0081026956           122.384469328            12.6849029425            -0.338753696331          -0.28519919866           -0.266956136914          -0.392186521724          0.30888469413            0.268017964473           -44.1287174861           -56.3645867108           57.0269992551            139.15542262             -34.0150167565           135.327154076            80.3139761202            -172.35652864            111.523817782            -114.086688515           
rwgt33                   22.2340835883            -3.64850705972           0.504004491393           5.98277262714            -0.0703262919722         53.5481089033            -4.39485420576           125.580830694            -4.50675839516           -15.0115753539           -58.0080785749           127.706950273            -79.5345622559           155.408405675            44.3624141904            -12.0590912734           -0.336123143649          0.0361706781011          0.443807614933           0.152087146524           0.386657993864           -0.356824763434          152.237696661            165.316833263            55.5533328844            112.002763989            127.560206998            35.9208348833            -89.3060242114           -39.6133812579           -164.2552066             -98.1355841406           
rwgt34                   8.09259563027            1.71878020422            1.46744451903            -0.0093521669741         -0.588217929329          18.4487010905            6.27084173496            -152.101369759           14.8559000009            18.0235553567            -39.4893230687           -102.462098044           124.891393404            89.967444353             88.6087867136            5.2570943108             -0.3739587298            -0.211103420128          -0.391567669155          0.544357372403           -0.263093835896          0.615637058114           -44.1919363492           34.7717997609            -52.4281868024           -111.973772341           100.854726659            -65.9896564165           72.8787595525            -177.72060074            11.4817577683            -107.036456867           
rwgt35                   41.9925529561            -9.48653633154           -0.208291315425          6.78219937433            0.444679357111           121.190073439            3.04410743129            -77.0993683676           -3.75830592277           27.8941515455            35.4992841167            -4.57422006835           64.0351647979            -105.653382883           -126.288668847           -19.151384239            -0.330465577283          -0.396726392046          -0.279436449677          0.566943163183           -0.0835885131558         0.478074016548           3.93715082243            -124.634161512           160.396632043            85.505649873             130.149434695            13.083695537             -15.9057326837           43.5393428837            168.897275064            -39.8922182226           
rwgt36                   -59.7092575149           -1.79575057879           2.02832448146            -2.76346814908           0.076469368612           106.963257989            5.08247287864            -120.047258401           -2.60584483047           21.6604959034            -14.0938562696           -102.712894678           125.862699032            -13.2692344378           176.3731478              -17.9260856461           -0.369380083652          0.223184846889           -0.27347950542           0.612101299365           0.0384208591107          -0.114774404029          -131.149196232           35.286059734             -152.869728887           161.270924415            -118.882748146           -160.634270693           -174.46089523            111.79550892             -21.6362351109           -141.781574321           
rwgt37                   84.8157560217            -3.79128576856           -0.756867644867          -8.17101750895           -0.285543786803          134.068514192            3.31084869201            -169.066673484           0.325480676788           -1.17198966013           -36.3296943694           87.1058194983            87.485216028             -30.4469329922           -69.0104918981           7.13587686319            -0.161655346688          -0.0365954661581         -0.14906650078           -0.165216495317          -0.27679649425           0.262039395466           -89.2063298643           151.956873354            -117.562054471           38.5495061359            94.321379974             147.370129166            7.51321223611            86.9002939336            90.8198170648            -13.6679228247           
rwgt38                   -27.2095761523           -10.5860689096           1.19171826014            -5.8868406464            0.413665002383           -176.786907662           6.53694089529            -47.6441635738           -10.6760896022           24.3118851855            -47.8834938388           -125.063243948           133.349263453            -134.053104462           4.87912408952            14.9890771763            -0.4219152497            -0.851002873351          0.154683531468           -0.572896205672          0.18284380685            0.168230613943           -143.965304214           -137.797235949           -65.308842287            -175.077992024           -134.50165967            83.6102522179            -158.970783698           -154.008080551           -72.277782328            -126.919459079           
rwgt39                   -25.1669533154           7.07872884769            -1.11771168415           4.11513662124            0.538872157454           2.68080505179            -6.00875655003           72.9782822364            -16.0584118645           8.51766570528            -26.9509699338           6.54271068247            20.4417699648            -55.4272555255           -100.888125417           1.11631077356            -0.105124587284          0.66382677737            0.103100840175           -0.45368634839           -0.267625906821          -0.615124827969          -169.095289265           -50.0925761075           -7.03194561259           17.8735574681            171.860397567            156.170631661            -80.0266698704           -39.5791025219           150.590333154            -110.78487219            
rwgt40                   59.5531747418            -4.72298086254           -0.213640800955          -7.20316872951           0.150485354235           139.394726486            2.0242486852             179.826414968            6.46276210008            -16.864059179            -0.93258689016           60.6550140793            -24.5371209801           166.561692016            -11.3647465981           0.649071721005           -0.210897551843          -0.37087292439           0.0220622148209          0.511311262571           0.512969503413           0.413409788771           -12.1206254202           35.9729532471            39.4613646423            68.4813527847            -176.574790156           75.2517220934            -59.6270403273           14.0979552479            69.2473269354            -46.3775146248           
rwgt41                   -76.734829679            -9.13743010077           -1.3481907311            -9.70860908982           -0.201038772349          -137.673283023           6.88959226673            53.4307542173            10.5412343814            31.8997868556            36.7663392657            46.2226302336            1.05270277613            141.427328723            103.437340178            -3.69665006877           -0.0160131814221         0.0308773675882          0.653141330915           -0.533944339017          -0.664058711849          -0.089267062638          -126.547797943           23.6118218962            21.7837117442            -70.5253819819           -66.3598396186           -88.56247678             -67.5066625429           132.1338967              -145.580595842           165.266731133            
rwgt42                   77.0419507639            -11.7966946314           0.101311918362           9.50154077363            -0.408347599672          -118.649265959           -1.69168694268           -109.616527441           -6.95553308005           -10.6886304672           12.0644228816            -26.213738935            91.5508699607            -57.8547694499           69.1491361288            14.3073635974            -0.0639968831765         -0.299235264472          0.287393483578           -0.532780886714          -0.110074231877          0.583940848303           40.783047294             -27.3593979655           -171.317234309           158.261942995            -0.952140226426          -177.640886664           -60.7987848893           99.4596516961            153.974767213            -140.050690537           
rwgt43                   -38.2571032131           4.3678436769             -1.78581368354           8.41085859778            0.31327179014            25.3790897431            1.99963263015            -132.173363491           -10.3988488651           13.8715037493            -10.2508429252           74.2522626321            76.9998946256            -135.605510736           -31.5320644985           13.9283267122            0.350391636755           0.651634895633           -0.126888123931          -0.289270928658          -0.521323080944          -0.641002933098          154.470957273            -54.2325633936           -122.813489548           135.65045222             55.4599241057            -109.523742459           -82.0372087758           -69.0510439647           53.8994809387            84.2179055954            
rwgt44                   28.9618919242            -3.44799145339           -0.784209353403          9.42436617582            -0.0956231274529         -38.2867673243           1.49130357622            -87.4214768366           11.4555114473            -4.2826940955            6.85369492709            47.6748931312            65.1683670436            -92.450150008            22.4748314837            12.8123791279            -0.396033919638          -0.301131924699          -0.12981956381           -0.451868940595          0.137363451018           -0.228341587844          28.863525339             -130.796175085           164.188144207            70.0755263463            16.4921667338            58.259752864             -37.1093728945           -96.7356118358           -78.1444969715           -1.06764761466           
rwgt45                   43.0222688422            6.82882089054            -1.19643652317           5.54015767937            0.235830061958           168.954866988            -2.1569798948            145.632268996            6.88100416682            -4.95510684576           -56.4412261974           -96.5828871109           -73.1790009818           128.959725953            -2.23522951938           -2.2868766578            0.315385923277           -0.243020762978          0.393504805751           -0.033860859377          0.100783786129           0.520329420311           -56.6494005038           -126.704658076           -11.3881296267           27.1071239609            -176.469696156           164.336887326            140.18332164             176.985696909            126.221709858            -106.558389186           
rwgt46                   -30.3108672823           -9.38739668617           -1.35175204449           -9.63391422234           0.139289991032           -63.2579031152           4.67262617556            -173.806382139           0.578412998814           -14.1304085268           -4.6204620134            -131.695971276           -116.213449955           -10.6018350513           -92.5831847199           -19.3437978162           -0.344503330622          -0.386743153248          0.570304615851           0.385402813259           0.230626377136           -0.420383949208          36.2152049453            -165.046861422           128.925407351            17.7715252963            -15.7316301849           8.51453928698            166.397044591            -128.387128532           -34.0132764637           -170.709418277           
rwgt47                   -51.4276184732           -8.40450567524           2.00355822734            -6.40714153166           -0.408536870843          64.4808411251            6.5352796537             159.808864088            -12.3095102068           -12.3028220624           9.16791049471            143.566656961            -32.9952424601           -117.001840857           125.18338103             4.78392548139            0.266074963645           0.72001597272            0.330913479022           -0.394385520073          -0.420266554126          -0.293836282453          -106.884156675           140.206094643            160.709825332            158.406853528            156.828267415            -57.8383427985           -58.0134173219           -123.983822722           60.5961179431            -10.6362740831           
rwgt48                   -33.6371902062           4.62837706671            -1.63865228971           -6.16033916187           -0.0164619034734         120.330896153            -2.12578711553           -179.498616333           -9.80944829124           1.78082106948            -29.5818724599           -89.1210477622           -105.104937008           139.235656686            -164.742288599           9.79959687814            -0.27413563634           -0.0204968177212         0.627483272419           -0.258896684754          -0.643514078712          -0.183114757268          -65.4940634588           -137.517662378           -50.3134773996           -130.617274853           42.235066756             -137.369890724           46.9153745355            55.9854255145            171.912792517            147.154543394            
rwgt49                   78.6052081484            10.9867843828            0.899601739035           1.77404472542            -0.296360570571          88.638990128             2.03588968009            -164.357595852           13.0633932275            1.95701863752            -9.49538713356           -106.178472867           84.4130068371            50.9327687898            -104.331263027           4.07998972809            0.318779875954           -0.316498667045          -0.425672678522          0.22564718219            0.0278133378357          -0.267245703078          86.3038247772            -141.429441885           -38.7444824535           -71.4373211604           32.6303922361            134.285482822            72.3308534417            167.04160316             -130.524044619           88.6385541901            
rwgt50                   80.3044497781            -7.81890830533           -1.15417834408           -12.0096370398           -0.462451483374          -122.492833065           2.01118493852            -24.4001393302           -4.61556684841           7.76550221376            9.70952257899            -149.989499374           105.651652504            -75.1925976866           146.309669037            1.02295648551            -0.332839951908          -0.0585185746682         -0.647368715296          -0.209251033843          0.634290899253           -0.496328972217          94.8489868091            -160.798133626           152.556254971            -148.584021591           144.505032667            -32.9590807011           -122.056775178           -8.73477797601           -12.1316094332           145.826790139            
rwgt51                   -64.4442104935           -2.10635853936           -0.644066259268          11.7718335083            -0.0337583522654         160.581179002            4.07179008469            -12.0660066173           -10.1890824389           17.4852117301            -41.4767610355           -166.199828381           36.7278646996            133.047678063            106.84272261             -17.9497529194           0.316119104218           0.244267936996           -0.329772255122          0.287210696229           0.476889536755           0.473893183012           22.942791415             153.877909461            174.496360915            36.2390046489            -96.1007973249           -127.169348062           -31.7006991285           13.8247813411            -147.260107095           -126.201852672           
rwgt52                   -9.71411926984           -10.9188594729           1.30228608213            -10.3132256019           -0.581719711611          134.331111519            -0.602261477152          -79.6795375001           4.37665208436            -11.2035871758           -47.3309896427           34.5525306782            -125.765219348           18.5075127485            -134.521469051           -17.110715313            0.222340932333           -0.639409457206          0.610312249464           0.437933083299           -0.0284525215439         0.209620476526           -7.8200858846            -173.326725165           -131.149752928           -88.1698797544           171.095663411            4.16193829054            -66.1136043363           25.1650007419            20.605414766             75.9780029082            
