                         ctHRe                    cHQ1                     ctWRe                    ctBRe                    ctGRe                    cbWRe                    cHQ3                     cHtbRe                   cHt                      cQl31                    cQl32                    cQl33                    cQl11                    cQl12                    cQl12                    cQe1                     cQe2                     cQe3                     ctl1                     ctl2                     ctl2                     cte1                     cte2                     cte3                     cleQt3Re11               cleQt3Re22               cleQt3Re33               cleQt1Re11               cleQt1Re22               cleQt1Re33               cQj31                    cQj38                    cQj11                    ctj1                     cQj18                    ctj8                     clj1                     cHbox                    ctu1                     ctb8                     clu                      cld                      cQb8                     ctd8                     cQd1                     cQd8                     ctd1                     cQu1                     cbBRe                    ctu8                     cQu8                     
rwgt9                    -77.3201519114           6.56070724806            -1.02791761331           26.9932044739            0.559027108928           -71.7978488384           -3.00840957903           28.9186271814            -11.0612277209           -51.1687839866           -57.4639133335           32.9156962751            70.3549160959            88.5562352654            88.5562352654            -33.8586106563           -167.154339395           148.697650019            -97.8812607214           -67.7879247269           -67.7879247269           10.149530625             119.01377129             174.487583322            29.6905022365            25.938804989             21.7049034941            -82.0219879182           -168.737173374           153.326287827            -0.275096327297          -0.650722513823          0.456957743149           -0.425427497833          0.25399273237            0.133163542365           112.427685343            -35.4748023319           -100.709913191           57.0162684277            -178.788055626           156.635296602            48.4239418814            90.8257231601            108.053274709            -16.7485176502           114.108673474            175.516659147            -22.9388563696           -167.437690086           -177.351218915           
rwgt10                   -12.6713541563           2.5413335425             -0.648260407536          22.3917062337            -0.146237258113          176.809444243            8.58265095454            -62.9006879624           9.64132042064            117.833877265            152.368677176            -86.544721977            58.0674774437            45.4251570725            45.4251570725            93.5860061052            64.5878331521            116.966125269            -50.1711666072           5.69019201512            5.69019201512            -63.5971209723           -7.69524824037           -149.155576482           -22.9224335487           5.15407630247            27.4003488895            -133.075993924           116.718255328            -144.594283249           -0.363454071257          0.0827574024702          -0.465096015147          -0.729430955526          -0.501995071226          -0.509225178973          -135.53128765            -33.8592223676           177.072507243            -43.4622976701           68.2068020091            -87.0548086496           -8.09934400574           -116.327160917           104.213866623            155.430586237            83.4361374129            135.163435811            10.7444057359            -53.9903051148           150.31613668             
rwgt11                   94.3688296067            9.83937138992            0.500933564575           21.7508675301            -0.581550922754          -90.9429103556           -4.61103307053           -49.755168757            15.586591724             157.626423072            74.7984312566            -130.066877631           56.8698442007            -81.7545999629           -81.7545999629           34.5179815945            136.306943451            -56.6846956818           -102.255939518           134.58341104             134.58341104             -48.6483978535           -107.382391797           -89.6513222076           30.4456095306            4.81758201004            0.188698527558           46.4182881095            153.192416323            -19.6477755465           0.111551050033           -0.268530523613          -0.110687010161          -0.604002180329          0.196866379968           0.0954183422672          -13.3816765887           -33.7903031202           -130.42170194            -118.112887403           136.24622751             -158.016639923           26.7995786629            -155.90791718            -9.12161269498           123.562420031            -30.2269819518           -59.8138611868           -171.23412516            -118.322006179           -27.2972513874           
rwgt12                   -51.2484558225           -6.18663099058           0.323118104004           5.93844006429            0.371474663324           159.195777936            -3.08091252404           76.5559371951            8.38410137335            -51.8010462215           -177.050594033           105.832864331            -148.798722587           105.248581653            105.248581653            -123.736879405           100.078122842            -147.857953417           -30.0515964185           -23.3659853112           -23.3659853112           -156.065985303           -93.8389034905           -23.7748846816           -12.4206154944           3.9941862617             28.9068649649            -84.0880724632           127.032851211            120.618821811            -0.134602553737          0.00420464161945         0.369886878534           -0.655003292113          0.439501698147           0.807387025873           -12.1314937979           -42.2316365077           -33.943478395            -84.1469610975           -132.611787808           142.980504118            2.52700691993            1.72511958991            -173.538129028           54.4828685848            -24.1482450191           43.0607633575            26.3221815967            -83.490784125            -131.468910668           
rwgt13                   -21.4010994844           0.335847093368           0.0354456490348          -10.6343559372           -0.321241266152          -109.47204524            -3.61496770956           75.2659166801            -6.44891347671           87.320362485             116.402158971            157.265679511            87.9887558605            -74.8944459239           -74.8944459239           116.758735049            -55.721000997            83.1055499318            -143.066893284           89.1365787406            89.1365787406            -134.356840739           23.9840043033            160.13874982             37.5940289125            17.5544940788            -15.6715664474           83.7878962695            97.7714579148            17.9670587336            0.315426547947           0.544546521145           -0.116899316006          0.533173617003           0.282539255926           0.0832217608116          -159.676482525           9.74090278405            52.7948229409            140.86017268             -11.3696973779           168.266401303            -129.020744569           -34.7462348317           -3.64573293791           -110.898787935           28.9408861536            82.2498025194            160.903028583            59.224280289             -11.3932101922           
rwgt14                   89.5866605873            4.75326307906            -2.05201190937           -2.46941612092           -0.0735330513699         64.8329582947            -8.27420414287           147.232612002            -9.40577798672           149.050945469            145.319013964            40.6704194777            -119.671277018           165.920111244            165.920111244            -14.3991421018           5.75219055037            -21.5225571564           -125.079125041           17.9397967327            17.9397967327            65.3749085719            136.293541147            -170.668651704           30.4710493262            13.3227708494            9.26245977393            145.999072147            179.464971904            -178.389157277           0.387835263793           0.543253369981           -0.0160271422691         -0.414480486344          0.0684001819819          0.378431979105           50.5655278958            12.8497317628            0.315850612068           -4.42648796204           120.554308298            129.491910866            -134.662768995           5.86926086504            -18.9128090183           18.3162697723            22.7340814393            84.3174598544            8.92923777116            -3.78118939087           -43.0765053022           
rwgt15                   -52.3616727111           -13.1913744605           -0.406997284042          -6.8964461653            0.118667607693           -105.882331907           0.208365053139           75.3690902551            -8.21908836353           -95.5777101138           127.658666891            -128.764417702           -6.80983355185           129.269818451            129.269818451            73.8162558559            6.3273574769             -127.696594039           -155.182510264           112.936499235            112.936499235            22.5301606998            -125.499470051           52.6199975946            -5.01142261499           14.4018365697            -18.5182219959           129.8392006              -40.2607430537           -145.31452714            0.291795814405           0.505663543151           -0.488341412429          -0.234041455747          -0.0699521754258         -0.487751946245          -67.926619052            26.5941194785            -87.7051749746           -93.5477984215           -135.58204152            47.7830669927            55.6832961981            -122.817653437           -29.5791696674           -23.0923024272           70.7884552827            -153.490285312           60.0156709811            68.7206958305            -49.7004125618           
rwgt16                   -10.8348838257           4.13019447573            0.069143028135           0.374933194742           -0.452608194725          -171.558084971           3.8249234641             130.248297782            -10.2318661509           76.4023505112            -169.995209199           51.4836072253            -88.477372388            126.466476646            126.466476646            -76.2477164243           24.0483984844            -131.459004016           159.472420798            155.583952477            155.583952477            83.2094691678            -162.779238385           122.5952421              -4.97748660468           32.0321171794            -12.9871630016           -79.5901078931           -142.914227797           -151.326901691           0.20880171544            0.18363545034            -0.0324549652431         -0.201485199746          -0.171994377202          -0.234962788749          18.8237735375            -48.7939972891           179.28217684             94.860966916             -95.6508558773           -174.662574669           7.96251631454            154.819614998            -64.4375563062           75.5819363239            -89.7550131735           -145.762508882           -89.0232781722           -138.21296546            87.0048969028            
rwgt17                   -84.0037458729           1.20215344601            0.648002195152           24.2565546021            -0.262218549053          23.871692488             9.26639601715            -11.3336528636           -9.35432849595           125.32328518             -156.382641292           -46.3000102593           -127.959984278           -11.8080850384           -11.8080850384           79.4782871855            -130.223325882           -122.071525768           -93.9122968715           -8.24701611682           -8.24701611682           -161.510169984           40.6963769891            84.1790366665            -29.8735374957           -14.7311798371           16.3793104599            -25.8571803286           149.588341457            32.8458388121            -0.250667162744          -0.50886046159           -0.502722246988          0.389148444991           -0.128514281502          -0.113583976323          158.121834854            -36.3153069382           129.65359695             -131.113472557           -103.834580586           -170.930332108           150.246327283            61.9531771114            42.1644755833            91.5629001914            -80.3387441874           99.2178832252            141.819158871            128.227629953            116.977003903            
rwgt18                   67.0525478757            -12.3384357964           1.05545051494            -16.04230268             -0.420924210377          -121.355337062           5.95557150852            105.030871506            14.4065406223            -5.94873371276           -35.9508816258           -84.732077163            68.1912834785            -4.70451176349           -4.70451176349           90.9213423935            164.801916852            -130.822421944           -81.1363345587           -163.285524875           -163.285524875           -130.367794379           30.6675211834            27.9547857764            37.0329676372            -5.002680865             -6.40876925976           -1.2282135278            46.1083343106            -22.7636706695           -0.268606400599          0.269019393233           -0.502725604455          0.797274823434           0.115281644895           0.185933965479           -90.825235194            46.641040326             -91.3497592059           143.531246939            81.4635480321            -167.869556301           -96.2982655405           -29.6269283793           176.336683898            -138.194189292           -112.298616497           -9.35437588346           7.83097913695            52.6022035667            -86.813949255            
rwgt19                   4.19915339525            -13.8476340517           -1.01678866636           2.65554551554            0.436092734187           -179.555544531           2.18953182942            -91.4363027771           6.12179888157            -44.3612174748           -9.30783833348           -2.60303436645           -175.006372343           -60.1037004469           -60.1037004469           7.85012289432            -116.61863705            176.160751177            167.051076844            -28.6837314667           -28.6837314667           19.1764205643            -121.427529572           74.0541384542            -26.8118273985           33.5784945398            11.1942105473            55.8186438342            -137.011623905           123.727931775            -0.00216778582906        0.0243218046708          -0.139348262319          -0.7103940291            0.0350681907042          -0.384931680395          75.3946258155            40.4103484695            -90.6149829169           23.657545182             37.874435738             -17.6451112813           -157.876308616           -1.98533725436           61.5189214464            5.04549051114            -137.965525797           -42.4963301627           -137.549242457           -47.6707921939           -29.7924592541           
rwgt20                   -35.2477402993           5.21503990932            -1.19572011791           26.8038649417            0.324350788653           98.5266714313            6.13813721121            141.690184163            -9.09993036849           -157.920977404           39.8816574599            -125.487629986           5.94103131073            -73.6874628592           -73.6874628592           69.2667930921            -54.2696996353           -27.9412778953           92.0771602195            42.7116194671            42.7116194671            -108.842484419           64.4400310571            -144.445565199           29.4821040542            -7.58850898537           -18.8621203179           -44.8482645792           106.31669813             -96.6409536125           -0.155073006494          0.623093334897           -0.228926627235          0.456511917743           0.227743710343           0.724674008762           -124.869913031           -26.7784193502           -172.614246266           79.6207303744            122.714771176            -41.8031600504           -94.5985031734           -169.211750981           -79.0587943157           -12.6278684568           -41.4461136017           5.25747389986            -160.335170031           -9.4763274258            100.272473345            
rwgt21                   81.0960688667            14.9936906597            -0.915884785631          -0.336845103814          -0.266000124238          -46.6625207726           4.17302476576            119.323081686            14.0133701488            28.4172683215            94.377812594             66.694195126             168.291530685            63.4870456218            63.4870456218            115.411153379            92.9750572422            -19.4543560147           63.9660181625            -85.4114719801           -85.4114719801           -25.4349847286           116.101962581            125.837048918            35.2741193172            -21.3298844938           31.3500659913            114.613902872            -122.560253129           161.674852783            -0.123660813317          0.326269516058           -0.133841568991          0.746378522821           0.0561529532752          0.469244900212           143.748619368            0.927497471272           -61.3128889524           79.0504236792            97.7503316357            133.007722545            -158.164639215           -79.2356359283           -49.2819725249           -83.3565311683           -60.9295032552           -36.8786667343           -115.516652108           -15.3520762115           -140.485037146           
rwgt22                   19.7160550338            4.75779257621            0.54095221417            17.9202887752            -0.0450342693816         70.7234230037            2.0355217263             23.6908226712            4.84738211142            73.1864459635            -29.5097707445           20.9207474605            88.9431581949            158.341489567            158.341489567            172.828199463            103.688769541            132.043228419            -148.906763759           -170.699573801           -170.699573801           152.309285551            -56.9559964303           -164.449590142           37.4431034282            -32.8403278274           -30.0323842301           111.252396235            131.289085421            -173.952113501           -0.214123065497          0.460179165029           -0.198965854818          -0.519147477915          0.0841263004807          0.139336600337           38.0472084514            8.56867677274            48.4077121015            -168.865881764           58.9275642135            89.458543305             45.166390603             130.575416689            -112.075385904           177.519893563            37.1492912962            61.2234789789            39.2737957001            -17.3891371499           51.7444167713            
rwgt23                   31.2023113348            0.286680886553           1.76183680726            -14.5330195737           -0.0330680862198         51.8384746627            -1.08364988764           102.968962493            -13.340709345            8.40710222426            -147.296589484           -60.5339325691           -150.536515598           133.1354643              133.1354643              -1.80895924384           -40.0395757918           86.27594929              -66.6254639422           173.132645773            173.132645773            -133.151795944           88.41044115              90.7265094091            -17.3329770477           -24.2173333156           -33.0137474966           11.7663632124            -33.1246977838           -12.5877799116           0.0143683430587          0.284997882177           -0.431562960257          -0.0514602976467         -0.0768396106935         0.536668055355           91.1126057707            20.2765244778            -74.6465131115           11.5813650893            -94.6983442708           -103.047024986           -72.2175873863           171.473260931            72.2330563824            -93.378386756            -125.605301971           16.9405197574            -83.7521063511           22.1761487448            -27.1088717776           
rwgt24                   13.5867129331            7.78906876337            -0.60081756727           1.52675825617            0.142728394905           -24.6001116472           2.13459510539            -84.2552824119           3.4243049893             132.108279543            -32.5910766816           44.5037577295            145.934787139            -11.9830592133           -11.9830592133           151.922893152            -159.564241124           14.2509470662            -33.7665373235           63.7396596098            63.7396596098            -105.47907188            -50.0108870757           -48.1388376654           11.154878456             -9.74659769682           6.20305645503            -139.221280614           -77.52854967             -1.19307185436           -0.267016526514          0.590764584358           -0.0530190195605         -0.102083228549          -0.392619821119          0.731317149594           23.1816546946            24.9443668985            -19.6159322354           -179.089029057           39.5025328741            84.6911336839            -109.64662219            143.957767994            133.40571926             -140.000142775           -87.2541369222           -78.516809135            -49.7658378808           -164.930904312           90.6110974979            
rwgt25                   46.5735699599            5.68111439887            -0.167766742543          -20.2499030577           0.561155168949           19.7412686192            1.92143469974            153.086223653            14.7388177943            4.81842742863            130.374458932            -156.732295952           121.791111467            -165.728446509           -165.728446509           -153.689121024           -3.74963984266           154.817362583            92.1651551576            -1.61522339532           -1.61522339532           -112.795836649           -31.1287883087           45.316255723             1.89504337815            -32.752031457            12.0765340974            -160.3740754             103.698265759            -100.150931629           -0.232215215503          -0.187630426666          0.160754378658           -0.347952427192          -0.335174908043          0.134856471231           111.223285517            -43.129449979            138.217806816            161.488134585            82.0812916534            156.49084086             142.781593705            -147.163514628           -96.7695026604           104.873086658            125.743727355            6.00025869471            -105.864964714           141.177410461            159.666952512            
rwgt26                   12.0954300542            3.99014534323            -1.65610495719           -14.5794097698           0.613590792389           -176.637278559           7.17817031986            153.235283136            -9.83206355654           110.91835599             72.0003097301            -134.715055049           114.489069858            -110.630363412           -110.630363412           -135.876217101           119.934967115            -82.5759013939           49.934432614             155.752989413            155.752989413            -119.407371147           -11.4605589129           157.066269276            -4.22803643079           16.0351418495            -23.8216761845           50.5747699932            -151.797058985           -127.609187386           -0.0296325763058         0.613641585437           0.0195835262444          0.569278167321           0.510986258059           0.282609047901           10.3097938563            -0.87509280118           6.00886313358            -26.515964237            -115.007141551           166.104685149            112.568888774            -23.2473136798           -98.6916804661           -92.6343578441           -41.1214374981           -46.3956422013           59.5525817869            23.3345477209            -23.3868124828           
rwgt27                   -4.21614147557           -11.2509812679           -0.94058333648           14.4282976539            0.244623087362           -132.401447856           -8.14908898589           169.735543929            13.2050244639            -79.7665654705           41.34627207              -142.780205097           -175.832391642           -41.9358186948           -41.9358186948           -135.850056044           152.935333948            31.8158139594            83.9046994611            -72.3958421268           -72.3958421268           -83.8551105472           36.6645940128            -74.4607780616           -0.369353529388          -10.4945230208           -2.98008251975           171.554894668            158.252078661            -178.000296749           -0.186465168683          0.604688297666           0.0154821564363          -0.575464570767          -0.470369963308          -0.0844042837663         -101.007457897           -24.1165834135           59.7641857011            -70.2347883561           -158.609725678           -126.458471879           81.0674807565            -100.908808147           84.4347117503            -5.69302601433           33.9282045234            -171.094822009           150.297874619            171.552321895            57.7153798169            
rwgt28                   -61.122469945            -9.95916943995           -0.924300970189          0.625410060449           0.246712890326           -168.426946974           -10.4616824563           71.6807497461            -6.12425220068           1.68191906068            -52.6011966402           79.6442853949            113.405509182            -74.4136836818           -74.4136836818           -120.614859514           21.8488671326            -98.8801564238           53.6571266872            -44.1280619443           -44.1280619443           71.3453662675            178.378038667            175.915315187            15.8975179318            9.29133671092            2.69917840063            52.4528734361            -29.7426258545           -162.242270774           -0.0967381500336         -0.170503546321          0.136190229663           0.725199539154           -0.257568140577          -0.655190990973          51.3539039039            -2.3203426382            -143.482404655           162.788416888            -108.841413131           89.2226312776            -173.807294882           35.3576878106            -92.1756917085           -103.839296789           172.799221236            -46.5776547244           86.9044237879            99.02279494              0.926274653691           
rwgt29                   -70.5240367023           -5.3462506814            -0.739933323013          8.00033481399            0.215872445024           -140.750645786           -1.54280191977           56.5646854017            -7.72881322772           -12.7194398177           135.293813308            60.3390691147            -179.231601073           -59.0747096822           -59.0747096822           -27.5416519759           37.5381625005            25.5486946831            79.6708966637            120.796049133            120.796049133            -17.8708195947           -64.4966276026           46.6366174987            -2.31615926398           7.41006104159            -33.8977857735           49.4141185871            -17.5665440029           -102.1320809             0.366822428926           0.648467325953           -0.492901308511          -0.691485093091          -0.0530015088653         0.536077243224           -156.236912855           -51.4460456882           145.86899957             136.411924525            89.5543996267            105.634410332            115.458749897            -0.176261009353          18.5423125173            -129.746355663           14.7760134014            -121.637379072           146.664227158            -157.449667128           -4.17822401211           
rwgt30                   -79.2927918348           -15.2328351734           -2.17470884076           7.58619301394            -0.299683142556          154.530377238            2.69913763034            24.6534424844            15.0843396989            -37.2368284729           3.23665607787            89.3262930981            -56.1460402594           -1.9366572082            -1.9366572082            -89.6615217634           31.8711075681            9.99303072935            -10.7384640727           -105.335921429           -105.335921429           1.18461444953            8.22526135564            169.712150196            -28.387549607            -8.95134074456           19.2882903594            -174.518638768           -111.039989831           -159.720297912           0.095040092994           0.300076337281           0.478799278867           -0.223568038925          0.0542668157782          0.342319390882           4.70606443714            0.612785500431           -78.4453198522           -9.16190580417           7.25360664331            177.381154272            -113.028281626           -47.7946084326           68.6982859677            -124.946911915           79.5987012724            -10.5607293393           156.848881987            -23.0704607966           -116.713334099           
rwgt31                   -77.6945013291           -1.98309785569           -0.221759565399          13.9445197919            -0.534403628328          -137.446966065           2.3604780245             115.950513018            3.52326744434            102.033846604            -178.302216619           -177.048311382           152.011924005            68.6784369041            68.6784369041            15.7517737164            -38.382378772            -119.800224371           23.3788807849            12.0963079764            12.0963079764            -114.354016183           163.996067455            -59.390135983            4.02499174972            22.5634662291            36.5752313982            153.968082044            65.9482163481            -30.7848125449           0.287274357864           0.521140013725           -0.251622592165          0.265914032505           0.366423299667           0.668299608055           29.0371513815            40.4755968551            -109.545297084           173.715524722            -81.4267489324           -94.587682433            80.7080417663            67.0853207966            101.800896094            124.374933054            132.165691576            -24.6833112253           -50.7874851177           -169.518489804           -82.8794848626           
rwgt32                   67.1475430364            -14.2625338207           1.7181863471             26.9512825511            -0.180220301361          -139.496845419           4.27730714805            -151.449757578           -14.6085325289           114.179957146            55.5394734618            -133.071151693           -46.9765250705           -18.1355729461           -18.1355729461           -18.3870338947           -16.4324596477           60.2013887598            80.796521964             141.778798208            141.778798208            -102.317153859           128.957617289            179.158751688            -32.9917265543           3.96123787957            -34.6829259548           22.067435308             -159.656935218           -154.6147727             -0.0636902201056         0.589860965278           0.463322878342           -0.0251689415989         0.127534327928           -0.49746447875           -26.813546252            7.47315986236            42.1560876217            -64.8715418155           -152.116326957           105.946387943            -120.850308796           -163.376006098           14.0510769748            146.056494882            -55.8351736762           -43.26551857             -140.58028016            -126.03679698            -100.376798309           
