                    ctW                 ctp                 cpQM                ctei                ctli                cQei                ctZ                 cQlMi               cQl3i               ctG                 ctlTi               cbW                 cpQ3                cptb                cpt                 ctlSi               cQq13               cQq83               cQq11               ctq1                cQq81               ctq8                
rwgt19              -7.788911153        -115.578029801      20.6637394983       13.4386361539       -1.03897558293      -20.6150268214      6.88661287317       42.1050342612       -17.6942416927      -1.77020767045      26.4912473693       41.2963022338       17.2569350786       -218.760147742      9.28432539496       30.1684856133       -3.13719006535      -1.47203864215      -6.05624215514      21.2866212543       -19.1893684542      7.43281946754       
rwgt20              -6.98033213079      -25.1615707757      50.587803218        5.55671049328       -5.98133649069      -5.69552670614      1.94245359357       -14.5068308354      -12.8209456117      -0.182644056034     -22.9352491014      -29.7581769205      37.5310246837       223.164902943       -45.0291400237      -17.6229012451      3.69108478874       6.33003782604       -6.72744460623      -5.82716741207      12.7334316576       13.7893802476       
rwgt21              -1.49457144027      -55.9731470778      -28.7737431071      -36.9036263043      10.0155110193       27.583669107        9.57879131042       -11.8342527062      -31.2122231318      -3.55804072866      -9.80451080918      2.4244793152        70.3429665401       -159.753118151      -13.891348957       -25.9688749533      3.37817696696       -7.11376540787      23.1065283842       0.226156290962      10.3753006673       -7.16399699855      
rwgt22              -2.74106332733      -20.9088644297      10.4029609503       -4.00489786965      -12.6929553911      21.123953809        5.97034540312       6.16598165085       -14.7471730824      -0.558774811396     7.12162148654       46.4494694503       65.8737311277       -49.7965573512      -56.5599498984      11.1264885001       2.40609808736       -3.25315553922      -7.90828662382      -12.3379364616      -0.670577588637     -4.15510192188      
rwgt23              11.0681382731       -62.3504256297      82.529849094        -37.6783765887      38.8649676128       39.6073363622       7.90184985818       1.33303573447       -0.397969842293     2.96973560458       14.7102702786       18.1562490787       71.0461180473       -241.205739337      68.3577029804       -13.2473383435      2.56633222238       0.990678101021      23.4024998112       4.74277931135       1.28238284483       -11.1786151009      
rwgt24              2.35352796416       23.6581172387       -31.5434352793      11.0416862972       -2.62133028061      41.8902274229       4.63520985545       -6.28515879517      -37.8052870718      -4.6638649316       -1.25476267848      -32.6893147921      78.1548662319       71.310159954        62.0441456753       -9.18551635617      0.0841260384915     3.68641744454       -8.08856875306      -14.9749195407      5.06309324689       3.28839094256       
rwgt25              -3.5270026571       29.6713168645       34.9283271989       32.0890504263       6.27681925771       4.03897072902       -6.73062495944      -9.1690885031       -19.4361024402      -3.44603033584      -16.9485380006      58.3191610703       33.3269136478       -15.3576022901      43.4952671611       -4.85732950545      -4.94892487918      -1.7713416683       12.8347856863       5.17623042112       23.8958268603       11.4321642245       
rwgt26              -12.581168384       112.426164901       -7.38839126244      -28.9301820193      19.7210681891       13.8497602276       3.25767628477       -25.7662050127      9.40159917971       2.15080151394       -8.10589689287      80.8857401002       -39.8882504551      138.415931424       70.5630778379       -24.187360372       -1.53483862414      -7.06796366959      -16.8264123337      -1.16507976927      8.67369021814       11.1406566714       
rwgt27              14.3745050979       -49.0846560183      -28.5746534054      32.3126719412       39.1394990175       -1.74036182823      -2.43203740726      -34.0248800056      -23.9995274559      -2.04136116268      26.9695620941       -67.7330979393      -49.110312762       122.963413929       19.2886905071       -29.1578869393      -1.74104502482      -2.23475382161      -9.99964033728      10.4927782326       -3.00307059108      4.0241110814        
rwgt28              -3.15643410512      -65.9373497617      -15.6813657334      15.8613725393       0.698696492636      -11.0148028945      6.62203233608       -4.33072563207      -14.4076418933      -0.859501007609     15.8619067808       -78.0073863326      57.7525351012       210.274342747       -50.1673847106      -25.5102579691      -3.10826774258      3.54658069729       12.8805551476       -15.7138330389      -14.1661769369      -7.9988833747       
rwgt29              -4.11097090639      8.600410002         -60.4802919356      36.2086101598       18.4429808779       -24.2008705241      -1.20292717584      -23.1314306441      19.7284692934       -2.1607017933       -19.0090106921      -49.6486134302      -62.5089933439      -126.738974756      -76.5553523392      1.78222183378       5.39471638473       -6.96742740785      10.9451470595       -10.612403275       15.6153277291       10.3391209402       
rwgt30              -9.40685106965      -107.813155804      32.3148305049       1.98523592631       3.27464168954       34.3363573462       7.56654831831       8.42025109214       7.18398650318       4.68372939384       -20.12261626        0.0875995943617     -52.4971884157      40.8193183163       49.1252016033       35.8824922928       -2.62166198132      -5.15458230119      -5.29184793442      7.48842502875       -12.4384202178      -0.0331912647534    
rwgt31              -14.7974442634      57.0757135791       -66.6849369651      -17.006272655       13.0748781211       -8.04691937167      6.77216134198       15.7543074224       -38.7031666134      -3.92961486554      -38.5588336689      44.0302001915       -23.2862335856      10.4851115613       1.87712981546       32.0689474356       -4.50864694646      -7.16679626031      6.82627908986       11.9316379489       -25.3612546455      8.22571292847       
rwgt32              -1.1936247676       -1.02651497708      -52.3491507526      -24.0384534006      -4.78433222197      -32.6603239664      -7.67589468636      23.0002293763       -37.7054352845      -1.0691045893       37.7954068335       60.5419038142       -61.2576947926      29.2221310883       -19.8055111057      3.41713179328       -3.89950615119      -6.74190057608      -22.5210283495      3.89770977376       -26.3090251786      10.5016511833       
rwgt33              4.40048064222       -79.4745293834      36.216200349        10.328529484        -27.1286882407      -23.9377673546      -8.55480217097      -21.2866426489      -37.9312024346      3.86108073291       11.0858876597       62.3563618392       68.9145406482       -175.371928942      48.0143359675       -1.42355107938      3.82318407776       -2.96835416735      13.4844598522       11.5613829167       13.7849914657       -13.7692522156      
rwgt34              -5.01436714503      93.501344924        4.04675386856       8.83426361828       -26.5226824054      -26.5189379062      -8.7721279137       -24.2056752034      31.7069676261       1.41010201989       -6.43340011516      38.6494791095       -31.6521737872      40.2158151984       49.1171058782       -14.8424653839      -3.06568198976      -3.14026267362      10.013027224        18.6295064205       -23.2164809449      -10.2394801377      
rwgt35              9.80328271981       81.0763516384       26.1731442673       36.021435328        37.5076255173       24.5363940271       8.8137303764        24.9571892792       9.0045357331        1.1954970975        -28.8854044845      -26.6567840012      -14.8479224195      86.5074250935       -9.49802831277      -35.3681774217      -1.58640338873      4.76130309465       -17.4146145029      -8.84781077496      -1.57485518137      -2.35815238104      
rwgt36              0.293344991776      -112.475823421      -47.7855333566      13.7796942134       -42.008857985       36.7437648486       0.871003666239      7.37160340156       -37.9507633556      -4.0145760892       4.15846999181       -10.7729664759      -81.1206867829      229.212908064       2.49176400461       -7.8016507773       -1.21654453875      -5.55291908359      19.6895267175       -4.18073133876      -7.76951195593      11.2056430041       
rwgt37              -8.63188059033      46.8521616449       -2.62560554246      8.38025164606       -40.3247736381      23.1380076615       -2.41761808576      -4.45338109432      0.557284442537      -4.4291240125       36.450054281        75.9946161568       -50.8905780342      -114.23753153       7.47826129726       22.2118895116       4.86740762747       0.479682926906      19.5201228352       1.97025290457       11.6846120616       -8.55241960305      
rwgt38              -11.7737204847      103.225212335       -62.9857187518      32.368227201        6.19174870101       33.4067137708       -9.50530579501      39.2905875912       -13.6797761437      -2.34963529482      7.20392541327       30.4485208609       16.4327456946       -144.332177587      27.5584452343       -15.071465344       -0.848828544753     2.20250224232       -23.6314909956      -10.8970163542      -10.5530353409      -0.704976757829     
rwgt39              5.45431132511       -27.6829651665      -53.4812240507      -9.92314670473      -40.023530253       3.53333902419       9.31468908678       40.7057203404       14.3910907012       3.01750434236       -25.2996704291      -34.0802099979      32.1756683194       -210.477616153      -9.5941575456       30.9152521448       2.54942079856       -0.973333953041     17.0629861334       -15.6945174361      -25.2412695333      -12.8522028144      
rwgt40              4.74113374885       59.47707116         55.7463340238       -41.1654739989      12.850922572        -0.390727494021     -2.42704169346      -23.7834017815      -36.3254645054      0.919392684366      -10.2498992433      -84.8144616953      12.8486733468       -55.08996989        -69.5190513537      22.4737938249       -4.44966458675      -4.91733592382      -12.076998859       15.0170873819       -2.07679198326      -4.8752592156       
rwgt41              12.7179492424       26.3126968737       53.3289024509       -5.10106816188      42.9078695302       -21.0268148336      6.3011104171        -13.1870996876      -6.88616140791      2.74640756173       -35.300609145       -66.2867329783      -67.4856486496      244.654020556       -31.5430987098      22.2087337826       -2.37257029148      2.31535556729       22.6142205281       -15.0225228988      18.7581608664       -2.0975195528       
rwgt42              8.26802739101       -7.60276967904      -7.07388040501      5.45997722759       -40.0458277229      8.84388363013       8.08616103577       15.8940667569       -12.1510480194      2.05890872534       15.8297151531       20.0352386132       11.9287885838       174.411233346       -13.4329504358      1.8015216246        -3.3546192268       -3.70023235004      16.4237789247       -10.0954609256      -23.1551293608      4.39202102626       
rwgt43              9.24787956578       -84.5241587812      -35.4438877105      -39.1692073953      -33.4516524866      -23.953628061       5.57960307879       -8.62619520279      14.9572769911       2.29654017295       26.7494963317       -3.23059430954      4.16886234712       -48.1856236465      51.3066459225       -10.5096933148      3.62484502266       -0.800139611453     -17.747571238       8.8194057985        -18.3482245587      7.08271174919       
rwgt44              14.4890593213       73.5391496315       -80.287689828       42.7450509913       28.1391333688       12.65297789         -10.4020910161      7.10176231507       -4.72264109483      5.91916243441       -30.1246333036      51.5061350566       -37.8905353068      151.582119985       -68.5140926041      -3.62030420466      0.0802373980083     3.7858452976        -0.469312440959     -5.93694800602      -26.1465300785      13.3534860484       
rwgt45              -11.9310453377      72.0268399905       -10.9084833584      27.8789044628       41.5013439043       15.9253932405       -10.8554873982      36.7865651405       -8.85984098146      -2.74487878054      20.9494961789       77.7301060227       50.1299194875       118.884018323       -12.2524432955      -21.4307214003      4.62795339759       2.39904920934       15.8300006719       -20.7791020747      -15.6733945183      -5.76966288788      
rwgt46              -9.38852125932      46.2313604678       52.4094764387       -33.9307760083      38.0568970634       5.38234581752       -2.12004026962      -3.53099333659      -26.8203318704      1.11003684145       33.3060289979       -48.9686806696      33.1706051928       21.0690882457       51.3723912135       -25.5875572167      -3.21845083557      -2.42727935346      24.2105026811       -13.7088209997      25.1446197129       3.7838988443        
rwgt47              4.07108929603       52.774805578        -16.707054831       10.3756447496       -9.93411934417      35.3638114732       10.8058147871       0.425227345551      -22.455265529       5.06273306754       -32.1540957785      -15.905336255       -64.481377584       -162.747982321      -17.7770103077      18.3063646448       -3.02178701227      -2.02572194066      22.8635848201       -15.8526574037      -1.62418077731      10.7473266345       
rwgt48              13.785980036        111.02914629        75.9439217483       38.7131965186       -17.1272233507      27.4129453588       0.308748662816      -36.404835949       -29.2111792719      0.768336472076      -23.9510332546      0.00757575520242    -91.8506955282      89.7273310752       -19.6364287524      4.27588463322       -3.30801310592      3.29527003775       -3.50377652869      -1.47698678305      15.5052201787       3.47115271333       
rwgt49              -10.1411295146      63.152931179        56.1985074301       -35.885606384       -14.9433974435      -39.6466910699      -9.0050626362       10.3809713276       33.189035185        -4.16328797529      -5.98019095472      -37.3188124877      8.37715077891       -101.253348899      15.6807963562       -0.881554486844     -1.44149269859      5.42963047009       9.54967034067       0.711261712848      20.3958939078       -1.06166492531      
rwgt50              0.513488803248      -50.1053189209      52.4659241526       8.15405769471       -8.66654007457      -21.0654839901      1.29018737262       -22.5329098821      9.67870585571       -5.6539698483       3.98601757959       -86.9865976099      -78.7352723873      186.152360113       64.5310957996       12.8096969378       3.11389687097       4.47212822575       12.9560428398       16.0395633504       -14.4594935374      6.64116757846       
rwgt51              6.46298087158       -85.819291564       78.0934054699       27.5991492325       -35.8467293708      13.2384519288       7.89307290223       35.3988469444       27.7760581247       -3.74280659957      -2.54037004196      -9.61631079076      78.4574127267       63.3065455884       -32.808066539       13.2520403132       3.33971096436       -1.05763055809      2.51964255002       21.0122118621       -21.815100274       -0.547374123702     
rwgt52              8.20357458934       56.419373683        37.6105205009       23.9772705241       -21.4200464283      -39.1332011314      -8.1868762803       1.66319757129       -11.4845023324      1.52721224699       37.6447319493       -0.537428324529     35.8190562821       206.178641699       -25.37414505        21.239803999        3.91853443077       4.44848852556       -16.0689570718      -1.64975249602      24.866910248        -0.0694941676985    
rwgt53              -0.992263006256     -107.76288413       -40.7742355695      -35.1938933942      12.7730216916       -7.03573839504      9.91753419304       4.39649850343       -25.9737587425      -0.159609998378     -10.7692066839      59.2177706068       -35.9633405035      -239.770839726      26.6431264587       15.0748025433       -1.25605653734      -7.18539108438      10.8876993718       0.813825697607      0.960330560002      10.6951456214       
rwgt54              0.530016341737      2.66178564788       -40.669572909       17.7765163882       -2.47005840252      -14.2158847898      3.90747515772       42.5865546085       10.1679687919       5.72550702494       6.16094891876       8.28769761087       64.229506619        238.36962275        -7.33976464558      -25.1696822338      0.842905747339      7.13624470155       19.2804503797       15.2670998768       13.7243886996       1.67928162737       
rwgt55              3.60691634056       -104.739727448      48.3537378021       6.13402353521       6.53356932851       32.8457978676       -7.05578692343      8.88601664613       -35.9947878504      -0.000140129472446  13.2605364712       25.6762494242       -74.2521113508      49.2481441649       47.1193970068       -21.7149360031      -1.18636003554      0.596365123562      0.846236614995      6.61185020849       -5.96866571689      11.4503783557       
rwgt56              -12.6299800092      56.7864751018       -57.4006969308      14.737679805        37.8805824733       -22.9134652018      0.511472718659      33.5289674507       30.465848245        1.49690756562       -36.2798772698      -3.23829449767      31.3320100387       238.265351608       -20.4587967625      -29.6531294065      -0.455001811374     -3.52829408007      -5.76006129561      15.3979775731       3.62498750852       -12.0863974626      
rwgt57              -7.79189538963      105.748313353       -29.1177009296      7.39892995037       -7.33570973123      33.0148442435       8.47768262587       -20.6622925425      -33.0733659887      -5.15685466948      -6.97131545739      -27.817379011       14.2758940891       -61.1983126369      35.4358628265       -16.0702742323      -1.01709048944      2.46068016316       -4.04071839605      -17.2129914063      -13.0547705927      0.134144199274      
rwgt58              7.12315549937       -2.35426356662      -77.847322534       -8.8351593244       2.7542072456        -20.4604921583      -8.71813774966      -12.8872161256      -19.6422081371      1.98052961846       7.14467139582       -22.9986739441      62.8865385206       -2.74838531774      -36.59390968        12.1500249614       2.03793182147       -2.61880846477      -15.1715026832      -1.94129805259      5.31818339252       -3.91261854931      
rwgt59              -14.6767008305      103.564312197       -10.8773259169      -30.5247762654      -2.18015054518      24.52036844         -2.13202952024      22.3553346333       -36.7762303284      5.0051979678        11.6370820072       -86.833720293       -10.674066174       4.21976552943       -21.4988180334      -24.7884120077      4.01573701717       -3.17304129723      24.7127924887       16.8233246874       14.8683776587       0.230329602824      
rwgt60              13.0166712119       9.54830502695       -28.2989528153      -5.13333952624      -18.4145432427      8.27078573774       3.52149062883       7.68641664957       -24.0889310227      3.88469536619       1.57200062682       -10.8401798134      52.9813712641       -231.515630312      13.9385909461       7.06087207796       -1.91308511662      3.26923950272       23.0304800981       -19.7743164017      -2.77946969775      -12.0340701788      
rwgt61              -5.16471619259      55.1148365871       -54.6994712361      14.508741176        -4.04877914403      6.25482472135       9.641287332         -29.6291891678      14.7642767749       2.06571035467       -37.6551894344      -71.0482417205      44.9012695418       -196.419937684      25.6103203701       -10.7378518331      -3.41597288668      -4.57207003494      -24.0744113572      6.11971956455       22.817048921        7.71347662434       
rwgt62              -6.20070068455      27.8098316444       19.1674084047       -23.7453275509      43.459311351        -32.7896919572      -7.66551003673      19.6669376583       32.4274705134       -5.64597315606      -31.0367026219      -65.1133421246      85.9743309581       -4.92703112327      6.83732300075       -7.44978370017      0.688373990765      -2.16070388184      -19.3263392286      -19.5881415458      -1.58089946505      -14.0631081728      
rwgt63              6.27878040886       -61.0291657115      -36.5340046566      -13.6815059317      40.4880846855       -39.2247327691      2.54684637815       -40.459577108       33.8878018278       -2.73288636913      -4.33489766988      29.1970712684       -49.5513649977      -218.174286959      45.0701723935       27.8281712804       4.51462758495       -1.497500545        17.6023587024       -11.0821453502      26.2169084734       14.3265046391       
rwgt64              0.527428856688      25.1309641664       43.8529403394       -1.61677657541      -16.2509035681      -38.592609455       6.69667104201       6.71566726416       9.62784339415       4.52882007649       -17.846557494       -49.3664631363      -54.5595991341      -60.183864546       -14.442196885       -31.5830918309      -4.55864847521      -3.37196256771      -17.3518588544      -7.92003276933      -22.9436251683      7.86233403895       
rwgt65              -10.1581886857      -80.7654830309      57.3980175154       -40.9989658919      -9.98714434935      30.5219592448       0.353973486218      -22.5562171496      -3.40494490342      5.8728778405        -26.5254080479      -2.5519089057       -35.1253377757      -47.9032962349      -25.6998514128      -9.14276799008      -1.72007710086      1.15517890982       6.009215837         -19.7294607955      -13.6982563192      5.0091696914        
rwgt66              12.8987010679       -66.4122076694      63.9877206378       -41.3044966928      38.5068753679       -11.9144805895      -7.79680797201      32.541383121        26.6226509611       -4.12653608832      -28.9888256983      14.3483364119       23.2367646764       -151.863916435      28.8499373396       -7.60787817574      4.99928649107       -0.792166247176     19.6042172432       2.26070998369       -20.4657488021      -7.96212405894      
rwgt67              -7.74118346772      66.6859480209       -45.6883390384      -7.30903048665      -20.8606612629      -0.355994482311     8.44086216209       -5.95693895118      37.1295429127       1.48357578248       15.2189618978       -23.5538576476      85.08680745         102.703295855       63.7600911488       -34.6744998254      0.954018946762      -6.03507774276      18.4265321638       14.5158073828       -24.6467682847      8.97256788573       
rwgt68              -0.861194377366     -62.49749231        -64.4833494856      -22.6017617858      1.93771880377       -38.9527412127      7.91546812921       -16.9190456308      -20.9548605848      -0.417547429674     33.1381158132       86.7295145588       20.813216022        -106.923277039      -47.2765092179      25.2910913846       -3.52516252043      0.467716033011      -10.9736382358      5.70591529685       22.7366534878       -8.87229469969      
rwgt69              -4.24724239945      -111.841518311      31.6683247921       -12.9286047613      -19.8599795577      24.1496440643       -8.30790672058      -4.01742940082      21.7209816685       -3.92136793373      -29.7956082405      -84.1114720548      32.4548334496       156.92072784        71.837785472        -16.4122341228      -5.33280918435      1.77942360235       1.12437302774       -6.32879387076      -2.6501976261       6.45127707433       
rwgt70              -1.44580406042      -112.358613634      23.514016909        31.9265174633       -18.3553686115      -23.9127963226      4.46370966091       13.7723453088       12.4941225711       -0.858626328132     30.171767046        -68.3841400735      88.6939439371       -101.17936849       -1.05032439447      -21.0143419883      -1.09855399906      -0.21241140316      6.92416694348       5.4312329028        -14.1917087601      -0.261111329493     
rwgt71              -6.3102950731       -92.1563961558      -32.6958776038      17.1719352479       0.614469242692      12.6219154171       -7.40489464139      42.0058698816       14.1577901493       0.990352036834      -15.5799507582      1.7072808972        -12.0720821553      197.48804741        -40.2408119488      18.1778452269       -2.90752933013      -2.23055385249      -2.36118986019      -16.2738680352      -9.73958269223      9.60346653509       
rwgt72              13.3795680658       39.6121780465       24.0309847285       37.5527114291       31.7057331389       4.74700578274       -1.8112137319       8.36243655807       -28.2717335145      -3.91730970498      22.4455678256       72.3741543792       22.5480769223       -196.262253691      -52.6971022343      -14.1583160414      2.98349924867       1.4562454848        20.689904903        -11.5576763604      -16.3016843873      -2.52780497786      
rwgt73              0.624184291542      91.7346363822       -51.7889765773      -1.93654607613      42.6388180383       0.804514676647      5.17409383759       -0.0148449960096    -12.3493816382      -6.14643312303      16.0592032196       66.8868872382       90.3168441192       -60.278174857       -73.4533082637      -5.81673516783      -0.138658103856     1.96864426703       24.7983061188       15.6127455724       -6.70215790622      -1.82539859893      
rwgt74              1.51186096392       -94.1068387439      23.8953255457       19.5688088743       -36.1624443139      15.6234983929       -8.58391588345      -0.529796847542     15.8803253239       -3.18438389839      -19.2790944238      -63.0198765792      32.3616751298       30.803508876        -19.4067388705      -24.6580662075      2.02349711941       -4.0621817369       8.0071934815        4.74044004217       1.24825627933       -11.2072984603      
rwgt75              -8.54516595487      93.2534609289       28.1258486903       22.4680252177       -30.5183135465      -39.14946233        -8.24936827796      -35.7659870336      -24.0969880016      -3.22456122506      21.1711546866       -63.8406537893      27.5014031933       107.658438841       30.1879037904       18.3828903399       1.77148697312       -1.2466984934       24.9944555037       0.426423465733      -26.7882504119      -3.59059298223      
rwgt76              4.18700350683       -105.131856882      -49.9166883584      34.766857655        6.51565740423       -19.0249763121      -0.295360616251     -33.1800694732      13.5207364629       -3.8025478665       19.5944575536       63.3471721595       46.8196963917       -33.20739991        -2.70400655424      20.1084328518       -3.0189849129       5.02585935209       -17.4579098824      -11.8203840533      -25.6382292221      11.5954182912       
rwgt77              -2.5095627176       -56.8407668128      43.3365830832       -39.2630168703      36.4008673758       13.4311846068       1.38123620104       11.0840908747       -27.8916764606      -3.78689592263      11.8883175732       -7.07909560648      63.2468174571       -37.3013919643      -72.3250546815      -24.0837048238      1.31028169267       -6.20493811225      26.5692812345       16.2401726317       3.27141081362       9.06543133834       
rwgt78              10.762514119        35.5896721846       -48.7652664442      6.69192524072       -10.64053902        -33.43652392        -0.236719299345     7.42847319581       37.5159298646       -0.0294616415765    -27.7638748506      27.0593652388       -73.9510322203      25.1806606795       62.3340547976       0.435931169314      1.80337471511       2.04947206367       17.2186731442       8.89960579085       20.7528879229       -7.1228163602       
rwgt79              -8.53046969456      70.1697933937       -74.0665622762      23.0306582037       -11.2884775611      31.5799626428       -5.59409213035      38.0067032538       -27.9048238132      -2.03584302813      -29.1206182894      -4.98232064257      -9.12339586981      211.860115171       44.758977237        22.8326324316       -2.2374287046       -4.36514720132      -5.8916975963       6.85039666827       23.442361227        4.6417466419        
