                    ctW                 ctp                 cpQM                ctei                ctli                cQei                ctZ                 cQlMi               cQl3i               ctG                 ctlTi               cbW                 cpQ3                cptb                cpt                 ctlSi               cQd1                cQd8                cQq11               cQq13               cQQ1                cQq81               cQq83               cQQ8                cQt1                cQt8                cQtQb1              cQtQb8              cQu1                cQu8                ctb1                ctd1                ctd8                ctq1                ctq8                ctt1                ctu1                ctu8                
rwgt9               -1.80147861353      51.6125591036       33.6156163558       -3.59902524433      9.03438159689       -4.47898474845      -2.59603340586      8.77353285125       -1.54465500867      1.66060552467       1.17448696672       6.6450926117        -5.35852687915      14.6979203587       -35.4094459697      9.98196481231       -21.9411903683      47.5369509627       -21.8227558066      -41.5001483126      23.7685164395       -10.5621323182      43.6737289741       -61.0794988758      -31.761034476       29.1403735041       -43.5974014511      52.7330922588       -40.6989966667      5.19906440176       35.4809597672       -8.64390746481      51.5869625233       34.4212213296       -6.5305334298       34.2137943883       -33.2151069746      -7.66313405317      
rwgt10              -4.08225217513      28.9285500609       -9.61771997494      -2.46362584919      -4.6736722334       0.716918296256      -5.41004537         -8.07246964725      5.56544550878       -1.5103601336       2.83988482486       0.819228925713      2.01882435877       2.13584930824       -8.12187279577      -12.4969038544      41.9962496623       -20.9824573609      8.81493178097       -19.5731938248      -28.8480821332      46.8813737913       -38.6590876575      -38.857464981       -16.4165938947      40.5649413266       15.3818314742       -46.598313939       30.1759064385       -10.8137356354      34.4343949839       21.6097318874       -39.363746716       -19.0492897271      -35.0864821354      1.2243453816        -22.8416353239      7.77187061411       
rwgt11              0.966992102439      13.14810072         -0.885826351615     9.32629998773       9.88282981179       -1.69783397049      0.964857162901      -3.69260153772      -1.21066750053      -0.736704726657     -0.93014625678      -7.2227461701       -14.0227105468      -0.552226538305     -32.2637139906      -7.56912661797      -17.4312076995      -61.2162660837      -18.2598691919      -33.2111240055      -17.7832240587      -15.2360307166      -14.7688873891      -29.7623426782      41.7980332814       -33.3730009576      -49.8434165062      42.482692987        56.034425166        -52.4648169828      54.8955778596       58.8456505524       -4.02386117433      -0.0642437006837    46.1503240928       43.808123059        17.3302694007       5.0294812099        
rwgt12              3.90485507032       -4.55351001692      -0.436995303273     7.95281246833       1.04653251128       5.00794627038       -2.75630127607      -6.02426958419      3.28198821633       2.54092159068       0.583239495867      5.59896148435       -8.08575727394      9.01879088429       4.33491812213       -10.3673235649      57.5897942441       -56.1369802489      26.1524398421       -14.0408829578      43.986318779        -35.2615468968      52.1893133867       8.658534324         53.7866510022       -21.9344550156      -51.4681908021      4.83033709304       -54.3988347525      48.1054506012       13.6329717034       -24.0039848325      12.806896542        -14.9026123096      -1.47510604425      11.5744927474       1.23088572515       -47.0555212925      
rwgt13              4.05531140881       15.779599788        32.5269026208       4.05000946827       5.51058393952       0.346526125672      -3.09008406751      1.6742538295        -10.8078612618      2.49419423645       -0.171140167589     -4.77970960136      -9.89854984473      20.6291792217       16.7463227123       -10.6692643263      -42.9665168428      -53.6554214302      47.2829817718       54.3238318495       -61.1253533055      -5.19876611132      -3.58456530369      11.6523473914       0.913125084768      33.9444578352       61.3750330782       39.6608663602       -26.3944736388      -60.6884124732      -8.47084890776      1.93022353511       -38.1381683642      -4.25695057855      48.2099880622       29.7242748185       49.9163107619       -19.366787211       
rwgt14              -1.38647514691      19.1859171317       0.449487389624      4.85366413878       7.14577745109       -2.50206574518      -0.600053580931     5.77919461838       4.815502942         1.9258222462        -0.182297416496     -0.33998510214      -10.9378120123      -10.0652506047      -0.381246063138     -4.3874302122       -44.1880201307      -11.9490628349      26.8398648577       2.2431741361        39.4892801186       -44.7083867571      -58.6028159498      14.7723407903       50.9940411483       30.2441691965       -60.9971685765      -49.7186905803      -49.889785754       -30.9611826599      -1.7333156362       -28.161189789       40.677653286        -8.22723221878      -7.51391548168      -44.1535686331      -41.6288594431      23.0107917546       
rwgt15              0.516534546008      -1.03472026407      3.63454629769       9.16861050014       -4.52165261367      -7.30246147773      0.910164395034      -2.3413241595       8.72926340811       0.345738116053      -0.485253513022     -3.99256588143      -13.2473448411      18.3139863681       -21.3776013427      6.54375314391       2.15446599308       14.4147615275       -16.1294040091      -15.6500635008      58.3415995868       -4.33373608918      -24.4680456081      -35.8401819724      -5.57336670329      -34.1124768651      -59.7874881871      -17.7919798897      42.8250773236       -39.8512302266      -19.1917398334      51.364207032        -31.3140037955      -53.9676499751      -44.4542444894      8.96831473277       52.6382072653       38.6076557851       
rwgt16              -2.33376163155      42.215060224        14.1832038556       8.37082099847       -4.17638644884      -4.60016743314      -1.3688486117       10.099880829        5.53099499237       0.912416931956      -1.24287170651      7.25702857771       3.78266070454       -0.90392663259      3.55434888001       -6.18903936414      -53.9468461756      44.9255265681       51.7843415947       -34.4504145974      58.0210712716       -42.6822713255      30.1237750906       57.5323703143       38.2784378449       5.0293811412        -35.7418378462      -2.56462093925      -34.1286175566      -56.9742396874      -13.252352706       -37.5600280037      -28.9168278422      -35.1319374085      -2.2919459187       61.3834099884       7.10008153152       57.0526596514       
rwgt17              1.48996970895       -11.2734820802      17.1179758792       5.07777991778       -4.73038781814      4.36971655282       -4.87869335417      3.08488113498       7.73182826257       -0.0616438982751    -1.97127974603      -5.02900026879      1.73054068588       -1.668426682        9.11496856343       -6.50681903222      37.2598830474       -12.7853193668      0.947416262876      54.2991949653       50.0902865497       59.180144223        -1.71520024069      33.8241916607       -31.9732594869      -14.6209764267      -7.24828085549      60.7058944491       -37.2384019141      -53.0886239169      -27.3810947332      8.987859533         -56.7472320678      44.4967136288       -57.7410803904      -2.03143402784      -35.6083431299      -49.9661545734      
rwgt18              4.72334674582       -7.03854034918      15.8790581817       -3.47496395701      -2.91793040448      2.70338978708       -4.34789143897      -8.55116198954      2.34970413786       -1.08462499877      0.598961979389      -1.50589073334      -13.3888623162      24.9250435234       3.7678368592        -0.282278834813     42.0436176489       -22.8840718379      13.8401450764       11.5587635085       -16.9732016193      4.76954004949       -46.035237698       -30.1433991772      24.9201373725       -28.6571538045      -56.5279304913      24.8827399278       -20.2534527837      -13.475586323       -33.7790539168      -36.4916191913      -34.7369339762      -50.1657503818      41.8109460427       -56.5322310517      -12.4081014956      13.6283630303       
rwgt19              -4.60546634596      40.1556858815       7.88934163011       -1.98141233584      7.39815509616       2.63916628346       5.93153062722       -3.48535165602      -2.3252221739       -1.05801327146      2.22420668089       3.46139922003       -9.70457708278      -14.9038216974      -7.17376561717      6.53041171667       40.7528033392       33.119950617        -13.7488365167      44.1261816412       -19.6797371566      48.5678657058       -24.6248111517      -57.6277900214      -35.5098936789      55.3984028838       -57.90023683        -43.6667146836      -37.3131206894      12.0176496773       -53.4347993582      41.3075569728       -6.82246277326      41.7031136363       -35.119759099       -30.2838589247      -51.1273208645      24.4117742493       
rwgt20              1.36525164577       -16.3191736351      13.0362974585       9.18296667732       -0.0376899794899    6.38799752337       -2.77162352603      -2.868686005        -5.52791160234      0.869107065482      0.285190424958      -3.16246212389      -8.69576836063      -7.13578814384      -34.2842009366      -9.56320520269      -37.5174591012      58.6892711137       -4.23676697778      -23.6343484234      3.69238840223       23.5481997136       -0.131577554189     -20.3973806592      32.120217151        19.6410432359       -8.40120192442      -35.4953764103      56.8947033578       -21.6195360111      29.7911424984       39.4721340196       -55.8835763508      -8.2760378543       10.3165419443       30.9480223376       -49.9430389687      -42.159985325       
rwgt21              4.22424397168       58.6693474037       20.6523614532       9.26942193793       -3.79081222401      2.89329073077       -2.40310753851      10.3291966079       6.1969323003        1.55339449583       -0.776378880397     1.4874619986        0.139144600211      -5.92770061911      -15.954557324       -9.29385407702      -40.9371084322      30.7682941411       20.853922475        14.0589210247       57.650786641        -28.6547033803      59.2307327838       14.9892324065       36.6249068392       -9.89607591918      -21.4488439024      -13.0080665483      -5.10757648673      -12.3173362605      5.91078454713       28.4381675143       -28.5643102811      -48.2279813636      -18.8753874977      -36.9627631986      35.7680248672       30.3911941148       
rwgt22              0.888279890774      32.3302436113       35.1733488024       -8.19165709034      -3.1559262158       -8.06540881725      -3.5999024069       8.15492240234       8.87668671768       0.7384193132        -2.48917290805      0.986419811853      3.59283255669       -22.0088279566      9.80605546034       -7.01246330588      -43.0473231182      15.2233495499       14.4442558857       -31.3867104863      -8.82695390509      23.5655662669       59.2548965394       -45.2524711851      -28.0857833144      -59.609356927       -49.8938085716      35.1827587188       50.8971326587       -50.1203424013      -36.5800816109      -32.4781330955      12.6574599603       36.0769175725       15.6444361386       32.2686946073       18.3393386123       15.8655289429       
rwgt23              1.4643259835        43.8625623012       13.8521254421       9.50164967965       -4.77206340912      -0.138720698875     3.94586953097       8.20692904071       5.10879822519       1.57471124232       -1.84219946768      6.61610728748       -8.40490297658      8.0357080575        2.54624811751       -13.3520000374      -60.0375221595      12.7899484748       -51.9966121417      -10.2481882277      42.6108494831       17.8209266523       -51.7913341893      -6.85671544546      17.6250442535       -29.6306944146      -52.4619856681      -56.742265018       12.5080103766       -42.2750019954      57.595572569        -18.9925019665      1.37057066043       -19.318378393       36.8697178703       40.7551658513       38.3988002911       -46.8862912493      
rwgt24              -5.33606183497      34.5389431479       -1.78010832353      9.51986920523       10.0710399395       -7.4860467396       2.06732214594       -3.35790789631      -10.340722081       -1.31083406127      -1.74070346333      3.31910977805       -3.3036533063       -3.23075314875      0.156034080642      -3.23956057797      -30.5941864522      -40.0446066607      -6.45367652511      5.4430262183        21.7766998551       -34.2008789988      34.5498361803       10.299831515        -42.911310319       11.3911611749       8.37446158402       9.85013442479       18.484703837        -42.7737625026      4.97771771293       -35.3238431366      -45.2225326367      13.9068315304       -11.4942375589      12.9469341395       -28.9937903806      -14.0874312531      
rwgt25              5.32255644701       53.0073085017       29.9035993581       -4.15155176023      3.39372345997       -5.94544607852      3.80566957268       -0.393126693526     0.0549570004127     -2.98824885315      -0.494138832098     -6.61946803038      -3.22191430021      18.5444876108       9.3816473558        -3.02638881792      52.5839273993       -20.4422860697      30.9636945227       -58.2432779394      -47.4913577306      -42.7277508448      13.3992364457       42.3868894604       38.984073452        -48.4282503491      29.954417145        -50.1302006435      6.89010169356       9.58435430503       -12.4705605515      -22.5178466801      -43.0215660671      15.9091157508       47.8576095304       -2.04640065442      -51.8113047615      59.0770312489       
rwgt26              0.703562567879      21.4646364718       -4.14811547297      1.24687347414       3.04482670108       5.23294942743       2.78042536968       -0.0694440842177    7.34642264666       -2.12841875548      1.99393404542       4.72672547338       -7.37027300062      -26.6432155079      -32.6827202715      -0.470503436848     -59.9622121801      12.7062822037       34.461374459        22.8453880698       5.85733042712       30.2880819115       -23.685921983       -38.1123677706      -52.2160818806      -34.0074641164      -1.51855923522      52.3622690832       5.31350594081       8.87852095028       -53.8789756939      43.5885107415       -39.8774688256      -28.9618316819      26.1596971765       -17.6608037854      60.0857614342       45.2599582743       
rwgt27              5.6519236122        21.9350871905       13.391306777        0.0502121835716     -2.44356568625      0.117818143064      -2.26273572785      4.28172749821       0.55483826275       -1.62980014502      2.50565330415       6.44887002306       -2.68887711573      -24.1827701182      -17.9273455493      0.957119571182      -35.2052053752      5.48889579582       -26.0668502741      -41.5782687826      48.5357682601       9.8477997355        55.9980434249       17.1444584018       24.7092556014       41.8748945062       -34.973036019       11.1954462535       -0.204091861092     -25.8302557746      -9.38789348596      27.1485846646       -21.3675837086      53.2045400461       28.4410366007       13.7991033236       -50.7327568899      -53.4477709234      
rwgt28              -5.74979802128      17.7463766054       -4.29393678031      -7.14306389991      6.37642740865       -2.38638284172      -3.78909289293      -5.74723448994      -6.29627547281      0.503716028437      0.907195277982      -1.79692208453      5.88480062656       4.94853897553       1.11471761108       -11.2163556903      -21.3120683032      41.3594845755       -30.6129735349      50.7510148649       -20.6594279326      33.773322083        36.2281739757       -51.9039594727      -23.6296882273      -2.14893277065      -46.9771777531      42.5817690334       -16.4549447749      -61.1091658923      -55.012238368       -4.73167326443      -23.5296576331      45.246363138        22.3580083021       58.176883486        -17.5501215319      14.2816988278       
rwgt29              -3.97373050856      39.8088351432       1.91974889343       -2.49998188838      -8.35009362636      5.83964661977       3.53853774253       -2.03591912305      1.44955735237       -1.42418696983      1.36093927427       2.24183520013       -11.661887096       -5.73853960081      -5.2720335277       -4.3472952319       -18.8876439414      -50.207912468       -53.254995114       5.47020929093       -49.3686661067      0.353871061178      -18.3132268154      56.4813638329       15.4633780994       -17.4064825945      -53.8197903188      56.2247359588       11.4682219284       -30.8363464623      35.7883515245       -49.3546849186      15.7738963992       -46.5509880768      -19.2619471362      30.480113011        -40.2606927291      -57.8146910897      
rwgt30              0.268932621163      39.0815625592       24.3309751513       -0.0902793495904    -7.87682578234      5.06609190919       5.65578321103       2.56977207504       8.17032673051       -0.822459018055     -1.9714185494       7.2525326285        1.36657676619       -20.4366373269      -19.2871113155      -2.18219393334      40.6839866251       32.6814972154       2.76063252045       2.43421725383       46.499070489        61.2256609728       -33.5948998525      19.3789041282       34.3547678818       40.5867750287       36.1947128208       33.5856975005       6.78929344744       43.5489271228       -24.9006445988      42.5912760398       -35.2559971178      31.9799806807       10.4268892706       -34.1177826187      -50.4980173436      57.5786106625       
rwgt31              2.84164090155       21.8223490665       6.94918378743       -2.90228295837      7.81258778105       -5.97907313753      4.20830509384       -0.42742108493      9.52156554848       1.36628643286       0.0306001259249     3.08035075637       -1.56903985226      4.19005626137       0.318107493346      -8.05851857567      51.6313141388       54.7244269982       58.8683522958       26.4243588615       26.5667010727       -42.8973669475      4.75697278635       34.2467824402       -7.03898868365      -47.498934482       -49.7676032599      60.7183226272       19.5153550752       16.6084986683       31.700122246        -6.38943727561      -47.1655008824      -0.636004064001     -37.0113584296      -44.4221744534      -40.3906419961      10.0713032794       
rwgt32              4.23704471354       -7.51289840381      6.93009245928       -4.58021693093      5.85974306896       -8.54682613227      3.79174922242       -5.39112806988      7.29611584175       2.47519147442       1.15408805133       -3.82849426203      -1.65077431949      26.1039336899       -13.5021968558      1.00983682356       3.29582044383       -9.85147391395      23.2178513892       -60.5420792554      32.4806707247       -50.3259952678      -0.314805472113     11.6976946517       -36.0712142295      27.4202103215       -50.7277006407      -8.5967768264       12.3154309421       8.39692358431       57.8694595391       -46.2771907915      25.3604774314       -29.5547469276      12.9001462463       38.4839283254       -14.3949898071      35.8814315828       
rwgt33              4.27251662672       4.55340867309       -3.2381277429       8.41330984155       9.43121637981       -8.11984079465      -0.393053952936     -5.64034918822      -11.3591242298      -1.14006926538      2.64092569503       6.3910843933        -6.91637667411      -0.86498618698      -3.87677786169      7.47979978959       -42.6294726595      -27.8861536465      -33.9125084779      45.1891444697       -27.4427993963      -58.4956331529      61.0307994108       -33.8882714925      -32.6404675102      -54.8842262933      -2.98850509019      -48.9025903079      -25.3333762889      -10.8485411463      49.3413939486       57.6134846813       6.9481874689        -14.3004913983      -42.0069623111      10.7450863465       56.9920874103       -35.5536106031      
rwgt34              4.14854212641       53.732312773        15.2327543852       3.96418177169       -3.61436715641      -2.67599436247      1.63932597419       -6.66579611908      4.89143709713       -2.05795391784      -0.905216074107     5.05840346844       -0.736328394734     -3.03190928452      -23.5793208736      6.0902118938        -14.3964433104      -59.0470229309      43.6759905237       -13.212855554       -48.2149034083      -27.6688957717      29.3117669108       2.39543362147       -22.5397904041      -6.2062621496       -39.7186023245      21.4356066791       37.1705475432       25.1764205081       -43.7290278327      -1.94347998143      50.2173176514       46.6729586358       -19.4586830329      -57.806177842       -29.9990925876      -5.75532105468      
rwgt35              -1.35009907458      57.6293770797       28.1411152041       0.420705615613      9.05541826819       2.33646815743       5.19428278343       -5.87670760699      -1.39969151538      -1.93550150629      2.88573696703       0.742012730369      -8.59302159787      15.1928651828       5.76918233075       -5.74471561702      -31.4931767144      48.7170185925       -49.2239097353      -10.5555408418      -28.527126008       -5.20725060102      37.9910888397       -28.5748838622      -53.5719441879      45.887778815        41.1461099652       22.1447105556       5.05313497355       33.7262462753       -57.0243880654      -51.6591810318      51.5052538935       43.5746639199       -38.562924944       -16.7808721612      -1.3001605902       27.8474261451       
rwgt36              1.06019557262       47.935366293        4.40780149529       9.15676275804       1.5961630428        1.42943359462       -0.464687323698     -7.27598879206      2.70795482997       2.37768815653       0.226808056701      -3.88249545029      1.59827208587       -8.82108818478      -11.9039751704      -12.2121831562      18.2445229463       -25.1354104374      7.76093192054       47.5028072667       -20.7622659733      32.4241538974       4.38785430849       -28.5819318613      -32.5327492072      -50.4919052759      20.7868063692       -32.786263405       11.6603810194       -30.3961122155      39.2491967339       -9.31941382404      -33.6728677245      -5.88652073322      -49.7553033651      -4.12734432017      -36.4947254435      -10.3119312676      
rwgt37              5.67542415626       45.7784034786       16.9935052528       -6.03071167991      10.3838150974       -7.36362926371      -1.30987245412      9.98419080591       4.97339126792       -0.127597651355     -2.16433528985      7.14427414837       -12.3464820832      -17.1308095609      -5.60097453641      8.70537433585       32.5371814211       -3.74221964503      -31.0887648461      -51.7508857598      18.4365776731       -44.4124793059      -38.9769099578      -36.3156260509      54.4743507943       -6.66205048027      -20.1374266429      -13.3110427041      58.2111569874       48.9824455821       -32.9483396856      26.2770311827       34.2224023926       -23.9317021901      -37.6375541931      -26.7687422389      -16.8000206585      -7.32331523657      
rwgt38              -3.17002206946      -8.39307237357      34.295930518        0.732848107382      -4.60084526442      6.55278148962       -3.68809526215      7.17045098298       7.87919512197       2.50322370464       -1.98342338957      5.97642060035       -13.7515100692      -9.03860553094      -9.12680130599      -2.91583242239      -37.299052898       34.3578904371       -0.890708112435     60.3422011672       -9.38726776797      -11.4054027705      37.9653306251       -31.6501479969      -17.4432185245      -13.9219900683      60.358706682        32.6848372057       32.3858683323       -11.481826794       -56.0976950752      53.2049402172       9.4910632289        50.922747337        -37.6027233974      42.5800101483       58.5978322666       13.3973911191       
rwgt39              -3.33237842493      8.01784415397       -5.51707726628      -6.94795175854      5.66637756455       3.60608460674       -2.21303943446      -5.81441100377      -3.50131436473      0.924901536635      1.99544989988       -5.97308483202      -13.6088709787      10.1079383501       -21.1260806389      -4.51636279173      -11.2739415145      36.174486828        -22.2236285113      -39.1739616326      12.946609492        -1.52395764738      -11.1327461159      11.4284466463       -56.3769333551      44.9471818516       -55.5625866183      40.6947843476       22.3285486175       16.3800706887       11.9221390155       -49.0694219         7.93314560354       47.8065399292       50.5113245125       17.6945576528       -45.64056808        -51.0263950277      
rwgt40              -4.50461186551      22.979510775        32.7839449602       4.36630571631       -2.65709012267      3.2664859467        -1.53708649589      -3.5156594765       3.92219543741       -1.95059794212      1.62088429378       6.36264360984       3.53712210565       -3.14759416192      -33.067021231       -3.68797813075      -39.940577638       -39.5464050428      17.4717095599       10.5783037782       40.3312604591       -2.55227812287      14.3970086756       19.3545961728       4.39983494926       -37.3114773779      -2.8250051939       33.6363543657       16.6945978295       -9.51767201216      -60.7109505597      -32.2879028009      49.6824161868       -5.23776180194      -50.9745143746      -37.4862570752      36.1854621101       -33.2094246367      
rwgt41              5.92946385656       -2.40607767388      1.5655907865        2.35737779168       5.94099640081       4.07221430791       0.401790108498      6.20052061163       -8.80417722221      -0.995414522038     2.85711506927       0.729504189446      1.39342431872       23.0341542948       -18.420760817       -6.24628845083      -23.410662573       -41.2866687451      -18.032774428       -56.0788397105      -3.86132400364      -0.0405527405514    3.17078889925       -40.1922403177      -37.0340494606      -59.2021112713      -20.4141693513      -26.4890933259      -15.8003851584      23.6607215944       -57.0280306122      -11.9927360194      38.6916266903       -8.03958057149      -53.8726959883      36.3326377364       -31.1538146072      -35.6400455752      
rwgt42              5.45464685717       4.40300800033       -2.38973846456      -4.59355221426      1.16205578586       -7.89388240627      -5.75250042703      9.50626296729       4.43725334563       -2.27993632523      -1.8877102666       5.55123285655       -7.83798680268      -9.79512179227      -2.61781221785      -8.56837484722      -53.5757041277      -30.0955560393      6.70675884697       14.9874750032       -47.0681417288      -35.8993848747      -21.0628123074      -40.4739568937      16.5843682883       -42.6828543215      -46.8098525486      51.4389577016       37.6340725041       54.5229913488       -30.7335298135      6.93183892946       -34.0942332736      -53.8119205671      -45.8893891661      -30.7412910602      -15.6083599098      20.534072468        
rwgt43              -4.96635159002      23.3667703394       26.9406811523       7.70263443741       3.07879618392       8.40243156823       -4.55913132573      -6.26744971533      8.48632545059       1.14380062484       -0.0119101708211    4.67869139113       4.6112399166        5.5313467018        -8.18080379149      -9.36112701794      40.9742898872       -10.9129280044      30.6592834532       -33.90193449        28.666185641        -13.6875811147      -57.2871214678      -36.5561154445      29.7118368258       -46.5914896017      46.7832407084       9.03985496064       21.7155165748       -26.869321831       -14.2185459808      -25.7448806888      2.59411351887       28.7674013803       -23.6189836681      37.3922129518       -54.4394582497      19.3855620641       
rwgt44              -3.97864145458      41.7166401747       8.98771655105       -2.84343816964      -0.0917123836083    -6.70907144925      -3.82569217587      0.951546520999      -9.65802919037      0.215126512401      2.52952519241       7.4690334144        5.6343312374        22.813144103        18.0965564807       4.91635807586       -43.5719884855      13.9158203561       -24.0917652418      49.5614002094       -13.9310305929      57.0565671976       -56.1219423469      -21.9675332549      -31.577062804       31.2914419381       39.9657030874       39.0654415798       -59.401275153       58.008538004        45.1331783698       3.53276781004       52.0710036332       -52.539164887       29.9566320242       45.2135752098       55.0995605085       37.7137362585       
