                         ctp                      cpQM                     ctW                      ctZ                      ctG                      cbW                      cpQ3                     cptb                     cpt                      cQl3i                    cQlMi                    cQei                     ctli                     ctei                     ctlSi                    ctlTi                    cQq13                    cQq83                    cQq11                    ctq1                     cQq81                    ctq8                     ctt1                     cQQ1                     cQt1                     cQt8                     ctu1                     ctb8                     cQb8                     ctd8                     cQd1                     cQd8                     ctd1                     cQu1                     ctu8                     cQu8                     
rwgt9                    -0.4897351225846682      2.380573964582341        2.6848529755924653       -3.2367218081129714      0.30285840211333936      -27.693909964613002      -2.471452415460557       -10.95266800009756       -2.00218804787467        5.567033633957408        49.08206978334803        -27.164958627540045      -110.5308400604036       42.61210345951466        171.7336075665114        -171.47220102201555      0.8999228713077081       1.2012255415192357       0.0025142059968761288    0.07330071047821873      -0.7945550270698915      0.9156140605043888       0.21290679390743628      0.4857732463012602       0.34726532132951626      -1.3746735088525543      -0.13186943432102605     -5.499754128524998       59.830025387166714       -1.9642127821496493      1.2630967880935635       -0.5522729060800282      -1.256544874534845       0.914590341300809        0.9665664702703807       -1.1919313403767258      
rwgt10                   3.314477467913953        0.33104026958383814      -2.7609372534720293      0.5280416689265683       0.24161351323817448      9.847191045550119        2.6785922232591126       -0.40155529168178106     -1.548626604179665       -29.71102808413181       77.09776023470545        109.23256701491499       -70.34485383416714       -61.67812392489665       -24.017791182587985      -55.63629508011624       -0.4391396498454232      -1.5124669875705365      0.20577419013923381      0.14534341491350233      0.720442745315917        -0.9837756801054811      0.7108437901088496       0.08737609856999917      -0.5412341985131672      0.4337357991611501       -0.8795318776487413      7.7587367579284034       32.22276223799294        2.0011861891599443       0.3061888370016197       -1.4947849730231038      0.2498686692553167       -0.35346739632247803     1.627307617526181        -1.114676271530679       
rwgt11                   -3.727982538264248       -1.5418851753358154      -1.018129684888729       2.737535574434796        -0.11994664582707101     25.843046140148587       -0.0612098502894205      -22.1544033124427        -1.497023836503067       -176.46031300814144      100.2373635380448        -19.06058079795241       6.337657237032147        -133.38574404698113      -63.70037729419097       82.71228710795742        0.6220929696086859       0.9822248469272594       0.7441457045285134       -0.4293111841448442      0.6868947194979553       -0.1445234023823294      0.11161229341127266      -0.00932455320165465     -0.4890045628855339      -0.2706698756373245      -0.391164251418164       65.77574749771962        4.685264786144032        2.266366639562027        -1.0439451340096286      2.1224966072129443       1.2595698329030622       -0.5046987925918242      -1.9146625738326615      -0.13310928839270852     
rwgt12                   6.166217249181628        -1.7401912913192654      -0.09180466979646917     -1.887877586065108       -0.239957834747255       -1.478413298962927       1.0520812987284636       37.088462807542854       2.618815920049943        61.58011271626543        -32.80339027669527       -58.33451983824955       112.82024409961411       67.43053629645064        -125.5048345458066       -59.78343826996333       0.5040189013981384       -1.809379187126802       0.5095060173497143       0.55530434471569         -0.4249897706797987      0.8672642181722217       -0.009039054719339634    0.049662334311651235     -0.8783313543603825      1.45840174626451         0.6696378595332921       107.14929061445413       -64.81604007554873       2.2326959967151057       -0.3048567988989521      -2.3338930504418585      0.20443105064106915      -1.061851951711556       -1.884900490071036       -1.6446498478052538      
rwgt13                   -7.5227300104352555      -1.8606280154010015      -1.5221882361712025      -4.487784382804035       0.30743274953560107      -10.88699416431977       -2.5095226598431664      13.022017727826437       3.0057825456765346       125.96881560384054       -30.88779203928945       63.57902200878357        -57.63452665681736       117.03947379089101       -140.44618322495478      -28.742819819022515      0.44019851067006455      1.3401903119150465       0.6371259833691194       0.2336698297611881       0.44687394193094043      0.47871165640539415      -0.716458313173429       -0.08957004132074659     0.6758348435069812       -1.8030547524098928      -0.2457751940207893      107.94520331692355       -14.854204591351731      -0.2086712001070241      0.2859417688508923       0.738217184029458        0.96743740978341         -0.4567893604516534      0.23733583411944492      -1.8483618345473598      
rwgt14                   -6.604821774422573       -0.10769663646037309     -1.0355942362321384      -0.7298313655768478      0.32693616696613903      21.557874001588957       -3.5337636330464046      -7.458362812719514       2.9654768945377215       -118.17587293307128      -35.955176192390724      -24.251684687703687      -100.22285233757694      94.19234229444305        129.86195586471774       -164.28993869705954      0.8268525389035508       -1.9906669415320057      -0.0014079732397460631   -0.2790934080402715      1.0599042418659674       0.5834935312840923       -0.5940831766474248      0.15061607037677993      0.015328462969609546     1.5655106653069661       -0.21139215109242704     88.43988094555853        3.6660078335673347       -1.2097154364602636      0.6914043369560192       2.4879397929637155       -0.5154274690088642      -0.33453955707020055     -0.0012266058297658589   1.3385241064726503       
rwgt15                   -2.438339253527963       -0.7380488592822276      -0.7248259947862921      -1.6235590669468523      0.26961717505373395      -20.135582007485446      -3.325764504291665       14.686553661893761       2.2909663196357175       -34.97395839685913       37.545514940474504       73.5758186980378         176.98470276405862       -119.18230126468208      -160.9906228428191       -17.278613581065684      0.8511350255004859       -0.15650358990988011     0.21398372007688882      -0.40168763116819295     -1.1233661969062825      -0.042541850639635115    -0.35606315324325555     -0.17675149663457407     0.1553586463188874       1.684973650797113        1.309215975374179        116.3480273378584        70.43755451317985        2.424731750061497        -1.1347522442392368      1.7419384524291472       -0.11605429432715342     -1.0081887285691586      -0.3433787030762536      0.12631119619668363      
rwgt16                   -2.3422382870564         -1.1170269798630312      0.3782331173842506       0.8680520508434837       -0.19008540702467652     8.906987328689077        -2.6134514445495003      -19.79270219660492       -2.9234734982271844      -26.075573872663682      -117.63632320254251      123.81727467067145       167.00355825278154       -30.7754439433634        -131.1422895443696       32.84601256450651        0.348260631067564        -0.48303435359111924     -0.564888208572501       -0.7882812728032295      -0.1955697889746204      -0.2560927061685381      0.21543739446276278      0.14494712637022977      0.5036753822947901       0.882624520253295        -0.6791623147943605      26.330180780242657       -14.058577607564288      -0.414313315309049       1.2356670030798191       0.09126438623685784      -0.37937573513057676     -0.5499272243847035      1.8089792414311914       1.6584020239630544       
rwgt17                   6.004722756213896        0.14138887105622677      2.194711772996562        -0.10062149941218301     0.3225525249015341       -1.9437314183528294      0.9058103591870008       13.016360001155533       -2.765847303928666       23.045292591881207       -151.41310636841737      -132.0455671679224       -145.20330520790162      30.23830928763911        106.12005805731314       -22.35623384115175       0.4849593082518113       -1.3198604544762993      -0.7439687781405299      -0.4387785002073096      -0.7366545748872232      -0.9142984019849891      -0.14160683730693524     0.17913601880507157      0.4412780966375658       -2.216670095774807       1.129630234050002        114.97272662046056       4.767080182439955        -1.821103755792612       -0.9604022504733343      -1.5450368349042904      -0.40228529871943863     -0.13889350579897553     1.939111215047479        0.7262229437186969       
rwgt18                   -3.266470156440394       1.9730544776349541       1.5660893901158697       2.70154648725061         -0.029290427311351286    13.234792068655132       1.8707016601501252       22.82755332717771        -2.4946461253611725      -41.36162505510282       29.637387169093984       159.02195416008072       142.2409122360715        155.7311824303925        63.51224121881964        -172.4714735306076       0.008363807168023762     -0.006619768582092345    -0.3799472297978491      -0.4163918834606018      1.348675105676339        -0.7050710697350426      0.27800676386083656      0.026436537905846547     -0.7781689916221026      -0.6883580259875708      0.8935465689053979       11.644371717524777       28.863918340025663       -1.533313940732124       0.635355393435242        1.8683641953999905       0.7812859808131607       0.5549924342867334       -0.12009309612827179     -0.5835254881029259      
rwgt19                   -5.387150280298728       -1.267015828562711       1.1882349417130844       -4.10066328140966        -0.16342243932572592     -10.20135985025524       0.509266726625837        -12.881429119743427      0.3223496313909142       52.226130647068345       177.86111149922897       57.95430639642049        -135.5756981470344       -8.397216830184334       -57.226666994585045      -44.52045972223374       -0.4138619302247636      -0.14624937120486914     0.03377835475281232      0.6582724137716467       -0.8456715760329528      -1.210237611940789       0.06732461513780452      -0.13568107839619176     0.049748602625733884     0.24731973629851112      -0.49986538870536257     29.097867256791673       -10.374364634270329      0.18914475866340386      -0.231132853404858       -1.0686025963842032      0.5848859959751769       -0.43734033500927605     -0.41011844244940354     0.10416569054470992      
rwgt20                   5.644166284124834        2.7863424684124904       2.066326755395654        -2.1577558864409654      -0.01586905289803736     -23.193233786427307      3.3018561107921673       -41.24142585664698       -1.4457662502361956      6.26498908749673         -5.643457365812594       153.60059642733427       75.17999615204027        -42.81922081054623       -21.384272794881923      39.75652844857032        -0.8669713662560738      -1.4180005291515423      0.6819914289509557       -0.027484868082443437    0.4850392975660418       0.9324020870697134       0.5529839108640253       0.3085306778704008       0.7308199520035674       1.8788139526182537       0.271168814955439        100.53050330005361       -44.09240513845932       0.029832416771681913     -0.9923724035211046      2.265577321998578        -0.5544433898610179      -0.1633150792750302      1.4847370272222982       -1.7693351686139043      
rwgt21                   1.059511802547659        1.3353826046018353       -3.462331806642751       -3.221736812679655       0.10381584840748298      -8.389212789213389       -0.9328398476524411      -8.21521384508339        -0.8983806972140229      137.35389150044097       175.7346862640373        -90.84998145079791       -110.14600735147951      -102.77255248518622      101.03334311035326       -27.109534408204837      0.0024785805143984208    -0.5714109306692217      0.2896526203167704       -0.2183225679675359      -0.3646870928954311      1.1120938572849242       -0.5738364061842202      0.4340547795381292       -0.4478627561472832      -0.9217791749339952      1.1527227373446165       -95.94513558237219       14.30316268712356        -2.3467257285705534      -0.3344404770284952      0.7807765776633389       0.3316578321442487       0.8091122282713212       1.042827998784737        -0.09880700829547973     
rwgt22                   -0.07144511991054614     -2.2196102448856516      1.768849932187114        -4.052790275521163       -0.15049705202188413     4.500506304590786        2.2869171313115197       -14.085384048824299      -1.2101808294072218      145.82480222755618       58.29399547670721        72.5479399528883         71.4343720348331         -74.57508934449031       -102.26536186556181      120.46280887241466       0.33713863444671444      -0.27986128400413257     -0.5608341578559244      -0.21013663016429185     0.13431328676145515      0.5566975407896877       0.23692791115037348      0.1706419724284367       0.04478628181177724      1.6299110759093027       -1.1517611984690874      -39.84628175456777       5.750021987266152        1.3658045174916413       -0.33291517623373523     0.969258854056795        1.3225440976451723       0.024733491963772503     1.89832189847227         -1.8378384601163653      
rwgt23                   4.022517772568451        2.0081433924599663       -2.685734609485704       1.702614723413979        -0.27733463102112793     25.584381379316042       -1.5824212225158707      -12.775171174619569      1.054567172185052        114.88678851804576       -91.83613131057594       33.3176815225807         45.16363195217693        -153.52201859281382      -77.58890717310186       -14.129842550058072      0.4925288014204938       0.12622196859074108      -0.8502275490135546      -0.22457306358248463     -1.4201043737746455      0.6145585783910961       -0.057416995583013386    0.4336782772249256       -0.5408361877389548      1.0770370235968354       0.25519050832371915      -35.15834659581148       45.06305891590188        -1.2386019408417406      -0.4003367180828572      2.5319556982263705       0.4020991757320016       0.8885905146156348       -2.1186818646595316      0.9900884612117777       
rwgt24                   -0.7182492730733161      -1.162083125577075       1.3432536454185091       0.02374838270937829      0.3037104746035856       5.021075161538704        1.6570175090428743       -26.450871123897308      -1.9231428700241187      75.60422698759345        61.96161668428539        172.41770366772698       -149.53077753862695      -179.54401570218184      172.67580162907188       -54.17331330440835       -0.05288465122758146     1.2459796009350312       -0.12779013844886777     -0.1515781597414516      0.8728742749322616       0.2874447448728814       -0.6541399978727013      -0.16737671625597111     0.7012213333617621       -0.5804076023200313      -1.1882894856107025      -94.72359948084348       7.47652046872544         2.3961150378727263       -0.3200311610109099      1.2291375148278156       -0.9848557424242651      -0.3721391717800261      0.1286487607228688       -1.1909020021946506      
rwgt25                   3.8277784565157162       2.4587766740962014       3.4260308826445356       -1.665675428049917       0.026205599210019137     5.039830488004924        -2.0019082870605294      37.051612898227006       3.1941029346377587       -127.8696348856561       -141.41316715174685      -153.28152341127927      149.48204614468727       158.80747983914716       159.94557284749976       40.06589825734662        -0.5771292609787358      -0.5225416025302381      -0.11183972588463997     -0.35153762677869554     0.3329994624867636       0.5398880746905572       -0.17948770498308986     -0.28935275002648764     0.30419150053227106      -0.4622529088856715      1.2295285414994732       -54.935522431586485      -37.706973197237446      -0.5540809906510451      0.7476449947356654       0.8976423861626266       -0.02465699214486161     -0.5494234365415726      1.1284312090521214       -1.2244797957778097      
rwgt26                   7.702736682325426        -0.017413288186378217    -0.046524353842603894    2.7976486650160073       0.13664444666733938      -20.663201672907437      -2.6327870611936515      13.747741356723836       2.0003055493274604       -31.3045910044616        -85.03183783206427       -128.21287890078872      3.231985707951253        16.17860004805894        104.97715934594146       132.5888844494449        -0.8563701380184116      -0.666424999575717       -0.523331664197779       -0.224074576583833       -0.7154443566145137      -0.6520849776682369      0.5091331632239691       0.05860103426465668      0.46229079067785306      1.132268006095237        -0.5867575553163488      -16.4281780294248        -57.53499015556987       -1.5252934129829114      -0.8601155146778705      0.5022314762754743       0.7127338340913185       0.07582762485144401      0.41637652275626813      -0.5151661705732116      
rwgt27                   4.533221402421825        1.2654045478001494       3.4605204241341423       -3.165003057643487       -0.11827393434017505     26.234415969056094       1.3131146447223596       27.28029118607195        -1.2217911104544794      128.11422440511888       -124.53627615792396      -84.2613216740333        -88.25536675076347       85.80537169572983        86.25258052575515        -108.91116625100031      -0.9420607721267372      1.7780968351163642       -0.17104801252983626     -0.030711670853348583    -0.8207683776360258      0.6042111715697629       0.4261223859566685       -0.39071048914035805     0.042644226657824524     -0.841107331098256       0.4339027929349304       -88.67214589896685       -62.10795976085396       1.7251968816742123       -0.3562155778603373      -2.551687195699815       0.41193693639581364      -0.7003636587292925      -0.34124365616476693     -0.6682372168309496      
rwgt28                   7.356061898124134        -0.46197142060978225     1.1510326012008014       1.9900789695972465       -0.28857187305494003     5.325920572271208        2.7867380827774193       -14.816855889490078      1.7136408630098754       155.58607225339154       41.03394256615073        -11.348122519224859      -87.41737755278234       100.68244448302903       -36.373336509592775      2.610764505347248        -0.37055432663844257     1.2345272311090487       -0.2566580936790671      0.684942662938562        -0.7058288825478012      -1.0270272294258835      0.14044660295514733      -0.2859609595874414      -0.8674577432379675      -1.8449193598129532      -1.3467173773273324      -100.09804473748217      -59.03276596126404       -1.1064678085105757      0.6984744853916494       -0.884495169812733       1.1841048004229806       0.4241921687553081       -0.6644416679657441      -1.0551247662185412      
rwgt29                   4.725146622543194        1.4820797262029446       1.7718326828291215       -2.1722582495185816      0.27774470938299944      15.212176598046696       1.3800342477928824       18.68581683337809        2.630328960589606        -145.53841359481214      158.53340582434328       -33.41415715877943       -176.1632256738023       -132.67033312892605      -131.14774643039175      128.43330958084385       -0.6031404670775312      0.8168700398655964       0.47478795366586013      -0.554444179022741       -1.4364705773870512      -0.44873728046101136     0.5643222153207121       -0.3182008906008517      0.29077223789073026      -1.371404568957296       -0.9628822058409574      91.9847589074429         10.813498548986828       0.5740435903721051       -0.23805526503058716     0.33393085517711985      0.0207599178464577       0.00655903179970041      -0.13138699022284905     -0.23182707620792864     
rwgt30                   -4.246624488836783       1.4416199837103107       -1.638037249636524       2.10695060253341         -0.2492074869788178      20.921913648502127       -0.2391156942343664      9.886856770469677        -2.447608191595368       78.2097411021947         165.19359108807083       -77.19114000675297       -88.39445904948657       -100.29968470535114      -138.78893102477826      67.9793452484827         0.06282587795376715      -0.5549002780869894      -0.09330669818000992     -0.2457786482682447      0.6890243608334232       0.4157792808872405       -0.5594032954666163      0.41883440116940585      0.09777538553265597      -0.7240170203400298      0.8963619533704523       113.51214021999753       -36.373151024274954      2.189311308389959        0.2217109005637814       2.043372774014508        0.16100022131614256      -0.7386582165859206      -1.6439887531867423      -0.6751531817653025      
rwgt31                   3.1911576220861324       -3.4565062985085593      -1.4004221534205188      -0.9614072330167405      0.11698321853772375      14.180467769103487       -2.9856207134610315      30.721015492790798       3.2500046632956896       -40.70428077813682       -145.7443040168971       168.75234813888926       -26.431611398628775      -166.95980218565535      94.15279975550101        86.7520226774297         0.6321001634029861       0.4322886948553193       -0.32782369084559915     -0.07911648021732909     0.7214614059414346       1.004829887427424        -0.44554184891217974     -0.48243528056744545     -0.6453908248114746      0.4081702528039015       0.04478891708013366      2.998034737787293        -44.43854327754971       -0.17935317942716544     0.3015189102371554       0.6610111099653802       -0.47619948752507724     -1.0757322147012112      1.5220518971153383       -1.7985741352778724      
rwgt32                   -6.1886013843149215      -3.4362818950982765      1.4977080595067238       -3.689906922007882       -0.2230290219170497      4.692270599959386        -1.37317374342225        31.429157756426136       -3.1905994181694974      -82.5946115528696        -147.69600347710764      -19.93517262840578       166.23447273013682       -57.699591994476066      -31.87526593427546       124.30292041514014       -0.7414281902191681      0.6102058522739933       -0.4768242452108296      -0.1311161604189791      0.6534412643611216       0.7997245564433606       0.505062554966522        -0.13758799245967146     -0.6431253275567956      0.12799806889115395      1.2034043707172535       -35.964976634189156      -5.561913170684903       1.0739265819801802       1.0598064215856484       1.4439826876983797       0.8124476337725997       -0.2062429559942347      1.9225384526125664       -1.753705979179835       
rwgt33                   3.136892914507987        2.481231851963085        -0.5195831130582871      4.694171403756358        0.07258596298352288      -5.763809788424297       2.316177355446264        0.7183231549259048       0.4514925622843089       53.47291128769254        99.84616219601162        -88.1755528206174        -122.90374297416992      -91.92945232248164       -42.98218322470211       29.054557874020276       -0.41705460141824        0.4408890658512594       -0.7500133235016687      0.12125781205329744      0.3121880008151996       0.01961806727951898      -0.577534588055815       -0.04801348343723366     -0.3819433006867565      -1.1563139338344495      1.23190937573487         -78.27697448132048       -50.12174604616081       0.6433515510474104       0.7825663680320212       0.5125088830749638       1.1087746999346184       0.8164242514684639       -0.8086541993373664      -0.4568830897816203      
rwgt34                   4.013741539823167        -0.9795720271456387      -1.6237246696205032      2.5456686766110845       0.16665465482139807      23.755717042071986       -0.009124835885949256    -40.51199946708216       -1.9055810314894355      171.83038275192956       -78.0919043698124        73.4558950531594         -162.469403585944        -57.31337717521116       3.9185354883742605       103.16786794049062       -0.8130341540992666      -1.9628566904654117      -0.47696544594192647     0.26683845560249453      0.24067057281053184      -0.13269844905162986     0.6185820881152702       -0.1757825535345371      -0.19287907596276577     -1.0608218525589725      1.0144797915165678       -24.361862705874586      -7.736000490884223       1.8966194988350038       -0.1201358419116143      -0.5429256935341984      -0.8159800169563926      0.153295644163693        0.09219590516052056      -0.05039750704989232     
rwgt35                   1.9864228503655053       -0.7442946066868452      -1.0412522953809407      3.21745859851809         -0.04574742288627215     -10.243911042525813      1.0082394156062549       -29.991696054522894      -0.6511822700262098      -146.67571624659755      -24.492730592063026      115.01946297296206       92.03335644844901        17.782703374908664       -122.82482692470104      -155.66102228526648      -0.6991771035754537      -1.1995462040719982      0.8988084134548735       -0.3351496768674156      1.0113732117348675       0.4840228159289124       0.4134597643061473       -0.12809004533900237     0.9074721699549864       -1.2392080576456255      0.8704207152468493       -68.62145076280873       -65.13683784698276       1.2091017036960947       1.2724447262720056       -1.2182116708963235      -1.0726804321650183      0.7957275419999137       1.4229656768658288       -0.55489967912396        
rwgt36                   6.8228237689602285       1.4582070710686166       -1.844680924981588       2.980105337609457        -0.08032770734795858     17.740800040892502       -0.18046989228601706     -41.987958523275225      -1.110470695743346       156.12784891256564       -11.427129586699778      159.02303733107652       116.1925984121898        124.31940136745311       -111.74372693284583      28.85150106022803        0.7852016697679953       -0.1465548831328185      -0.1513738965332293      -0.3016868652239648      0.7538587174798119       -0.5483580953160545      0.6097669397306666       0.48304292962380124      0.9037307243598933       0.25305163892104643      -0.1705792467889422      -116.04299462418723      -39.73869420206626       -1.7861325830184698      1.248390059922236        0.8425480100783544       -1.1021397543475413      -0.5685102221192639      0.6320538177073649       0.4092846311985978       
rwgt37                   -1.10415058524159        0.9529338183124478       1.7303812649772694       -0.6267355168637598      -0.22941832012780222     27.841899531366124       -1.2787880864298504      -39.7548629180426        0.02317962223688186      127.90036010683099       -110.19660290430494      -79.41379515573448       77.10188704262868        149.5411933314682        18.65255596613079        -137.25259726741206      0.02958449738710134      -1.9809587378868911      0.7834025772049718       -0.573208733204962       -0.3796298866640393      -0.8686407173245662      -0.5515435067708366      -0.29363776724897367     0.6108708632392987       1.5834593844750544       -0.23157829413798336     -88.78642767872162       64.41247841646135        -1.8009847288034058      -1.4686561598034282      0.8627772753815521       -1.2124301848457488      -0.016802538320479954    1.5915973226364852       0.9486322448719595       
rwgt38                   4.180032496693398        -2.6579208626309807      -0.1971000517520669      -1.0568910588361784      -0.09640023446675688     6.583656331755101        -1.1332240657026684      -13.610936044479594      -3.3029286602930945      -31.600949602941228      156.5710658935002        166.60917913341325       38.35026745434911        110.82700965340115       170.0161261926807        131.18875559079726       -0.5947049032529744      1.6239194266882255       -0.4246379735488092      0.2682558202907157       -0.014945003464068574    1.1315511405716476       0.558197032399917        0.1365098879554727       0.9182226400591449       -2.0354388081648667      -0.5801322905751923      -85.58036003041865       22.811414198478957       -2.479534589729156       -0.4648516066246764      1.061031030358634        -0.7384614964874417      1.1737847461947029       -0.2671450046257833      1.0097021606180157       
