                         ctp                      cpQM                     ctW                      ctZ                      ctG                      cbW                      cpQ3                     cptb                     cpt                      cQl3i                    cQlMi                    cQei                     ctli                     ctei                     ctlSi                    ctlTi                    cQq13                    cQq83                    cQq11                    ctq1                     cQq81                    ctq8                     clq1                     cHbox                    ctu1                     ctb8                     clu                      cld                      cQb8                     ctd8                     cQd1                     cQd8                     ctd1                     cQu1                     cbB                      ctu8                     cQu8                     
rwgt9                    78.31826316860221        -5.321709870552657       -0.8284932639880891      -3.2485772977946414      -0.4219455594925253      -93.3402760555982        -2.2772253771926545      163.12602262436866       -6.941479801809862       -30.05529280888837       40.95785526279333        32.13721845749481        -5.9838758575504585      134.13308793289434       178.18454387299602       -10.742140488642843      0.1955961817882943       0.5194058763792944       -0.21043154729532765     0.3147674205540454       -0.3683195870643869      0.44446485487627185      -85.45721581007842       44.85391810514821        -37.31018417258389       -93.32229328625674       45.160008623788286       -106.38072809863385      53.39917356817523        121.02006263730505       155.1151897143426        0.7075017547541051       26.741860660551566       -170.30366214276327      56.00204715387531        1.3880598636553998       116.9220373456215        
rwgt10                   -0.8795650000084834      8.171269082901985        0.992771658888115        8.52500602250587         -0.02589276992063605     134.7358109881452        1.8843570680444621       -115.50060692002658      6.811603767766556        -30.965819192655843      55.743864348974          -66.6600925683207        16.125780467979496       31.298676742491978       11.623197587532417       -12.761146445833273      -0.08230235058081908     0.3029075824568588       0.07851474920914059      0.6375490597035715       0.5808886493751493       -0.12132258088760217     85.47222321167567        -77.96630917706737       -47.00777056337094       -115.38574296147961      123.37250388532209       -103.31338854763955      65.65654794508194        134.6764139219875        97.62355418678271        12.28089620664528        -43.67257371072867       140.97065251215798       -164.26447205917574      81.5797064227421         -37.54188925011297       
rwgt11                   12.429004011935731       -6.665399028599903       1.6506212834779252       12.01784517982324        -0.06516793485637629     -131.32937726487356      -0.7063352149082478      115.45964703549788       -12.815039107474552      0.7842945176431613       -54.06466370610959       162.10625909210614       5.930971754238641        -11.449624429205073      -131.13033648616923      -6.876035744021205       0.35460265079084075      -0.6816573057068074      0.19074411204549624      0.44678429279369014      -0.6871324642634876      -0.14120583443751888     155.90408490105074       106.59020839666948       119.75780312160492       178.2489619755545        -8.779504614433762       -168.60023233912116      96.38409224853217        1.3701088350775024       156.04454953745966       123.67021742021632       -103.69426230929331      -46.334043563012756      92.14121722035463        95.85702081044712        49.08404690537097        
rwgt12                   -33.483158043577816      -6.842117287218909       1.593983912504917        10.96971875818894        -0.23693812841729184     -126.1027614427167       3.4861065646934914       -173.2359931144671       -13.110587294827985      -6.135441470333667       -40.81432263040275       -105.46304052755322      57.56304204716935        -172.63625906768803      -49.67149954980323       -13.483674393019939      0.28535001125952164      -0.06835267260667455     0.09499904176709806      -0.6516201292116179      -0.6385909786117681      -0.5900327452683878      125.07135796137499       4.393760698956584        -81.90676591276362       -105.94191988286848      22.462910466667807       43.57778444237394        157.91308718212355       57.795860639138084       111.05986162854896       107.97426361669329       151.56660994992808       61.64364745679512        35.39524098422885        105.01847028489175       170.06858803950337       
rwgt13                   -10.55499480781586       8.160632851474054        -1.064292577449222       -11.907147595151082      0.12965620466692984      168.49374495206922       -3.9610365619400785      171.47578880142203       -10.915173937212288      32.50035483776806        -4.866587649298495       103.1114621168374        31.04627797541039        -81.60329783425004       -94.95496482596596       -0.2229295083213998      0.3598073456862385       0.38570171300181344      0.21786779708075965      -0.361410225842986       -0.607520143064179       0.637049852034055        99.04558679241353        -8.939481039929547       -69.80292104659046       -32.90377097289857       177.6593042685903        34.6282542542277         65.45542463688625        51.3232774836201         160.992489772461         10.861635375409605       122.34980502521984       -141.34905630242864      -53.490288818100254      46.279099383670314       118.03625307284324       
rwgt14                   3.690809701511313        -2.7254332166513837      1.4442525012971448       -0.2645314058064834      0.17797214578404486      -1.5896660395615072      -6.692656211703231       60.24292165009686        14.20727664100384        3.2217205652940635       52.028989073808404       128.0312002979432        6.767136516289668        -104.34259825302759      -118.3297975684919       18.364837631895114       -0.11944337034789038     -0.890306899251467       0.25692968013061424      0.20429909005325186      0.17103930373448428      0.5495612455897071       -69.46182761897629       -77.33406759731099       121.68923092498972       -50.0588211147859        -80.8955494433448        -29.04166955397187       175.80615497789148       -58.4318040825074        42.188915534903          66.57682443835014        90.89060867277368        -124.50942681201562      -167.58121623869022      113.62287103846074       170.45590737011696       
rwgt15                   79.09765377581954        10.860279322429045       -0.6435438686648252      -3.711929545494284       0.4069069250134787       97.69668248364536        -6.748422697069869       -10.888968638899115      -13.857815527014314      -31.621243492556324      -52.710834521714276      -50.712413509415626      -84.63601216567784       143.35937302541794       108.87742697855163       10.546288653321678       -0.4078616618088568      -0.7295642672541979      -0.0009058148580557424   -0.13657454961247173     -0.6717947841736234      -0.1776871344993355      -112.4606453000494       80.3735821908777         132.0218302507775        21.26098204245244        -110.59450739661754      -126.55275470985703      89.70711900701815        87.37958768599071        135.31402750962548       95.5200836864625         102.49776640527443       -162.41400113981467      -155.7842753433528       86.27472143774617        38.60140644412604        
rwgt16                   0.982791014881272        1.0588391794365108       1.9998047552325668       5.925744617508123        0.10928819262896206      -78.78570405881688       1.764568886243346        138.95652156626159       -12.352107337247258      -29.86070170600377       38.6004139801821         -35.66312373891225       127.03263897930208       160.6115489484559        -156.00286257210456      -16.050201023013052      -0.01532502376374506     0.5681154654836604       -0.4025564017273795      -0.38026229225515357     0.3323332852741514       -0.35741493163804317     160.4473151050646        -31.561700653833043      -105.60786969863712      53.74423195073024        115.7731708093545        143.9769292013509        -12.479076387001754      170.71085584847674       -10.718427056028645      118.99168995956126       111.71739825951681       78.44625972406533        174.39300363017838       -96.9401361842571        33.02084327116259        
rwgt17                   -72.54190339485321       3.409250708490756        -0.10294673315353031     -10.746230993544595      -0.11493741539026558     -79.88144469534221       -3.897048646404188       101.21601358407986       6.9691590517675905       18.693841644877196       -15.123507427456609      -74.54046430773761       6.06198488470838         152.38225390805673       -177.80422474111967      -3.683725058574005       0.01058829853748633      -0.9110781375287371      -0.016681480831866713    0.18445937559001846      -0.018737643211070076    0.5726185826555413       97.98467142746102        -174.7158939637559       49.87480268216862        -100.64583159072136      -101.37211355195008      -4.94640892680593        76.63841800369926        169.42427616108267       126.3586667694338        -128.65494150855352      -139.25453039808718      5.72503573521945         -140.89972642688883      89.09431286658929        -27.754983846652237      
rwgt18                   -33.43261394044172       0.5875646823186127       0.5097694532538659       -4.301905212789775       -0.44308653289372535     101.03639968428723       -4.5403460056419735      -143.8417494853183       -5.835466506909885       -9.221526221310832       -23.460551200019275      71.98880357177302        41.19347385919605        15.935227182746104       18.383108342087553       -9.348130438196465       0.3274943768931723       0.759401095614542        -0.0628841199244271      -0.28076735337413194     -0.7043581386372914      0.40081464188332616      16.9593433541678         75.58311630155691        179.33381091579855       -116.59790052619016      -163.93670630148966      106.65492403260595       74.61349182615055        -107.13826083378369      80.04252552217355        -152.49562510981937      -9.582098122771214       149.99027628452427       -99.38579599892726       -25.403469623367414      151.82009612061557       
rwgt19                   -8.59916263669895        10.366922616001387       -0.2585498168199025      -1.6447845719622727      0.019476103779425546     91.24846571620861        2.6100598729735385       -129.0580754122562       8.071262187540885        14.151063679920163       4.852845051095024        -33.22310132101157       127.90869553912017       -110.87012606658469      90.99861371456569        19.62582522668766        -0.29093227467636673     0.609870601803935        -0.48007477786623737     -0.3620394160984567      -0.37780515062352293     0.16366482854279474      -124.23306996724544      113.42064125453095       101.40334229466475       -73.82425220304215       121.52411967165614       -146.9840366574425       114.36030230989292       -116.63685154517381      20.1833964365442         -87.39488908746236       -99.15325895103531       -173.24745596517033      26.48240609962727        -112.41980314834805      -30.743041528237143      
rwgt20                   -52.01313930531664       11.31942134053469        -0.023466832850171926    10.982826356636721       -0.1630769196810637      72.31427716215603        -4.086932632291483       104.9702698244289        -8.584575089902962       -0.539943521908512       -58.43428497680094       -88.832955524698         -73.99130220799691       -164.69661481071046      -5.627768433904123       20.174815657899195       -0.15975626547876282     0.46723778116719683      0.6241308461063898       0.04313004857840541      0.05303929616951564      0.4165367372712031       134.99802649467074       93.14142960085849        67.97530756280847        26.048137656575847       9.913168791980638        126.00360656147149       -66.36099630652137       -173.05197284739435      84.95003668786609        -80.23649592897047       -80.79049143299507       75.6218604022558         -73.40802428144418       -143.0314379675432       2.259523180057613        
rwgt21                   7.199595353454299        5.46186493468185         1.3814677724482638       11.980228741130755       -0.42719028976505125     60.02395615836474        6.629024081310035        -151.93959004288678      -2.3409149168192336      -1.6595548685818997      1.697638214160456        59.476711334998214       -0.39306163419095697     -64.95975011109346       44.35409796163108        7.007623455914395        -0.1165539607900003      -0.1743232977215805      0.5517243331200142       0.34480444270562194      0.3526854082379671       0.0015236226427290944    172.32695169673218       35.53366397474207        106.74497730856211       -34.29548690760362       -153.25358767468236      148.01002250924603       8.002963248341985        122.96797983438768       16.351063980757658       137.58349669654262       -13.115546945311593      92.87836858239854        -149.78249165296594      -150.11789553105663      131.57745263632444       
rwgt22                   25.846726131877304       6.863645242461333        1.3370336675879946       7.698912932538125        -0.35280030693241154     95.0442678221059         -5.6179236986238985      11.909629855741656       7.756454570711291        -12.586410390345943      -48.5366982210019        -47.82881825584013       100.43260319895077       -161.0902115029829       161.69002040296806       -8.475805221891251       0.11168300626701155      0.5482258445169448       -0.006254025631896809    0.376066508547097        0.5546107088885412       -0.39245988531518305     -142.3401222851258       -58.928971621695865      135.03523773505685       137.38784557153787       44.621717094377345       171.67129400578085       139.96999221616085       -116.59915172581606      -179.99129102331526      -80.20134642830763       167.15697895144052       88.4909669447718         -152.6246152191911       146.00052074608476       -27.626879417731857      
rwgt23                   30.641271839053914       -7.923455419184385       1.1585050211278713       -10.020332169841051      -0.3915488591157398      4.7085516856584775       -6.662408260585798       -128.22406057056924      5.62698206634035         5.7985256019124165       -49.7244957565318        16.800168371271155       -28.76723368378579       85.01028771365276        81.85319248583255        -20.31281550801483       0.09423547269463761      -0.022129583189097968    0.44943090916632455      0.16135348112939352      0.6885910837129041       0.2501868317312067       -130.02045206245086      -66.45044966196426       77.05639778140085        126.19571452007693       105.4763574542452        100.81070838281562       -170.39571907905588      -40.931405503913766      84.87992051025213        -86.77165862221571       -36.86058686061702       160.52693098181095       -70.13875815208505       -43.35470872546421       145.97037997542503       
rwgt24                   -26.88847914440879       9.481034972754953        1.6832161902633436       7.795318274117829        -0.43592381316118994     -40.03761229416756       4.7273328377952115       -98.5229337923512        -15.611739078961355      -0.6064979839621998      -31.200417413061324      -57.09438928677439       100.15246146656477       -75.36949307297456       3.4330809281399297       -20.855312674023125      -0.0003193709613534268   0.565002805587538        0.15438741797857647      -0.2498693851912811      -0.34015176753749743     0.013412812245551353     -47.90966438517552       -42.07762438765906       -105.3949588408781       -45.63787735976109       -145.10638521634974      -115.81558872525936      -96.70777199814275       -66.16676728504196       -45.576695880560834      126.64068926842697       -57.71067365354756       -59.18424447531815       178.8262306739815        44.835671252044335       15.368191589490664       
rwgt25                   -77.50175595945021       -7.192151341799672       0.7900458592331079       12.715266436924814       0.09108356660564765      74.28262215046215        3.2187745210115093       36.41033764400515        -8.544298443990709       30.409439398016545       -42.31000678348978       26.75832267459495        40.671969727344475       117.27250423579255       -13.787121297752321      -12.431155793496409      0.03994832271323234      0.4183871599334441       -0.42892821794596636     0.6080927837668074       -0.4081180452976993      0.437536235910324        -35.68056974331438       -107.4350352468715       67.40575250959765        86.32676134139496        -57.71160243451334       82.14295024446625        -169.11610753498695      60.473929167445505       61.58810276795171        -7.9744293229813366      71.56168623441133        -167.67272274413057      -124.82426951450404      -57.387848077000314      -16.41925775566446       
rwgt26                   26.441127798046452       11.462305289632267       1.9726131708195989       4.697227158667449        -0.4750083614870447      136.93346442640046       -4.318467895455184       148.27264438486054       11.637848414698276       -15.74021645949301       13.360514749490449       -87.80462301337897       81.05354604532005        67.33253947879666        94.38696429169647        -5.371878861572418       0.07792853482898043      0.15025587788581185      -0.11924836250333026     0.4494140174196434       -0.5847164902086017      -0.6095149490689283      -126.89950118593032      10.675606762368261       118.30328579656214       -150.64505113657964      -75.42195856551945       -135.7043880960731       -163.3384683718367       -178.6467129155151       13.828866204903676       14.802848776317404       87.91120959437933        -168.39990763876807      0.14338182999415494      76.43281289519598        36.46063592300743        
rwgt27                   66.93502820193507        12.142805302754295       -0.03675688057859272     0.6052184187406056       0.4678190428093769       -86.55157670250286       0.5555217716997642       171.39199238709068       -5.330252839004407       -28.276155985437427      37.34730128316612        70.16783632180824        13.162614326674031       -174.1190871457427       -146.35478299945035      20.040847269407692       -0.21382712385161567     -0.08888363407876143     -0.6395076853639914      0.40777921727650746      -0.6579927165244519      -0.27185671555155616     -82.37181173472314       -88.6142055398222        61.292401279152216       118.6711966250499        42.53983238668732        13.988418476357992       166.26307830009767       16.680248111912732       98.46723590580979        -127.15573048535038      149.94178147824624       -157.69932422212972      -157.4190073294975       -10.876168649945328      -131.5982521603334       
rwgt28                   59.886063538268104       2.988940387362849        -0.4679239902878807      -1.9148411374815684      0.22108430072056628      91.23080636709864        -6.650035738887009       54.062838892306075       8.746649579415706        -0.6556464430096582      4.801142734206188        151.56812460225348       -15.845117470900163      66.9443594738024         -72.44279961495002       15.361225425247468       0.2701276438592205       -0.465021298533047       -0.12367234887321787     -0.1963665436912609      -0.6282624114619119      -0.3420904594188057      -5.663558041687224       48.987415390133236       -6.698893292752217       -151.9405568870781       -92.1232711179533        -2.62559516554154        43.2812153418524         167.224180230198         48.173556090029734       -56.32969346879558       126.55679054264743       -34.829132173194836      44.82172077670799        84.5901344527428         52.764562020295216       
rwgt29                   62.44091431723322        -3.826530275471047       -1.045925336840917       7.4986761302121465       -0.11876090622121294     27.806340742016232       -1.421337485562085       20.135451594847183       12.982630085139458       27.02211056025522        -55.785234019800335      168.7511582988829        -10.781095005487174      62.31017312233001        -96.00042507386405       18.886835631110714       0.3296692277877059       0.21058554920878936      -0.01688276324300686     0.20310658676417126      0.036589334343583024     0.29073391926148673      -9.26681393997228        -1.401053394944455       -62.757493103905574      22.982553509962713       70.9376512041772         -67.65762797158703       141.60965162703934       -19.616941194095546      -20.263644637851343      162.0848740782847        84.48668037506303        -74.17707706799312       90.23005614088686        92.8851187021209         69.15060691709053        
rwgt30                   -21.665221159807373      2.9623857403355327       -2.053311114139964       -7.999853740699793       0.2813388808830959       -55.8460983062443        -0.4008591877357226      48.55900619506224        -11.663095908275011      -18.171792548814246      21.34003901529647        14.077467045341848       -42.386914937990184      94.78005606286109        -106.81457645063534      18.900206782583076       0.09448105138368335      0.29369670523593805      0.6238207212735597       0.16178598725367632      0.16234221220126943      -0.359382244856263       50.11596212621899        24.859729672560718       144.84306645353655       -43.57948711831429       -113.0659332357005       -104.11276557432694      -117.01205454551325      154.8849716459141        59.46840688728824        -104.70115579425193      92.05632635835883        28.580581198931952       -119.25031316362477      -177.71023333526074      -6.466165772803038       
rwgt31                   -83.43901325046684       11.118831408582894       0.2816149980284468       -0.6453734516468295      -0.40180284259189847     76.63925088421428        -5.4699928599713665      119.34722768411336       -8.079179782164738       32.93097185286247        -1.9964096434592093      -48.87883659037405       -88.93284800878683       172.20020908190486       -94.10211469088767       -5.717982710834251       -0.25078744547592347     0.5589926577189357       -0.35489921469288477     -0.10787115410008152     0.25973585520716713      -0.06476909841543044     -69.02073542142868       -116.74443345768753      108.6679720679943        70.75108140837165        9.863014222318554        -101.83419702103983      14.141140821211678       -46.04567518392642       -132.50875664664773      130.469209515582         -18.562787885872496      -53.12787221860714       131.80455923857676       -3.1984595105141125      -126.7146522702958       
rwgt32                   2.4535670724960426       -2.7707889985152594      1.0162930313618395       9.185048695941305        -0.351299038774763       -175.45894934607003      3.053900600097819        -115.51990963696562      -7.03596033072839        -6.260843219540959       -48.91168247749005       81.34479033662785        -56.70136054169376       -64.58880495009029       69.11378623809264        -6.748672963495469       -0.2702009777986408      -0.3206722100246262      -0.12440975954755706     0.29850907636995894      -0.6357546713367129      0.5505858071224757       -176.494600708116        -62.631935549516456      -0.7179484328279386      -42.597793415585784      154.36280343471248       159.6946798118646        -168.1553023424967       96.0935542893244         -121.42259339856415      -55.5194268772115        -22.530031848252037      106.30078495263365       -51.55734379727275       48.80197974677225        19.100981502922536       
rwgt33                   34.75362703808146        10.592099634224619       1.843826994273424        -1.6756716440614614      0.4963337027041004       55.705257276550725       4.012615901216218        -0.9567526473530563      3.846510273427846        -23.983459484490176      -31.534373380901933      -83.78850927501706       128.61895805318767       11.204684627936246       -24.599985044766953      -5.421505699229675       -0.3659626034691476      -0.6680656934749509      0.00020539079250236902   0.47651927180965103      -0.527836406278877       -0.3158902249736941      0.04373434095936091      112.71554200209431       126.42675888606465       -37.6329719061205        -173.14491997220742      -22.189608314741065      97.07752736033922        38.0352462191631         -151.32533528075152      -76.13790891723399       146.7026924070484        -10.376970222485113      18.139043365880298       155.8884338734414        -71.81470733783424       
rwgt34                   -37.310825383253366      -5.002586384023661       1.9382236269867712       4.1530590856288825       -0.33905349516442146     -167.14691246375196      5.698700175365186        -56.26849717956604       8.307080974016689        -32.063487500261694      -47.142007516133276      45.17245336936327        128.35568200064563       9.540507960492533        -59.52254098725649       -5.73363525179006        0.25783048632979666      0.8413196737545778       -0.20867466328122164     0.43393773515471235      -0.33541584964475696     0.43381044240610456      -89.30296729909604       -159.20149626564324      16.399936250572352       -78.69078892562823       126.29373718661833       77.77828305101389        117.41943931047359       -91.54485679259399       68.57769459657644        -91.60229051354465       20.59705611824637        -150.85091847584965      77.92882284673686        34.630746057416985       -178.8975830523432       
rwgt35                   -62.552594576502244      3.4041713620852736       -0.8418889583959843      12.614220185493718       -0.188110148081008       -157.5041421933887       0.12566346098950198      155.32389449621212       10.122640811199428       -12.347475827530268      7.879860273874442        -60.417254267231115      107.94748469981229       67.24971662745668        -114.63182521015882      14.445343045871738       0.15975100059171266      -0.46387677415192985     0.13080293344847105      0.6158699283782915       -0.542918490848499       0.5927008565880746       143.6735333875124        77.38868761123234        165.15617016639328       -147.57456563104773      110.73525384622025       -102.0663723174537       6.883271568776081        -122.02998286486581      160.35703760015394       126.65588727700549       -147.9354409745519       52.57430431872041        -62.11316918048786       66.53980419015261        -100.68335237889791      
rwgt36                   -83.89103736626372       -10.991753567056536      -1.6574387901970735      -8.254490499405858       -0.013482141700536188    127.42661883954815       -3.225095177969499       155.98373970604268       15.172180342872181       -31.230963781915822      18.67676978806911        -133.89188397472907      -124.32015982709238      -162.42902756710632      -72.84977074297868       -9.013606531122193       0.3862442152978066       0.22457021330506732      -0.5346380659491623      -0.5161473940927823      -0.5690584911675013      -0.4669405404416912      -170.86672402997664      -158.72937599282338      -159.14270774258497      -50.811802951506934      -79.55084078225727       -96.73804086970752       23.603671429334526       -20.5379519565343        -101.43101696910583      95.56842496076791        -63.24372731295783       100.2746805085772        99.80831451436791        136.9546750056382        134.4219756761857        
rwgt37                   -44.16234760154592       -3.315661848941456       -0.8941752601791888      -9.324243151071501       -0.5692991020092186      -143.22075116223766      3.4103734663452183       -130.09627497280073      -3.5323611191894635      -30.648702519530854      10.115837319319652       46.38679599476555        -134.66783454609435      161.79651951609628       4.0659001957804435       13.76773521208618        -0.36916245855526864     0.18962006393772013      0.44101574995451165      -0.6307251169569054      -0.20903491617712722     0.4607539795762935       163.18731312290504       124.49224940764731       142.63888808188221       39.81061114713171        -52.55482332553028       7.564919434167592        -149.1831392065524       -55.363042074157505      -15.58834193524521       -21.197570774736022      97.82468226082199        -115.34103932498996      -13.793561005663037      -158.5319744473461       14.73504625985862        
rwgt38                   -27.32921240681342       5.81540137267625         -1.133705387196521       10.476107144201706       0.06160038804626522      -86.36628041667413       7.007798977049795        -74.66713817061394       -4.5693273659536935      24.905774439124727       -25.2356701422464        -170.00407005888457      -113.20116812790003      -43.313912990672975      170.0945352167126        -2.5564533293315748      -0.3568672473307818      -0.6901124130200912      -0.1547739475292459      -0.2576044209068405      0.5905715274209347       -0.28336136303605475     -26.097817370718218      120.76303744536858       -38.76494921097134       104.62350462737578       -31.53037926627843       63.53489297677655        -2.4154276151548686      -57.0987341167388        -41.91037313032325       80.90983804717303        -0.8317941629077268      18.71984175721579        10.89608380189577        -52.87930676031456       -140.57879890341314      
rwgt39                   -55.518005981752296      -0.37179424166513364     -1.4243233707246141      8.00821697036653         -0.5980141394790842      -156.51499396293508      -0.596417272341558       89.60566265331954        -3.271152839681724       -18.2432911171126        52.14693865575248        -2.114794574428288       -117.14748835605268      23.275252773443725       123.92431983234434       1.4925787950496918       0.09977523206632721      0.8601808201823768       0.6526350459070415       -0.02007321998456857     0.2972911372218212       0.04873131688540877      70.25749517720624        114.7721959521511        70.84379051461775        6.20902801161543         19.457062864257097       -168.02430406435514      -109.33319146026172      3.7542140609591286       -30.132158412195707      35.862705642313955       -70.71099381208607       -13.068546769389997      -109.25999965810412      114.0767433563999        -15.765350884644334      
