                         ctp                      cpQM                     ctW                      ctZ                      ctG                      cbW                      cpQ3                     cptb                     cpt                      cQl3i                    cQlMi                    cQei                     ctli                     ctei                     ctlSi                    ctlTi                    cQq13                    cQq83                    cQq11                    ctq1                     cQq81                    ctq8                     ctu1                     ctb8                     cQb8                     ctd8                     cQd1                     cQd8                     ctd1                     cQu1                     ctu8                     cQu8                     
rwgt9                    1.17345094872            -19.1576928814           0.132926566922           1.10038648142            0.03923818057            0.548164333246           -0.795791173154          22.7659164135            -9.10587325322           -13.9814853745           -27.2075219944           -167.003202107           -41.3753647497           165.814393944            -124.723609904           131.233898997            -1.03059692892           2.76270938486            0.439836938126           -0.0229896601708         0.801790854871           0.616621650639           -169.211657699           179.158325758            51.419128548             -53.6056108122           -86.7504271566           -139.087576959           -144.607787596           -148.677402194           82.8901145336            131.63016106             
rwgt10                   -0.816192451773          -19.0873180453           0.731160359361           -0.659064237818          -0.124546293722          0.708183403186           -2.31548862371           11.174546507             -2.35489070688           -112.419947488           -20.3566887737           85.1075105729            -26.0821857038           174.850438635            29.4310267487            -3.97753559664           -0.081662819703          1.15296206218            -0.705940280008          0.841647051092           -1.48372212079           0.893518166653           59.3047248834            -116.062252181           -106.696028693           66.824054077             82.0587441163            -57.894332235            -135.841100776           0.165226591501           -151.112251327           -29.9693503832           
rwgt11                   0.911162056642           -19.1919929769           1.6152309879             0.506306634239           0.108645858931           5.45449122991            -6.25302200351           7.13484964756            10.8955616983            -36.062193669            133.073923391            -17.4959577061           -26.9589522632           -84.6013717583           -65.4282743524           35.1335854289            -0.632410828578          -0.382471953701          -0.464471160195          -0.583725675215          -1.08431616365           -0.169102310299          120.321026909            -135.382899884           14.4260378757            170.196899704            -2.70672247494           64.6325545764            -113.521106401           19.1644792365            179.696637477            158.26238545             
rwgt12                   -0.395642942066          7.77448425198            -0.466442089086          1.33711428378            0.0228618741914          4.66779164735            -4.01350536119           2.85656453884            8.29408773586            -63.8217521378           15.5948606753            125.544678223            59.6120263666            156.195454442            28.0223925724            52.4501823863            0.595891935415           -0.128970539792          -0.251432794237          1.20797286614            0.485206893867           0.466188302854           1.20452596387            -162.396642765           131.867440106            139.883567226            -111.075671329           -34.0802090779           -64.3093168245           9.97736640345            13.4204731018            29.3024904001            
rwgt13                   -1.31279432073           13.6276788002            1.09474067579            -0.581455900079          0.102829475079           0.847918847468           2.92079166515            4.35951345008            19.0848869251            53.6308399347            -79.484583911            -41.4031183768           -35.4563975267           -27.6038678965           21.2915102               -134.803567689           1.01198846582            -1.18942742371           -0.0530263325363         -0.603768481432          1.52483467238            -1.11614367139           160.508477559            72.1244145946            28.7081103205            115.330288041            -118.801680484           174.190930705            -5.65362971366           -140.290696601           -121.00441609            -67.0487361443           
rwgt14                   -1.25535752757           3.69470207775            -0.691578804869          1.08462863375            -0.115319960998          -1.14337122389           -4.05273509002           4.76368806825            0.870749155203           -100.088976951           -16.9224942435           -78.248329578            -41.4705597878           70.0374197314            1.40394493476            -123.939309488           -0.801911966477          -1.88418565457           -1.05358899042           -0.610198970556          -0.0393618276685         -0.587529226708          -47.7454901952           119.945175881            -37.2304388006           -159.072833496           31.6903223487            -45.1908300172           164.969494763            6.23241978958            148.08939014             67.3174821685            
rwgt15                   -1.26169834989           13.4189886701            -0.185187158038          1.8354919301             -0.0851418812789         -8.51088311003           7.19020079785            0.919679671123           1.32274871723            46.7637022792            -85.3288544251           -37.6853045201           -68.370993413            60.3056371374            145.356562291            -88.1003261866           -0.451006084572          -2.44436648571           0.560860484824           -0.604937742929          0.0808335797834          0.844239864639           46.2198318918            -165.090963374           -39.2200078673           169.172502323            -81.0025921086           -89.8500871773           53.9299906513            -173.781215047           -132.24497303            136.950294046            
rwgt16                   -1.16423753846           6.21371271629            1.65682610734            -0.021342552898          0.124781102225           -7.54045391747           5.06880088892            18.7015907817            17.3116452145            -62.637370636            154.614089677            118.944988891            -156.002893606           130.875482862            60.7305307216            169.272095036            0.531387169666           0.0472678546282          -1.18651514414           -0.0261903396696         0.152676063547           -0.67830368948           -37.6031943064           153.358552104            -1.74846226912           70.189323967             -65.4099901939           148.79359367             -25.3562589688           -106.995014463           22.3019187442            141.529841053            
rwgt17                   1.0433215996             -14.2573661537           -1.66978127389           -2.22628046961           0.0316151778573          -2.97399753006           8.74442116208            -10.1610821195           14.5464751689            -149.344007681           -58.9915360611           -173.138449992           -179.524492856           -142.84080845            132.538070894            -141.738294038           0.0238277088065          1.40790034595            0.734923525916           -0.394788082892          -0.161480309225          -0.348455867804          -93.6491357692           -51.03910724             109.865447417            -66.0903103725           142.143920472            -28.7505258871           -175.471977729           -121.624868349           -140.436072726           157.381049464            
rwgt18                   -0.410091429149          14.5447777494            0.841453028987           -1.07864769348           -0.114483243578          8.86156723624            -7.63406777397           -1.29761391769           -3.08976960396           -127.172615583           -118.703576968           121.554694939            -50.6937202144           -33.4495938163           115.24580883             175.000950342            -0.806343228435          -0.119742919274          -0.29402740776           -0.614597730312          -0.301619678422          0.548164261965           -2.1289426573            -32.0055828585           -128.032981009           42.1643221607            90.8353781499            115.66072498             136.190816018            -66.3173831628           169.614526317            91.0227525501            
rwgt19                   0.378977503075           9.17002414778            -1.02533711956           -1.95525352514           -0.131173241333          8.697769685              3.40521855528            -29.3505190559           -10.7168696596           166.566484484            2.83682471392            24.9539656599            -131.005946171           44.7145012863            44.4269850277            22.4599977753            -0.956155742458          0.353040586193           -0.337346567831          1.00433241445            0.223026257022           -0.605832284478          117.913147782            -154.710520506           7.55082136203            -1.35372521617           127.630185439            138.328159084            -95.0203621306           -79.0294534264           -112.659643754           73.3311021779            
rwgt20                   0.389528196073           -6.50548543692           1.47169324526            0.450039588516           -0.0140530417181         12.7714990306            -1.31828213711           -14.9311271602           12.4839030884            -134.914676353           -136.516025617           -111.830663589           -123.747987488           -92.1479948416           -23.4593413199           9.10070391019            -0.515726044029          -2.22145436388           -0.58256776322           0.372867215636           -1.71619278641           0.413542348697           27.2959001924            110.85931911             -145.360009136           -114.485035325           -111.419693729           -30.7431632393           -110.131860959           123.909965191            -157.399222978           27.3432191939            
rwgt21                   0.642770013444           17.0890253971            0.628168872665           -0.916997172343          -0.0163416833954         2.12297197787            -5.12919096277           18.6452685832            16.8755510614            -94.8537714795           -61.2897405001           165.104043652            -172.377876208           40.5786226799            -165.977264124           38.1155295203            -1.06890990881           1.85655303347            0.166638986138           0.0231146101179          0.951826036639           0.361096709486           -155.636429799           106.491326641            -138.450423277           -123.20722347            -78.9586447368           97.8659641391            -125.871556625           100.057664842            7.22588769441            168.169950795            
rwgt22                   1.24092810532            2.13670148764            -1.74744977621           0.671684172546           -0.119148278835          -9.03372335008           -10.1604919657           -26.2787430205           22.1362584146            49.9555063169            109.675964651            130.890857748            -93.8702166359           49.85425086              -90.1062908688           6.86668650165            0.603996899514           -0.316789316903          0.251431038929           0.656471816263           1.10290611213            -1.52882668462           -74.8753462764           57.840047235             98.7241813604            -94.4480685334           62.1821796736            -52.8274171955           172.724139214            61.9447458934            -143.389379763           71.6880365583            
rwgt23                   -0.00379768948972        0.716195995495           -0.603625690094          1.27318036018            0.11475747815            10.6988717215            1.28240907473            16.0535081629            10.0245310753            29.9551849593            76.2416735474            -35.7008712801           15.6719852422            18.9842416611            157.538983419            3.59241740532            0.193609531552           2.76274852175            -1.0031994617            0.639770850575           0.675066939961           0.19708436804            -66.1634886599           12.8585996821            -91.3281400789           93.0560421346            1.69877341821            -118.545854906           -13.0260538146           -51.7629129911           -147.56499499            4.05734184855            
rwgt24                   0.0988279617404          -2.35272818836           -0.251152896843          0.142256047674           0.0973894574244          4.08228628299            -10.203536059            3.86422651967            18.8798852077            168.248459886            -11.3460767637           113.855131138            -88.984532775            -133.000913512           149.137140573            -102.684553054           -0.760148994021          0.705430362366           -0.776505341535          -0.430963836215          0.30477230687            -1.41623326497           -31.9453061085           160.071204039            75.9865684037            -58.4731733068           10.9439794554            -149.312413177           140.668624229            -169.918122151           117.644036273            -50.6172873531           
rwgt25                   -0.283789658281          -2.97809987926           -0.305758619616          -0.519249636576          0.108840326086           10.2891278493            7.1933588438             29.1715186454            -1.50702000461           -160.919829586           -159.755580899           25.2092590937            74.2912792842            -35.0013859297           74.1846315268            -56.837529682            -1.1111955548            0.415923394918           0.650815165995           0.235605360677           -1.63210779134           1.46281461643            103.952971566            -33.1573128407           8.20643179041            62.5215142203            -82.5185865882           -168.633904528           -69.4235845285           64.7190903101            -124.705038594           -39.9865624881           
rwgt26                   -0.341915314507          -8.80285353291           1.03668791059            0.820915380974           -0.119748584274          1.95283460548            -2.27027475816           -22.5520189872           -8.49272405451           -44.6180093954           -57.38231146             -92.0755974359           44.4897215579            153.984207519            -29.817100362            -117.361586995           -1.15739309251           0.0195748803068          0.337707055692           0.582611506414           1.32929720737            0.0415990716983          68.2073415997            -163.429917489           -129.184824424           -108.359490982           -49.1639572974           117.173895872            -130.070603243           -44.699445383            176.526578413            153.032042231            
rwgt27                   1.20890062714            7.59499907133            -1.41695750475           -1.38157899016           0.16175830671            -7.87955301048           -6.20381219471           -19.24250286             -8.29971135047           -55.1804308609           98.4679083988            14.2829832473            -99.4061972091           40.6284765535            32.2635664673            -75.9262815123           0.20263673161            1.4665191223             1.20798589275            -0.971068882936          1.6255910078             -1.10303163072           48.0771619597            -19.5586758567           20.8601030532            167.589562414            -65.0300281199           32.8164399235            146.800958217            46.7404335818            77.3251816795            138.108269042            
rwgt28                   0.29060475283            -19.4255411352           -1.05163947977           1.39632381624            0.110920336503           3.16084334573            0.72046421091            21.6333602963            -14.8672257582           66.0958129833            115.898174986            -150.997569838           -95.1822642242           28.9026257775            -15.0479677745           130.204912562            -0.363968065684          -1.93016350124           0.678147428754           -0.473088064598          0.38991064173            1.11278516758            -53.271118162            -159.442336322           2.73697944009            -148.28326498            166.446023981            -151.675643479           -129.842270653           41.5199917179            -55.8049720393           -2.00287184981           
rwgt29                   -0.427095332415          15.4994405881            0.889728941108           0.358092129251           -0.0701178452801         -7.64871251323           9.13385781698            8.62062901636            -3.65402768994           172.781261213            -21.6296506233           -171.044045775           -163.312861358           -39.3530494934           -30.5217848741           17.7988231126            -0.759189557906          1.69021154538            -0.905868166799          -0.256719951306          1.08984872185            -0.599403055076          23.7868636045            91.1374864947            135.772031594            -165.637469676           9.93712092804            78.92422                 -131.234233531           128.97368443             151.270380239            12.6282770585            
rwgt30                   0.867998803563           -0.565459324028          -0.174614435341          1.8720106274             -0.0146106810491         5.71936962238            2.13360291527            -2.13927340151           -13.8087580703           73.966750704             -79.6687537524           -56.8867292508           -164.438410181           22.7605436502            119.594517633            -18.4209434968           0.980654792366           0.813929568988           -0.404541613058          -0.904760617628          -0.750914491432          1.20193999041            -160.184736319           37.7572484293            -119.862303741           -76.9041625693           -84.9081894004           27.6268912772            -165.869500028           -44.4074105727           -129.194597833           -89.5101782787           
rwgt31                   0.377665639325           17.1823576726            1.73736058423            1.33633133648            -0.124981066575          -12.9693475448           9.19001595742            -15.3413368339           -13.7743922864           34.2666765877            -114.830817011           65.4145678405            4.86430647771            13.3984789356            -80.6581774993           -145.28624444            0.412738378605           -0.910499743381          -0.958751468085          -0.807563553676          -0.167739956967          1.10833567977            -81.3089370147           102.905879139            -98.6000213351           91.6633897435            -107.87948796            -126.801891112           -72.9614332314           81.7764462129            154.923411359            -152.19531821            
rwgt32                   1.15248093927            -7.06465812848           0.117711573949           1.17692902008            0.0232649841625          11.0793484008            -6.5525140085            21.6631119885            2.7747468672             -145.267294846           -166.310196729           -81.8067866298           152.372667989            67.7112310733            65.9795606155            34.0135490627            0.67020429324            0.192167929593           -0.135805480375          -0.184129677007          0.06182175556            1.28360522393            -82.57626933             27.3036733816            -36.7081183438           100.680916173            167.586227245            78.3122106871            45.363573309             -13.1045621415           -56.5975193361           -26.1939177953           
rwgt33                   -0.492178840511          10.9518085066            -0.286244985397          -0.616937489992          -0.017239065918          10.0729008358            9.95370341304            -24.3054036785           -11.2408788754           122.891590521            62.6211852347            111.163243516            -106.269850763           -50.3238336032           112.243028475            99.9709530622            0.667989501308           0.403776786318           -0.882134794765          -0.292852781148          -1.14943546446           -0.521585912394          106.624207565            13.9077039081            -113.080213387           89.1704760794            46.8122369402            158.629126375            175.673831661            -124.262445444           123.272658716            136.705732495            
rwgt34                   -0.974656618863          -18.3829523939           0.467943724583           0.254373826828           0.00387072990885         12.6220535515            6.77744834608            20.9839092028            4.75492927317            -79.1351753436           -22.1326438276           -120.951726161           59.4161215554            -63.3728382595           -171.431851452           -134.9020224             0.159059755166           2.35626891382            0.436134364842           0.842009403168           -0.844526205952          -0.612697361462          113.366374514            -125.931474766           -166.79580346            43.778417331             35.4460814433            31.399162125             -59.2066027064           -101.206339519           -153.261828115           -86.9878768134           
rwgt35                   -1.41904706118           -17.782214495            -0.663029408084          1.77947420121            -0.117798390187          -11.4816604667           3.40853591076            18.0649136338            -2.15839782687           16.500314897             62.3154309302            127.442282461            -34.3296033236           128.614001107            67.8869245291            158.044914537            0.527806406321           -1.07766580602           0.23214120598            -0.890613179444          1.06981287271            0.731873699387           -73.8186086074           92.0736746606            0.261895161766           -21.3773279722           38.9856786939            71.2524086206            -168.044290256           -100.422751975           77.7035158553            75.5624916296            
rwgt36                   0.740221306556           -8.61426834495           1.4851555978             0.0648281677213          -0.104937630448          3.22193802556            -9.44614120925           0.957480778709           8.56586367874            -50.0215839583           75.1367475333            -64.9667518609           66.7886746678            43.4759248416            -76.7705337757           -10.7955096568           0.942032422305           -2.37135652384           1.01661493452            -1.05098356369           -1.50050751866           -1.67156672599           -47.5104797499           48.5996053104            -46.4816140196           -143.45933761            -128.128661425           -160.094872864           40.4430105209            123.706327127            -44.1564195228           -48.7100972079           
rwgt37                   -0.580685249205          7.45088833888            -0.0617422718242         1.86263657946            0.0862771253818          9.5076692264             0.623890902202           -14.4660589245           17.1281650577            -59.945472663            -73.9116714381           -115.975724564           148.033584375            155.790079876            -154.367394007           63.6322570246            -0.202572833872          -2.05229783008           1.04288711299            0.0978525029364          -0.302665908344          0.594292799865           -74.3053959118           155.727226954            43.6872813456            113.279296084            -52.7191559521           -24.6204820965           -45.3289272286           -42.0605774048           -152.269128816           121.684857097            
rwgt38                   -0.433630424577          -7.07172866252           1.00376243849            -1.54482787148           -0.0905894075657         12.6054442107            -1.07183918176           16.5921009971            -0.147095754935          133.008789201            -15.2112033296           -73.4573551625           -165.028972442           -41.8509988658           113.646157333            131.181482616            1.04403361183            -1.85671420914           -1.078362154             0.280851367744           0.897915700909           1.30217697544            -136.709304329           167.660828579            69.5596540208            -76.857716555            33.51258915              9.02410453082            1.00454006269            7.60742278264            169.736336589            117.400449447            
rwgt39                   0.0729390320223          -9.22146210292           -0.967349607399          0.0487972729938          -0.00972882280063        3.38601007749            -4.67099312291           -12.7618394557           -9.54250019632           -36.4385012891           146.940884259            24.1275924618            163.416771604            10.619031465             178.303589598            -166.461009672           0.948967456907           -2.70859929859           -0.175766044544          0.130246141006           0.159594234447           -0.772280189062          -42.7145067461           107.751036131            -176.40531987            2.289946896              -47.2350475746           -0.0603977512735         -70.591204698            -30.1148442699           40.2083682492            -109.771152028           
rwgt40                   -0.0218493960132         -8.42663096078           -0.111016978502          1.25109739351            0.0406991674644          10.0133357923            -0.119278141795          9.66222647111            -15.2567861559           95.119061242             -9.19151398707           -50.2320103252           35.6709330863            155.629461338            169.350588572            161.943580211            0.946219605398           -1.40828674567           -1.03501872939           -1.14628544558           0.279763013196           0.205616149087           -178.215547943           -132.338620404           73.0685882922            -134.542766232           158.055108922            -133.017938707           -0.68298935802           101.228626571            60.376914832             -50.6201249252           
rwgt41                   0.910813835935           -16.8794218429           1.01454866935            2.20193021765            -0.113986400204          -10.1312162412           -4.21691265647           -25.0048719771           -0.120387726656          -149.900102476           -103.000499837           -135.66931633            -38.0328329686           -179.214086926           -137.774028576           48.3120631458            -0.432821743102          -1.21053665517           -1.13705974563           0.317162837721           -1.58627818423           1.24426384703            79.5374825344            71.4725265879            -88.5470344371           168.412658524            23.2535612768            4.88082377757            -62.8170003783           -54.3044713552           -38.1609687626           -146.293836561           
rwgt42                   0.109446272253           19.4207932015            0.163163537616           -1.51872153047           -0.0250319472512         3.61383754065            -8.21193194976           29.6142761802            12.7460833532            8.00366150415            179.198296725            -165.435277717           176.709882155            -48.8600606159           -128.674115941           -36.8311895482           0.842000006706           2.14261954332            -0.439337387065          0.0266994804471          0.65208415397            -0.626410569998          -133.855176918           -66.1381962244           126.050463527            129.289625204            162.014954795            -90.5006748668           98.4333420852            55.5353891015            103.281127894            107.766863398            
rwgt43                   -0.0945833761457         15.383774991             -1.21687724213           -0.842432583867          0.0139511987351          5.27560619662            3.68909925891            -27.7340524447           10.6724811446            -105.760407603           121.409037922            11.5109784124            130.069075135            168.013070706            168.962470933            -17.3554266607           0.239026167459           -0.655517655704          -1.15338330211           -0.634142542652          0.429263051866           1.34563942782            -178.808696845           77.8978108287            85.4779476278            -97.0275501053           -97.5268511122           -165.55546686            -85.048490405            52.9992841209            73.020831142             164.668528478            
rwgt44                   -0.0366447500018         18.315126455             -1.75930039394           -0.411362184955          -0.104717690017          6.18220080964            -3.10192914519           25.4978758355            0.912966116961           -98.4312411005           168.59151899             148.277830573            -86.066065863            -162.905316859           23.8834337051            31.9057495201            0.803493203607           -0.794175796613          0.977747658405           0.847381382173           -0.206749152949          -1.30476377715           -134.549022443           44.2437151476            121.52901473             -116.644988087           0.716621938091           -68.6433129948           62.2520511119            -109.353701285           179.788666162            62.0734659668            
rwgt45                   -0.887825597703          -7.1108295561            -1.20304655731           -1.88469820307           0.0865222550423          12.1390631129            -5.50092937659           16.3176104507            -5.74580343041           86.8467334271            179.152916133            10.5006125148            -41.6116314224           -53.8918307977           -117.346518867           72.9956818611            -0.238490827479          1.80219335513            -0.356337321143          1.2246329825             -1.48257741431           -0.216027744599          175.6929719              89.8825927433            -169.851981979           68.5392710076            83.6566389613            -46.5573365363           87.9924841264            83.1699010814            30.8712147671            3.60458508211            
rwgt46                   -0.381911413083          -12.9595124184           0.698658998641           0.897632136681           0.0514620087131          -10.561079254            6.99911737505            -0.841424365174          5.92785299204            -141.448203593           19.0281143926            -166.695495155           168.104862791            -23.4256490991           -26.7763325914           25.9959000012            -0.527414487013          -0.468179405643          1.2740954354             -0.759984254814          -1.18466756793           -0.91515342321           -12.8912745612           69.3814196039            11.0622706557            -66.1899514347           -37.3073297028           -59.146599199            -169.083961922           75.8406006765            -19.1006738172           105.772181826            
rwgt47                   -0.576836043914          4.6816039119             -1.47856551767           -1.39498394028           -0.137032123195          -4.25068029127           1.39877692788            -7.74351350399           -13.1210671815           -168.257540006           165.263592169            -84.822992169            82.0476169653            -38.0856540368           89.5344236779            4.97225851306            -1.10406408556           -1.55351618599           0.639734423141           -1.01822911495           0.0775845465567          -1.17859011371           -62.6646713082           134.173426812            33.8463091206            -47.4911689042           -24.6469034712           71.41404412              10.6567470188            95.7130385542            -8.59710357846           53.0787021769            
rwgt48                   1.43722931377            -7.66150073764           1.33653326349            -0.227158591699          -0.121334184989          6.44594029119            -3.91034501192           26.2484864059            -17.7289138242           -4.67433653117           -60.2102976867           -157.310311464           35.8530921433            114.010673154            -77.6044650031           -153.978837801           0.490009456083           -0.339087699926          0.630324695555           0.11065481886            1.65645783675            0.147896626668           148.477040264            -69.5468038966           -105.352404637           81.0409044507            149.742808631            37.145434472             173.387233025            -14.6418521655           155.787948308            152.471268307            
rwgt49                   1.06638077855            10.5496712167            1.54610867671            -1.73540968893           0.0365749813974          -3.79128898767           5.52701604079            1.775770596              2.36302547802            89.2159350861            115.00024136             -171.3886273             43.6023208372            -58.5310752388           161.664016606            -55.6717522229           0.0433005199653          0.347120789785           0.700711422119           -0.0521644064673         -0.790934225515          1.5658529019             -52.1145895012           -25.3542589003           -103.524603339           99.6358708688            -78.9950235372           -29.2491516659           152.969000525            -65.8501034112           41.8882385437            142.889370008            
rwgt50                   0.716118944581           -7.01778465244           1.68246732855            -2.05065193343           -0.132787108736          13.1083704875            4.05150724282            13.2989733582            3.78995130117            -165.682302185           67.5997630952            -126.591216543           131.800805346            92.3370158352            57.7755301974            -44.056825893            -0.600193331217          1.4160149703             -1.05547963611           0.66530776001            1.41786337741            1.02954815498            165.575987442            -73.2846870047           -122.240057201           -74.8819284769           -119.566062351           -101.65583114            29.6934964381            -96.5779001326           34.2779024675            172.03461928             
rwgt51                   -1.4307675549            7.39223062917            -1.7032656881            -0.838928681193          0.0902325972175          4.82351910959            9.18068920398            -16.4450215062           12.757455064             161.849039192            47.3630622392            -31.2621913217           119.645222732            136.180377016            -7.79474431372           163.357720322            0.301776662236           2.3938873883             0.0737855136898          0.919477558063           -0.875471527602          -0.232767844641          101.62941665             17.6884717667            54.1503201655            119.497754716            165.211453892            -43.0567797501           79.7440095084            -113.985538713           146.771402544            26.4936858349            
rwgt52                   0.168449536706           9.22583697624            -1.76500319142           1.87021304369            -0.095304845701          3.73950690827            8.54377503699            -15.2682070401           -8.81548129578           3.96341650305            89.3858578317            -82.329943427            -115.53022196            -175.312676212           -92.0255882107           -34.7643576863           -0.621614415749          0.0748437710868          1.05508205616            0.0234833259588          0.910479059484           -0.725693169232          18.472763582             115.177352939            67.8796709936            -13.5847912495           176.979083613            -164.321194827           -115.351771372           -54.0499344918           88.8986233864            -148.063475862           
