                         cQj11                    ctq8                     ctq1                     ctWRe                    cQj18                    cQj31                    ctBRe                    cQj38                    ctGRe                    
rwgt43                   -2.62800099339           -1.93465577972           -3.05327650769           1.12852316449            -0.13837276031           -4.30251243782           0.282085431639           4.53501530994            -0.479715475322          
rwgt44                   1.98990112426            1.44382434649            1.41157634846            0.131882413982           0.360232498139           2.44539693793            -0.837943076522          -2.69478081363           0.514534775058           
rwgt45                   1.66580038134            -0.607856790396          2.7352281771             1.07142896356            0.185935232033           -1.0124003033            2.03670082106            -3.50253722197           0.226627893299           
rwgt46                   1.15618659411            2.19448910939            2.46253511178            2.10446001167            0.40828106895            -0.0113630304343         1.9826897789             0.619613827371           0.14624258253            
rwgt47                   0.306175527405           -1.46380547742           -2.8134033088            -2.03985732925           -0.472697983067          -4.51489485252           -0.494995985328          -4.05846194327           0.308626300741           
rwgt48                   -1.27832697387           1.32932902882            1.02554736127            1.09859889111            0.455858275599           -0.308984775598          1.0703902092             0.714226278786           -0.275458580225          
rwgt49                   -1.52145124243           -0.929562996587          -0.831817197147          1.44686939734            0.130729913143           -1.47395869487           -1.09360121962           2.68739270406            0.0635297542476          
rwgt50                   0.0641964409169          1.8410857572             -2.43511152246           2.10925761473            -0.362878192586          -4.25240296881           -1.25158760778           -5.42281481524           -0.298954599227          
rwgt51                   -1.3989774237            0.767334193102           -3.32093716854           -0.272434895349          0.0466975861781          4.56642473253            0.322278748862           -3.11850396232           0.366162641191           
rwgt52                   -0.0800212687648         0.666580532034           -2.69800285987           1.48819675343            -0.118411215647          -1.85487519415           -2.65135532365           -3.35437360696           0.439771704101           
rwgt53                   2.30827077494            2.68910546103            -0.434922662268          0.322812253034           0.328883405281           1.73976010997            2.46521032975            -2.09228423068           -0.518701327936          
rwgt54                   -2.85125649415           -1.89707036319           -0.936390088647          -0.377377688021          0.203553120046           2.49811409367            -4.24014563275           -2.43496930351           -0.482637396078          
rwgt55                   -0.84870231275           0.799633161439           1.15188260906            -1.75377753252           0.493020582985           -4.63384632834           3.25317216562            1.76988290289            -0.46476707252           
rwgt56                   -0.450139973412          -2.66262860549           1.06315454867            -2.55945917279           -0.317331311068          4.05591792896            -3.15759730536           5.10303659208            -0.0819791450664         
rwgt57                   0.158809719364           -0.379631321869          -2.4076739025            0.0218289801428          -0.0722749432169         -2.1841164663            1.14300290308            -0.0231425164611         0.211782681365           
rwgt58                   0.967602648898           -2.75581825651           -0.8199177375            1.04578001505            0.250000663728           -0.120269591574          0.908585005175           2.37796220921            -0.369649828985          
rwgt59                   -2.08615026789           0.0573757968821          -0.129754367024          0.309588696322           0.155480104499           2.31913097802            -2.49945608146           0.674756487493           -0.0693549595562         
rwgt60                   1.07468118012            0.860262162532           -1.2690884578            1.92939110666            -0.0042483398262         2.6296873716             3.76651852931            -0.409451139477          -0.434575208183          
rwgt61                   0.661820857832           -1.90774494331           0.331572637209           1.59293294365            -0.178049184033          -3.53605155314           -2.91774482743           0.334759669204           0.179887594655           
rwgt62                   -0.190278846825          0.17173034683            0.416985659264           -1.89586060793           -0.20443428058           1.54211536258            -2.94545418889           -2.04673115758           -0.0608489976764         
rwgt63                   -0.286199751004          -2.58455475675           0.758032469452           -2.78481965855           -0.286602386313          -3.76052957602           -1.92349617903           1.59492438009            -0.263944722701          
rwgt64                   -1.45244231011           1.06658496029            4.16881040693            1.5565597349             0.265122208229           -1.44583811773           -2.62629435096           -1.99656687942           -0.403579191655          
rwgt65                   1.31648722987            0.724615174481           1.30242259179            -1.41264851739           -0.374427304412          -0.24263749665           2.1020067757             -0.733493943468          0.399627390936           
rwgt66                   0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      0.0                      
