                         ctp                      cpQM                     ctW                      ctZ                      ctG                      cbW                      cpQ3                     cptb                     cpt                      cQl3i                    cQlMi                    cQei                     ctli                     ctei                     ctlSi                    ctlTi                    cQq13                    cQq83                    cQq11                    ctq1                     cQq81                    ctq8                     ctu1                     ctb8                     cQb8                     ctd8                     cQd1                     cQd8                     ctd1                     cQu1                     ctu8                     cQu8                     
rwgt12                   -1.86615779993           106.227076994            -0.0343191358048         -14.1056577071           -0.618158280771          -0.459686556061          -0.240214348548          -1.57607898176           -83.0988646789           67.1158059755            -29.7870628469           97.8489480492            19.8154323265            -100.510298974           5.87851682703            61.942870397             0.0866314687673          -0.309297925022          85.4876771925            -114.880767326           -74.8395824355           179.7609597              144.549913671            -36.3637889897           101.362791002            147.858284299            -40.3556791935           -138.532116777           -35.003000912            127.307174207            82.0325906325            131.743656701            
rwgt13                   -2.58971577928           -132.737700656           0.0672052540381          179.962406999            3.72477503222            -0.157968891772          -0.24050111873           -1.71993051999           133.473934237            131.740141574            178.559823493            -146.879112441           -130.672921587           -160.738341437           47.6973993144            142.182064226            -0.0815226939174         -0.0662705864663         -144.874239089           118.677864953            -112.217300514           24.9302837043            81.2495475662            -175.247006845           108.246180335            114.250997346            89.9666688794            60.6405744939            47.3399852957            -170.240898984           -133.621102479           -129.419407294           
rwgt14                   1.49965377617            120.283867484            -0.210210759708          -91.0518087441           1.43073395586            -0.0650808649102         0.486081097841           -0.376529884149          65.9229975641            -138.633674974           -16.6615293358           131.097425826            -145.372890714           -106.583359474           -75.0444931498           72.9238669826            0.0267524081393          0.316180858355           130.438252524            33.9256274988            15.461855374             -5.40504136154           -85.3885929351           -168.171703072           -38.4011301546           56.5152921689            -137.286932844           -80.0388814335           -73.3457360781           -58.8587421355           -149.299089256           -115.264102155           
rwgt15                   -0.950696554867          -81.8961150426           -0.169715799236          -123.0519574             -0.914280820213          0.0740705517729          -1.26638896388           0.85248577534            158.163960601            57.5581734988            56.3099541428            159.551488432            127.023154242            -47.6524782152           59.2331309377            17.782975207             -0.0808621452537         0.0655411483334          -36.8841228225           68.8725084408            64.7029561374            26.8970148519            -169.962745924           -17.9809545787           120.921860735            -15.7571185162           123.510067973            -57.4707678213           88.0544736204            -82.7207370239           -152.706454858           -13.1243348993           
rwgt16                   -0.947451539726          -130.913660921           0.0965390589879          175.236816815            0.964520796572           0.0550419935748          -0.326119839578          1.27973987921            -69.0859328823           -94.3487258608           -60.0967660572           -118.686923602           148.549794027            -21.7908846708           164.269851674            -65.1939994016           0.028700741183           -0.334289764454          -79.6888973005           -35.5817032131           100.962104581            -164.319252367           68.2513093281            47.0404007019            -65.4739751922           -165.67483614            93.6350035749            -110.613899966           -161.239605781           177.11602224             -145.504046371           13.9291997975            
rwgt17                   0.811699099375           -160.986456927           -0.214077922784          -63.0848550209           -0.0845306663067         0.238050208698           1.25398691159            0.66797267464            144.04103944             -153.160274641           -41.0068987479           -5.80214715747           119.923627087            178.110189794            66.4249644905            105.305283259            0.0765482910967          0.0275285818719          80.6068181559            175.354460066            -105.041540932           -177.731683589           -54.23175059             63.3815175486            -21.4953628645           -94.4749359342           -174.221264801           177.230145313            -164.59323397            4.73443289289            -43.2281646166           124.111470542            
rwgt18                   -0.119091858092          -4.60584462877           0.204609946685           45.2725353169            3.56806104854            -0.518275919971          1.14367765236            2.27836412799            -177.351071702           -118.072613166           -51.7111103049           74.7399155264            7.78730910896            141.658967585            -13.7448407167           -56.0924457907           -0.00155202456052        -0.276649776169          -112.826289134           -12.5668085294           -38.9182280874           -14.787738117            97.4304905531            -96.6583223971           120.776853016            -176.826362026           -127.949455387           -46.7477101185           149.059582052            -120.786983914           -139.69927471            92.0960738346            
rwgt19                   -0.528870025828          159.924325832            0.233287260569           -139.92604222            3.04850562372            0.396778527081           -0.332309812793          -2.39301106515           132.641190292            -114.940590685           35.7046005407            24.6870773542            113.512556994            76.359247867             141.591153808            -145.178855519           0.070721273714           -0.114525375612          17.8947638536            -164.395408177           73.78794226              157.641426285            60.2637402598            25.5583823384            -156.734377944           -28.7222452502           138.049584534            26.7956405449            88.3589277516            153.498175372            -27.1423595059           -87.563812855            
rwgt20                   0.971971644536           81.0616262282            -0.0993460909158         -77.2415403623           2.60313847361            -0.431241412103          0.390674290122           -1.49154312243           -159.938089587           42.4283890845            118.739190009            -100.04892984            -172.541596643           165.056090349            108.225744811            -153.607388721           -0.00963595445703        -0.0726949162509         -136.317545157           62.6696419125            -179.17126731            39.2479118037            -102.433581857           -142.558309793           100.018640888            -6.13799661868           6.10408204449            -49.0456272432           22.3914333553            78.6129306262            -175.215265883           73.5513069224            
rwgt21                   2.93803950533            -14.9400980138           -0.0773609518328         -115.838990729           -0.185454795894          -0.290839478504          -0.482000857109          1.06138064529            154.439632123            63.0516325912            94.0789643843            111.958329229            115.591628109            4.81856932053            90.852618352             161.336339978            -0.0222592183261         -0.0680485765262         150.750198731            -124.784895839           -74.7720824719           -61.8331427079           -137.872265393           -100.432855267           25.0565858672            -151.601283203           -43.7309406201           -120.855807714           -64.3496925941           -36.0388013485           -89.5253501999           -40.4337948044           
rwgt22                   0.540251557355           -24.3711976354           0.0954503903002          67.5446114808            -2.24076179508           0.513035811894           0.369051488578           -1.06330860469           -66.0104365418           -151.315409434           -109.58196346            -82.7471390982           -120.571943742           -115.900956279           170.019017574            24.5448870348            -0.00827093360828        -0.0847289254442         58.2884182308            -116.475622663           104.496691665            -86.4414821219           -136.184723406           134.461282107            179.513241121            160.097004579            68.0652500561            172.236864599            -85.7034889507           59.3986956254            -66.7382416365           118.995323716            
rwgt23                   -2.89506998125           144.885696695            -0.12367365033           132.519210089            1.12628029629            -0.141829704081          0.796942463737           -2.41896384471           82.3509721231            119.331165202            -57.3739940045           -140.97576437            -79.4048889988           -54.6152210334           155.093343291            -125.534957668           0.0783118342791          0.0254205698487          52.2688464834            164.040365885            -142.620342429           -102.404598597           -156.393041208           30.1227547101            -115.853698834           143.772291339            62.304053257             -108.195092125           -48.2813997685           159.603225615            58.5971799751            48.8696758301            
rwgt24                   0.521426522918           130.652587747            -0.14205910557           -65.9177847205           -0.363403881704          -0.0438234552528         0.901460001271           0.552250353007           162.032441292            -3.17251585327           -56.2382694508           18.1952019986            87.2664836989            41.5783181561            58.8420377949            -173.385875938           0.0857712850214          0.150863553238           -167.640846525           -49.80017215             -97.2199306762           -35.3911640837           179.63214865             -87.8853623954           -44.0281970153           150.713190365            25.8838729076            -100.597312109           63.8868222211            -70.5383801936           -169.914648956           -43.9248137327           
rwgt25                   2.58175896106            122.086985791            0.0229579730285          -127.429989844           3.22953084128            0.259088506576           -0.0511918497729         0.796518123474           -127.436199987           33.2355055217            -84.9902937285           -176.133573747           -174.339249316           -153.005555436           146.204790967            -173.152702435           -0.00179769801219        -0.19075393313           -34.4141415646           98.3671292252            -59.2494841346           2.95296208964            -81.3487488607           -113.053108668           -135.077488272           -130.561223246           89.4665929087            33.6694239573            -33.9677207015           -22.7356287717           76.5529850609            153.655378741            
rwgt26                   0.723446869682           48.3243101034            -0.174087262168          115.14595506             1.87056278061            -0.0480365990375         -0.333319099347          -1.20428946702           108.50649595             96.156572134             -91.7117011399           130.411350503            -141.926671451           152.104319998            -43.5761603793           -42.4179574848           -0.0578176082326         0.148529372914           43.3929084095            113.569275842            63.1106767255            24.9071225958            77.3742523469            -179.778746255           -84.7205744371           23.1325122446            -161.357120339           53.4352222655            85.5607485978            53.441609361             97.402491012             30.4316895791            
rwgt27                   -2.48275558264           62.4992673322            -0.00914272270617        40.6794268236            2.95745490249            0.332129324135           0.0531370854732          -1.74744933844           97.033516943             -95.5785872463           132.061126626            -96.6187687198           -101.101412824           -154.503128056           -99.111022357            -143.771435781           0.0565875875475          -0.0943122765222         -13.9361072761           -103.021529595           97.1361228838            -4.59130216579           76.2876380441            -4.35080187179           4.9207579987             49.6988019838            -17.9776175422           -17.8315470193           106.746018018            174.762711665            -62.1649574004           59.2717414158            
rwgt28                   -2.19405276645           -37.9714273623           -0.0751458963425         144.980522242            -0.0484708411726         -0.0574476652449         1.05861120091            -0.993184136909          -147.204896324           -156.144773553           161.951403791            178.188564887            129.896311108            -21.235279248            166.602534618            -59.5022785902           0.0598965491062          -0.099301919059          165.356726151            70.8418182689            -21.294585086            42.3243790689            -160.673404765           77.8405391204            80.6221032471            92.6227326383            166.510633936            95.4847918765            23.6851427002            72.9790778109            -136.104526393           110.114631355            
rwgt29                   -1.84315360541           -12.3904966474           0.203720814528           90.1496876009            1.04398136608            0.379071756736           0.1307745133             0.779405427221           -131.84492533            -32.9106484546           -20.6024439745           -31.0660789678           -42.9824422577           45.4537984836            95.7009843642            133.620266885            0.00158615258156         -0.173743209213          40.1179305422            -85.3890090259           86.6392535965            58.6401776973            149.297950276            161.062969211            -174.422432613           50.4244103944            -19.3046774008           99.4788894516            90.3590196807            4.95385942559            94.4750434948            -178.008269774           
rwgt30                   -0.733753954274          -10.0815709919           -0.0159975729325         80.743265589             3.20426711702            0.454078695589           0.350773374148           1.17071702716            21.2753934564            -118.365269608           25.7359016337            3.11500504095            -172.180900527           -121.305814769           -153.251652995           -20.3709482536           -0.0377422116596         -0.00439070744559        -63.3786324382           -54.9814801176           117.928028813            148.03259475             71.8050836594            29.6323345392            -168.166351446           -139.90857434            -52.8137511448           83.1428906377            94.8907381755            9.92689944633            -86.5121202918           -2.60852798033           
rwgt31                   1.85042830343            -4.34401041958           -0.0386835533866         80.7764584564            -3.44730079049           0.289017951466           -1.09475856711           0.349753255854           -3.90277992921           -44.0224959991           134.713246998            64.5306382555            87.1564698117            -166.01609607            93.6025286703            177.006874728            0.050711037752           0.235842294291           163.093081623            -172.484154255           -151.736220005           4.86678119346            -107.025259405           -149.171114045           -1.15092377492           159.720017828            168.843409963            60.8424888048            -128.042862233           148.57866589             -45.9535349961           -15.5570132251           
rwgt32                   1.10724874871            15.5307250088            0.134527322506           165.641248124            1.68772210133            -0.0918671340925         0.835589130074           -1.9824855956            19.7079961685            -54.1681631408           172.05225494             105.887733816            -98.2677437676           -146.008440551           -102.398496192           113.928899285            0.0891799941653          -0.374473146641          -20.5798187314           165.941590086            157.430527945            -162.745843769           65.7253480771            -8.72814693973           106.803572526            28.9006722961            47.0197029167            -100.584114701           -46.2420892063           172.910403512            169.050599285            -99.4699754953           
rwgt33                   -0.69345552032           -164.062882054           0.00509485232621         -170.177163051           -0.98308544939           -0.308615083103          -0.577623774215          -2.18388250194           -90.6041928003           83.5430496951            -25.2047492726           -171.641218081           104.720589637            82.3625683875            -40.1983570799           -139.505939436           0.0496690447779          0.0808574009941          -176.268418482           -75.3929523655           144.394703893            65.7253348409            64.7948849899            -2.1232488989            37.708981535             -66.628063944            159.721629217            -47.2625972409           -57.4336743934           -35.1564565325           167.384832439            -162.806802102           
rwgt34                   -2.30758994733           175.874142647            -0.125990785689          -166.714813427           3.45311971716            0.52073087051            -1.27789237662           0.552528487355           -46.6946612702           45.5883266186            93.8281611933            50.6218414089            -155.92258602            -42.7095124223           -137.704687304           73.9527161838            0.0511192794005          0.294919450514           66.22550615              -153.935414709           116.64906555             29.2349574643            -11.2379535933           31.0271939756            -38.5871999342           162.942081863            122.419075747            19.1096067663            -55.3575438928           -14.6588165435           -8.7828339132            -50.8041635818           
rwgt35                   -0.375013914437          31.642717219             0.140440409127           137.741745682            -1.7946448212            -0.147090237402          0.818850737519           -2.15957772187           96.4561330798            44.5650995807            27.651744397             -172.3777325             -110.659294691           -22.7851098193           117.269308666            -66.997038541            -0.00101773950965        -0.165408542805          -156.312216006           -126.205731749           -161.360212319           -23.1014001706           16.7076083983            103.593628878            -10.3373444342           -149.133849441           -42.2271468391           -76.2370191477           148.632227066            135.497749708            138.992090378            -85.1507353452           
rwgt36                   -0.314845022157          72.2358315825            0.14825911697            -22.5694683842           -2.55192061216           0.0676669788626          -0.199838325838          -0.162650636296          104.515239299            -120.967917819           26.6515650414            163.085756226            81.4377982977            20.1359258352            33.9019029341            30.1792918384            0.0555335024702          0.0479742842853          -35.604308916            16.8442037166            -137.074536824           177.978161913            -76.6093773526           62.2641343501            -90.0954805366           -135.415872721           -54.1289382251           162.84166184             59.5334018025            -157.585038026           -177.917258076           67.6693061725            
rwgt37                   1.34451403747            -165.554274049           0.174698572351           -148.313617986           -2.47084710698           0.192623840694           -0.915202837779          -1.94105864117           67.5394571781            5.01817597047            -76.1008103268           54.4056333607            62.9536047608            -150.244568669           -124.133323713           46.9737393261            -0.0112356264449         -0.158014157352          -23.7284975305           -99.9855709394           -68.8803167741           -31.8882494207           66.6487997247            23.6493555342            -103.928510026           -179.573044997           -0.858803666475          -26.4860059988           1.28572373496            -134.793964708           -19.9669789773           62.46747677              
rwgt38                   -2.36384801725           -23.0214664175           -0.0728187604678         -20.5592287197           -0.523927879949          -0.512425787402          -0.369397088948          0.61459157408            155.209939042            -45.8189767697           -175.605104836           -109.344953995           165.849886654            130.550299235            55.4077516703            109.511726893            0.0804698130329          0.308792869143           -109.08492371            89.2441267476            -93.4776430229           -62.627545867            -0.551652112942          -155.985013667           92.7877656356            158.128190558            -176.169882523           40.5141947995            41.8452836168            -128.75926158            112.285683727            97.5918243584            
rwgt39                   -0.493906407731          159.942645343            -0.128221494884          40.7813173296            -2.94436464481           0.390944072874           -1.00524563831           0.123874410461           96.6790692714            -98.8930168717           102.099376774            -54.766374019            -61.420913917            166.944071462            39.5376550679            20.2163639808            0.0599490858523          -0.251378912841          -127.054436956           -106.16691489            -126.512881735           -88.0591244365           -55.5250538188           -8.27285841384           -49.518601298            -68.7992031797           -125.014794813           -106.584741998           -28.1647590503           -93.9763579817           -9.69609845833           175.21054841             
rwgt40                   -1.93887459995           130.070231577            -0.0977097122878         113.599501111            0.448420871751           0.00431243751638         0.826894784983           0.521751400352           39.8812854828            -162.408898652           18.2280901161            -177.241401321           135.951137916            141.425960119            28.8741396408            -116.15904218            -0.0811710296131         -0.101664418029          32.4510534668            43.8863877759            -19.1948095209           -169.327022974           7.47872250358            -156.055329766           -34.059959719            114.741843218            -160.672667651           42.9135577443            -20.348056376            139.364308074            -111.724066381           152.983515091            
rwgt41                   1.67197590017            23.7383767086            -0.139212316379          44.9590336147            2.20738129854            0.123250288431           0.734953887623           -1.0428015311            -161.448549178           -142.797470644           -28.786052343            -110.439455598           41.8720908271            -73.6581018009           176.358724739            -5.34198540715           -0.0695248792095         0.256266273989           98.34183018              23.2037665005            124.618400332            -145.777526141           -80.5807534917           12.2637633856            -176.260926728           29.4149531822            -28.7330701599           -61.5920627672           153.709974599            163.272541154            52.653536974             -172.594049714           
rwgt42                   -1.06745308274           115.526885618            -0.144193786468          82.6317538924            -1.34749707295           -0.21964449275           0.268385150189           1.0079072186             -94.8203421019           -73.4993276865           164.767288083            127.452324173            -170.867001184           -42.2253471354           -13.293037922            10.5303294322            -0.0159148238686         0.284902897659           7.64591284418            -49.4651194347           -69.6817134757           34.2312421148            -144.891697599           141.705038403            -135.7488031             -88.9854265896           -71.0568360282           70.5755141218            -167.280440496           85.6699876078            -90.0954190505           34.5738879539            
rwgt43                   1.65820527958            150.012219832            0.228718168004           119.328249045            1.8268533853             -0.0937062353522         -0.372218918935          -1.45520503469           119.13943961             -161.356514635           22.3769640419            -26.9960820765           -84.985531167            -146.14923682            140.843164961            8.65866644645            -0.0299060793111         0.296958198872           5.04827380031            -128.338957894           -140.978981309           107.048230738            -21.7382864165           -174.647285932           33.4028079339            -136.203923898           -100.30254582            92.0378277145            175.265674492            -57.9005954614           -82.0847524616           167.665784594            
rwgt44                   1.24138270887            -158.958474425           0.117419860067           -56.5285842073           3.65891645277            -0.105963912759          -1.132227949             1.87953041318            -139.406117307           29.8074157011            -155.093498707           55.212228712             61.864438779             -19.536026939            54.9787224987            -158.19059785            -0.0883845108584         -0.239252873674          25.7141709675            89.5459819442            32.6614044996            -37.9954422821           -141.213077067           -133.641431925           -47.2136946162           34.7336833109            144.666684603            113.838657326            -58.5020048178           73.1954059789            -49.8853251987           140.913921548            
rwgt45                   -0.185611786612          118.542444527            0.116553636595           5.22726219055            -3.22854146304           0.514495612961           -0.398324697001          -1.52904182143           -31.2730083902           -14.5839875545           93.6291822727            179.723964277            -174.369622146           97.518598974             144.948585468            -149.484501277           -0.00529830128927        -0.0375270311088         107.333606407            151.609407042            179.072988004            -33.5811949478           -0.0409576998465         -86.2132100914           -83.4681400247           -25.6435249343           178.583941227            -104.765202004           -85.2114224936           98.7443100216            -80.441047241            -50.8114906575           
rwgt46                   1.57001628183            -167.88978495            -0.127682710449          135.52127167             -2.60440071835           -0.198017894944          0.118225880686           0.856464736446           -5.73084546328           -133.830374367           136.007420674            144.382081238            -32.0507099372           174.952513851            -162.2068326             154.100965448            -0.083574116435          -0.107138767988          -43.8195200377           -158.918150493           -49.4851095349           172.20448247             3.02933496207            11.2201225248            100.668286101            -170.983090123           -26.6784004853           107.188522033            55.5733257465            27.4246726851            -135.370850588           -44.4128349271           
rwgt47                   2.33666304725            -86.1363466165           -0.0617919250892         47.3439918674            -1.75801773446           0.109391265648           0.640641104425           -0.983447038032          -25.3835503442           -120.635608789           -173.431691721           149.899345385            -44.0225733301           -88.3498737756           -26.7974497847           120.82526928             0.0561835924726          0.290011343854           45.1517023455            -92.9408169011           -120.048387382           -105.011914113           117.019630282            125.300145264            -100.321390415           175.439259245            172.490265642            88.1720444663            -27.6901135148           -48.5784790906           82.2346526606            127.41904922             
rwgt48                   -0.545699147572          70.9804793104            -0.17386828695           174.677414939            1.46259689642            0.529194142762           0.869242851032           2.41353107927            -60.0754903281           -104.22156706            44.1177466347            115.766134252            -175.966764873           -103.479892707           44.7384090139            37.1773182284            -0.0103992744943         0.0503921582781          92.661286363             -162.615854171           -27.2337787474           161.337095457            172.769322977            -2.14563370574           -98.9731221494           39.9537915728            48.1857993617            81.4049023689            0.117645611759           165.088220337            -51.9739579429           119.988285586            
rwgt49                   2.42317720337            30.6258218955            -0.0314501565346         -130.545972585           -0.987503221254          0.311648092516           -0.295547709972          2.07746662456            13.571704755             35.588457097             79.2294377532            119.945795411            -66.2908703991           -123.410992399           -171.148633092           -130.658539407           -0.0762043615561         0.0327375464328          150.066315595            151.172898513            -179.641038198           -66.1830145962           -168.353843542           74.9536368633            -164.916648097           51.884659397             96.5438834343            -137.632522741           75.335412944             -66.527114526            161.462625821            -132.977089991           
rwgt50                   -1.00130260732           68.5795411437            0.0523206883138          -64.9497774242           -1.70631043749           -0.315492972315          -1.27110178088           1.51419763687            -107.088548369           115.123639972            79.898087186             -137.004377054           -97.8568361445           67.498415449             -80.4279364247           -59.0993416376           -0.0407043219375         -0.0978826129738         174.296481295            -20.1529717074           113.044139301            -149.896565713           59.9070696646            -116.771239665           -140.962242376           -148.747889309           -38.7423958225           37.2374703867            -155.261863681           -30.1784298636           133.073258589            -15.8767845676           
rwgt51                   -1.83150089415           -24.1816974604           -0.141489114821          -69.2298653289           -0.431405784523          0.516973320572           -0.653137368519          1.22183093761            41.2850706297            36.9265166111            -3.10976751943           -132.134586575           171.466950178            125.06276644             115.146918938            20.1976651028            -0.0724448130085         0.22109773471            12.7147620808            108.74053322             80.2528250202            -130.366142167           -62.8688287787           -118.778985417           -42.6843769372           177.925638142            32.3777288772            132.461774669            72.8116413396            178.314065446            -149.50046861            16.3679718807            
rwgt52                   -0.884522692369          55.5992254547            0.200382145224           -140.417477439           2.90720802725            0.288967161047           -1.15275268062           -1.65473333118           -102.306337928           -33.3987812994           151.562158037            -130.660084944           -108.957773377           26.024190405             -176.975609969           77.4866892528            0.0169450828071          0.0840135737581          -46.965624989            31.4470307805            175.879671078            177.117242837            -111.996060691           14.6055603316            58.8470112558            -72.2511119444           -3.25323571424           -133.304793072           36.3732870679            -155.082038172           101.628397782            17.1749892871            
