               ctW             ctp             cpQM            ctei            ctli            cQei            ctZ             cQlMi           cQl3i           ctG             ctlTi           cbW             cpQ3            cptb            cpt             ctlSi           
rwgt18          -4.319097       4.638902        -5.003619       -1.962743       22.8573         -5.12732        0.060527        -24.016019      19.860101       -0.593776       0.039155        -26.82723       -14.338976      -70.42919       18.648935       1.842407        
rwgt19          5.030022        79.154628       45.142822       -20.107293      0.15723         -21.943096      -1.27294        9.327645        10.034093       -2.450006       -12.293341      -46.514619      -4.707683       97.707824       31.117654       14.246081       
rwgt20          0.964534        45.474376       -15.083706      -7.75443        -2.894117       -23.170228      0.703648        5.410758        -1.931195       2.159224        -12.737424      21.450852       -34.181196      -26.7157        -26.210531      21.575352       
rwgt21          -2.659993       71.869364       5.979506        -11.808057      6.584867        15.594302       -3.656617       -12.151224      0.586103        -2.736046       -22.227476      -29.857167      23.952111       70.713414       -11.64066       15.170666       
rwgt22          -7.229649       -5.534898       35.051951       22.757199       0.923328        7.974247        -6.047544       18.512482       15.550636       -0.173706       -23.986269      -29.28066       -17.839255      -39.30247       13.921869       2.152825        
rwgt23          4.581971        14.254302       -11.435264      -21.085666      -12.96677       5.356598        -3.627333       -24.366484      14.348994       -2.118488       -15.434105      -16.031549      -0.08155        -33.50483       2.732384        -9.634826       
rwgt24          3.790775        14.207039       -3.323739       22.87592        23.312047       16.148065       -6.11468        -5.448132       16.900401       0.605636        -1.055344       32.372169       -3.757917       117.46662       16.519068       23.999887       
rwgt25          -6.743096       37.231855       8.893542        3.206682        18.651141       -15.918419      -0.947311       -1.472434       -17.03921       0.678397        2.555756        -12.394982      -48.717169      114.853504      29.095251       -2.06487        
rwgt26          -8.020721       -41.550152      52.898441       -8.263849       -19.191979      6.879363        -4.093114       9.146022        13.44439        -2.910398       -3.263899       35.737764       19.167581       -37.707458      -1.252929       -0.515579       
rwgt27          -4.695878       17.317918       43.019845       -18.752326      -1.402634       3.5092          4.940345        -12.563744      10.687514       -0.33123        16.663357       23.695371       28.401867       81.479874       -10.939626      22.241487       
rwgt28          2.561906        -20.162746      -14.761198      -20.357922      -5.273921       8.445553        -6.028479       -9.45881        -6.472352       0.878961        -7.894245       37.761905       23.538069       -44.687069      -10.754819      8.691587        
rwgt29          2.567515        -41.066566      33.704411       19.384203       24.640172       -5.57353        -4.780487       14.569529       9.410069        1.432064        19.363637       -24.574964      -50.905815      90.587276       19.897231       23.324754       
rwgt30          4.73446         -24.325088      -4.135889       -11.057541      -24.836375      10.459303       2.320218        3.498687        -11.489251      -3.017457       -1.921456       45.632529       16.744322       -16.544488      16.576084       -5.08384        
rwgt31          -9.594918       -12.435074      37.807799       22.955031       -1.627412       2.450757        -0.721897       18.93295        11.986067       1.745895        9.172347        -49.535171      45.16731        -44.615681      -21.741521      -12.81627       
rwgt32          3.819818        67.502441       25.941527       24.202173       -5.253391       0.724077        -3.569402       6.814322        -7.823259       -3.846281       -19.688871      24.118106       25.064089       -110.207916     -33.387956      -0.199308       
rwgt33          -9.845302       44.350684       45.352224       -19.262221      8.849462        11.940018       -1.003094       -16.527195      1.641037        -3.354284       9.170235        2.415087        -10.963822      -67.361731      -33.733778      4.423995        
rwgt34          -0.098063       -7.268746       50.34803        -23.392502      12.724723       -23.03175       -4.062071       8.020685        -19.576696      -1.36016        -19.835926      -4.272443       -5.523116       -4.693991       -38.781987      4.39512         
rwgt35          -5.538065       26.18678        52.098684       14.441213       -9.27484        10.803252       -6.896213       -3.87238        -22.584983      1.919526        -9.320812       42.417474       2.37773         -123.500123     -26.876952      -7.191573       
rwgt36          -8.020707       46.294627       44.788359       -5.894099       8.557113        -20.052044      0.111201        -18.101074      -23.540411      1.818259        18.140403       6.7381          -5.67743        -56.170496      -33.323915      -15.130895      
rwgt37          6.553884        9.139844        29.315961       -24.706921      2.248597        -2.390412       -1.801373       -8.928708       3.968729        2.66295         -14.356294      -32.143696      -54.431112      -113.582982     -14.869089      -11.216301      
rwgt38          -7.136148       -20.217164      -4.744625       21.616039       -18.177768      3.923172        3.886456        -17.877778      3.221493        -0.740973       6.930465        52.150949       40.215054       -79.929711      12.245295       20.104851       
rwgt39          0.172737        -15.748056      4.608489        21.943911       2.121598        -24.421113      -2.735697       -24.341025      6.705849        -3.541874       -3.600518       36.802999       14.00369        120.331288      -30.568832      21.813696       
rwgt40          -4.825416       29.964362       -14.941652      2.254661        16.37569        -20.13633       -5.063447       23.431923       -5.092889       1.306703        17.57704        9.373676        -9.52751        18.964259       2.741102        21.67869        
rwgt41          -0.527219       61.491095       -8.208377       -21.952549      -22.736347      -14.458011      -0.252058       15.753029       15.115724       0.608743        12.746384       25.038914       17.292161       -131.648883     -14.289577      24.84097        
rwgt42          5.382971        -32.244148      39.58533        -14.619839      -1.699344       20.759932       -4.949504       -13.313921      -7.727087       -1.547591       -1.733919       12.50473        -20.795434      76.771481       18.657542       -24.493227      
rwgt43          9.303746        60.262991       22.95003        17.938769       -17.783544      -10.217464      -6.753939       24.170555       12.126596       -2.882289       15.39668        17.205391       -17.6968        -44.859101      -19.118719      -9.301489       
rwgt44          -6.920322       70.172821       0.058352        -13.091913      -1.79407        -24.289837      -2.448807       16.508383       12.26808        0.70881         23.270866       -38.056623      43.6127         40.016682       -21.722822      3.316235        
rwgt45          -3.360438       -2.639612       -2.324156       2.436016        -18.467239      23.678683       -4.150292       11.736294       -20.94365       -3.048145       10.883829       29.324284       -12.119071      110.829356      -36.539368      6.973157        
rwgt46          7.88084         13.629465       25.778222       16.451582       -11.450796      10.295123       4.371273        -15.389751      -15.682533      -3.632789       -3.526445       29.542897       -1.348757       -76.456296      -29.339208      2.246433        
rwgt47          -8.281788       -13.884268      -8.240816       0.88954         21.048676       1.998903        -4.382186       -18.235964      -20.626778      -1.36438        1.997682        -7.899608       48.922018       139.866586      29.32702        14.492508       
rwgt48          0.82354         -25.231262      41.919915       -17.536699      -13.921817      19.090881       -3.644204       -17.37077       24.877321       0.16826         -8.791253       47.175666       -13.191178      -30.795744      -39.548118      1.434877        
rwgt49          4.333178        30.632106       51.826638       -10.152113      24.237759       0.337689        -4.829491       18.458039       -8.20645        -0.76343        17.429387       -23.377183      46.978771       -100.573486     9.722711        -13.227225      
rwgt50          -8.277808       8.91824         24.249344       20.803257       -4.152574       -5.182562       -0.596064       -6.260582       -1.559743       1.843083        -8.576654       10.674264       6.380068        -82.093456      4.390892        17.194077       
rwgt51          -1.710485       56.63594        16.303865       -10.469695      2.30108         20.087786       -5.209739       -0.785865       -10.453571      0.126807        -8.122335       -3.372263       -32.528727      -101.2007       -33.593355      -8.346856       
rwgt52          -0.27722        17.653231       -24.246513      23.282755       -21.439439      0.128174        3.234369        19.834827       -16.695163      -2.516114       12.068689       -19.752727      43.641938       15.238098       -41.115091      -19.674425      
rwgt53          3.979428        -1.139516       19.930941       -12.583313      4.546384        6.706187        -2.442295       0.327444        -6.520978       -2.69881        24.467722       -15.901475      38.478638       -23.399095      -2.553847       -12.420497      
rwgt54          -9.256931       -20.627024      19.671716       7.830391        6.883482        20.097388       0.245102        -11.417843      -8.946272       -2.131136       14.978123       -42.688845      -31.142744      -5.498141       22.999171       22.330949       
rwgt55          -2.581844       5.055112        31.038383       -1.518739       -22.06907       17.279643       -1.770098       15.563051       -10.051895      -0.780149       -20.546153      -50.435434      -38.717735      -38.04706       -31.742981      -9.64488        
rwgt56          6.586853        -35.832531      -2.045461       0.77951         2.525479        -7.106529       -5.990579       -1.882193       13.10954        -2.287538       -21.449254      -29.616095      -20.063057      99.945319       -33.865889      -2.24787        
rwgt57          4.648563        -6.167461       43.513298       21.837905       -17.790327      18.680937       -0.835992       -11.000557      -3.246273       2.568496        -9.770869       -21.891248      -10.186682      -99.119931      -26.564287      24.378002       
rwgt58          -2.183775       47.031814       40.559226       10.648565       18.984019       24.584129       -3.663095       -6.552053       -5.152513       -0.451128       -8.495919       4.106027        4.988411        84.134236       0.725468        -11.072244      
rwgt59          4.051134        48.505497       34.477752       -24.566257      0.979259        -4.475181       -5.945595       -18.499657      0.776065        1.661561        -18.220222      35.827932       50.276773       8.941279        -6.224753       16.010312       
rwgt60          -4.228012       29.047416       -5.756182       0.920652        19.511572       1.079659        7.094735        -5.495288       -12.083104      -1.33087        23.02973        21.469555       43.929108       1.100032        -35.080698      2.641682        
rwgt61          -9.109456       65.877249       34.142984       -14.140419      -5.494065       14.403844       2.161688        -1.111426       23.171981       -1.192227       3.00928         46.925656       5.262671        35.927007       -15.122084      13.743639       
rwgt62          -5.566935       14.080692       -26.192825      -0.809044       15.679914       16.21341        -0.258473       20.384329       11.093101       2.177715        -17.144704      -23.933171      21.172623       118.9444        21.236443       -7.443721       
rwgt63          3.711756        2.008481        -3.692999       15.702055       -4.889416       23.710986       -0.388682       -3.649765       -13.537175      1.691604        -23.864441      45.067825       4.370858        14.905879       -3.473645       -15.233489      
rwgt64          0.779673        41.756273       -13.937         -4.395093       0.748226        -5.369719       6.208987        -5.719013       13.186859       2.651477        -15.60448       43.721561       -46.348521      131.546295      0.751965        -16.767014      
rwgt65          -8.616019       2.828057        27.832069       -10.573884      10.371041       -18.28289       -6.291327       14.331414       20.297656       -1.179157       8.079159        45.646938       48.195726       82.019487       4.811484        -5.932825       
rwgt66          -8.705391       64.635209       36.31983        -9.17121        8.071029        -7.492748       -2.125293       1.324327        21.99834        -0.189868       18.507279       -51.550778      -16.686201      39.957368       -0.456868       -15.330008      
rwgt67          1.991656        35.928613       -14.146094      -19.698652      18.205714       9.666917        -6.654484       -13.895007      6.672469        -0.403175       -12.416875      16.439638       -7.04645        -81.466389      -19.720194      -12.915302      
rwgt68          -8.529922       -18.925977      -10.375547      16.716232       -19.144649      -4.791416       4.980206        -4.08169        1.538371        0.487373        24.162862       16.468908       -37.464534      118.652505      5.769535        -2.051333       
rwgt69          8.700588        -37.18837       -23.604822      3.98648         -1.359535       -12.88338       5.57287         -21.850761      16.812754       -2.527942       -21.281195      39.133454       20.965664       -131.416713     -17.120057      -9.817052       
rwgt70          -8.584949       9.010329        21.656954       19.668176       15.162287       18.945127       6.200286        -10.483529      7.430484        -2.875952       -1.61892        -45.499413      11.599274       -75.890597      26.246832       18.983859       
rwgt71          -6.520526       -14.302328      -17.382124      -10.104548      -2.349345       -13.172553      -6.214907       -7.699465       -5.079737       -1.702183       9.680724        -19.091894      -32.7708        -68.315268      7.874702        -2.505184       
rwgt72          3.087757        -7.163339       33.679532       17.682001       -9.595214       3.14837         3.328497        20.510104       8.714809        1.222203        17.041926       3.434966        27.014823       80.174044       -11.266739      14.208997       
rwgt73          -4.978138       3.920286        -18.556483      9.169245        -10.54879       16.485238       -2.916599       -18.725071      -18.654476      0.124801        1.482782        0.238634        -46.237529      -22.357623      -46.629044      -0.871971       
rwgt74          6.194138        -19.465467      48.917546       3.205171        7.480539        15.22116        -5.181511       -15.97632       -2.509287       1.620757        -21.014611      -23.738984      -37.332036      64.507645       -41.883506      -16.62142       
rwgt75          5.669456        38.518825       21.636545       -14.6774        2.392501        -21.308427      -2.743507       -23.616524      8.317515        -3.11394        7.813877        -45.264038      4.851443        111.179194      -34.251524      20.788913       
rwgt76          9.763563        1.566153        -17.771804      24.930725       -21.743952      -22.66584       -3.006592       -7.928507       19.698834       -4.022701       9.734542        -26.440707      52.674085       -68.760027      -20.679003      5.847368        
rwgt77          -4.948565       -37.258669      36.070522       1.499962        21.187318       -21.99983       -0.471114       -16.669221      0.227386        -3.960118       2.399761        -27.084112      45.636239       -89.076857      14.791404       -17.730974      
rwgt78          -5.883511       -27.295332      29.999841       -9.600177       16.250203       -13.516888      -4.477183       16.561093       20.865908       -0.250026       -3.292529       -1.355631       34.296091       78.212796       16.680242       -16.321899      
rwgt79          -3.563576       -12.45743       10.039682       13.003389       10.945221       19.269738       4.492743        2.946427        -19.271334      -0.234049       -3.480348       -20.875822      -53.66355       -57.922639      -1.294122       -2.162483       
rwgt80          -1.299822       -20.820693      13.982845       8.313224        -15.436271      14.365643       -6.270451       -10.680462      -1.374832       0.028247        18.200028       -4.637896       -46.207051      87.00909        -20.794639      -3.346669       
rwgt81          -10.048019      -40.532069      -22.793805      -21.557833      5.072465        -23.656893      6.656277        16.723985       21.171358       -2.721361       -23.277664      12.516687       -19.058998      79.331409       10.353851       5.024467        
rwgt82          1.943001        -39.965715      -1.37275        -2.441672       1.04248         -0.288302       2.446107        -7.564719       -7.399828       -2.163805       0.877898        -44.23027       29.819999       -46.463471      16.336235       10.707125       
rwgt83          -7.862212       59.481316       14.803822       21.871518       -20.934056      21.045713       -1.116961       17.430305       21.431632       -0.649015       -14.689059      0.783371        -34.017041      -11.037475      -1.330585       1.482125        
rwgt84          -9.126703       38.364649       -12.42946       -15.010256      -1.279575       -7.380325       -0.242094       24.743022       -20.570577      -1.244788       -24.094265      -45.802299      -43.01746       110.309859      -36.056588      3.034501        
rwgt85          -5.612142       -5.183293       -23.447353      9.0411          22.773881       -7.749162       0.364776        -8.983978       18.822867       -0.681815       -11.611172      46.893816       -31.092888      52.682469       -12.42002       14.455745       
rwgt86          -10.015702      3.833219        4.103632        -10.475194      15.929812       -12.452958      -3.323114       -0.764264       6.870571        1.785901        -8.337959       47.771451       49.161664       -90.698656      4.431646        -10.927896      
rwgt87          -3.417783       18.238252       2.128623        -22.322981      4.051506        10.710043       3.971815        -1.287909       -0.276112       -0.767653       0.852391        35.940524       38.597977       -106.945161     -14.564603      2.804173        
rwgt88          -9.810405       22.495624       -25.656012      -14.980392      -23.136538      14.963493       2.590039        16.950686       8.95655         -1.051897       14.515005       -18.296853      54.252959       -50.149886      13.443834       2.640826        
rwgt89          -4.64929        -19.976927      52.641131       -24.689741      -7.522947       8.255323        1.228913        -23.238253      16.115032       0.003812        -1.791482       -0.303436       18.610331       62.733752       1.184468        -21.676865      
rwgt90          -8.012327       50.060441       19.401154       -23.264021      21.53897        13.479009       -0.971606       20.244698       1.872064        -0.331314       13.742582       33.139908       -3.217294       -36.737686      -38.255848      18.754897       
rwgt91          -6.655833       -43.504211      41.568912       7.342645        -5.846416       -3.773002       -3.564649       4.44063         23.165237       0.048635        14.509443       -9.378715       -3.482052       123.268434      11.391707       23.453671       
rwgt92          -6.017683       51.354508       -15.920792      -8.576211       8.239442        14.561203       3.465371        -22.498904      10.794483       1.986817        -0.081386       -48.552066      -11.308736      -47.386613      -35.328127      -13.262457      
rwgt93          0.223046        -0.92766        7.902857        23.884322       -1.071803       -20.755091      6.52146         17.245038       17.255205       2.062473        9.473975        19.130866       17.673342       92.172466       -42.170953      11.961727       
rwgt94          -1.827216       -40.803133      -11.054197      -9.077937       -11.989571      1.762192        2.36823         3.220216        8.19843         -3.648345       -13.705945      47.935882       -28.617863      24.643906       -35.784622      14.100653       
rwgt95          -5.02325        27.509967       -0.57348        -9.227932       18.754577       -7.801744       -3.18421        -22.832847      -3.712362       -2.691287       18.171383       -40.962514      -55.662614      -118.320921     -12.866344      -3.134935       
rwgt96          -9.491074       38.978504       30.042042       13.255254       -9.67364        -21.99347       -6.55643        3.764145        11.882681       0.825502        17.580012       -11.698296      -19.109519      -46.01506       -41.87235       -5.352606       
rwgt97          -1.854507       4.905541        28.121626       16.699494       -15.256149      -21.802232      -4.797356       4.67122         -9.356805       -0.855669       -4.2775         9.116809        1.563851        -27.433438      -41.631697      -2.908875       
rwgt98          -3.531699       68.560928       13.678377       -19.419214      9.067231        -24.476499      5.756154        15.59154        -18.760158      -0.184236       -24.033086      -9.182209       -31.334101      -29.92372       -4.996287       4.632081        
rwgt99          -2.820165       70.075508       20.901258       -23.918744      5.418588        18.691917       -6.520199       14.029276       -19.135794      -1.161992       -11.215065      4.690922        -55.944166      49.956839       -23.100689      -0.776696       
rwgt100         -4.100199       15.082055       -21.828404      -13.946472      5.796645        -15.390335      3.580722        -19.476803      5.24067         -1.536074       22.237949       51.260944       -21.135036      -49.278406      -32.098332      22.860708       
rwgt101         -9.437479       -26.171016      -2.603508       -1.181155       -6.604656       -24.515846      -3.816012       24.915379       -23.889928      2.398592        -15.485517      -8.911018       -5.083383       67.358383       -0.037243       24.412255       
rwgt102         3.208594        -30.523889      47.130057       11.08368        -16.035578      6.669587        6.106479        4.229275        -7.551166       2.286791        24.811125       12.983145       -53.641932      -113.36335      -7.012232       15.62951        
rwgt103         -9.553238       24.247063       26.801261       10.734987       -15.406622      0.239429        -6.233437       -14.204743      -14.328046      -1.702009       -2.631327       2.318484        20.807136       -89.330739      13.019046       -16.501075      
rwgt104         -5.130011       -45.909558      31.994436       -16.201123      14.104424       5.142797        5.408124        -3.713355       -5.128329       -3.838216       -13.736819      26.313516       39.744556       103.388538      -21.483738      -13.74437       
rwgt105         -8.92182        -12.360302      -13.083142      5.537227        -22.512574      -13.125964      -4.501101       13.57815        8.995086        -1.658225       5.866431        5.032462        -31.321455      8.73998         -5.046274       22.794169       
rwgt106         7.916832        -9.135457       4.999485        -11.753466      -0.231141       13.404008       5.600345        22.128794       -18.271903      -0.35399        -11.888268      -20.057042      35.87995        13.108032       -47.554146      18.569365       
rwgt107         -0.800774       29.92789        24.920687       -18.611027      12.363915       6.797522        6.242444        -13.156546      -23.534651      -1.939862       -18.282809      -51.648872      17.216116       74.454258       21.489316       -1.132191       
rwgt108         -7.571513       -25.786201      25.641375       -3.006453       22.276588       -10.190813      -3.006961       5.668881        -18.751982      -3.231588       -21.896718      48.088516       -41.289067      59.39923        -22.03476       17.333061       
rwgt109         7.267092        -8.341263       -17.614684      -16.997729      -13.861819      19.775299       -2.621327       -1.50756        18.109756       -2.755213       -13.704857      35.126979       -12.081166      -85.169047      -12.054867      15.355976       
rwgt110         -7.87733        15.466943       29.108          17.267432       -4.510402       5.49399         5.501077        -6.563651       14.655237       -0.657029       17.599321       44.028952       37.900784       4.243986        5.123296        -14.249242      
rwgt111         -2.362025       42.931739       -27.875963      13.255922       -11.160089      4.630983        -6.956996       18.436988       9.83289         -0.189919       22.661972       -4.748725       -18.349586      -33.471285      -20.59792       -18.517464      
rwgt112         7.397539        -23.068276      33.904765       -1.305468       -8.298851       -3.417938       -2.444944       6.425135        0.254271        2.555561        12.876106       39.001589       11.160607       61.349353       -9.899855       -12.807597      
rwgt113         5.162246        44.458471       18.265579       -14.730662      -5.204544       19.687564       -1.679782       -5.592177       -18.995335      2.461712        -15.385584      45.322337       -11.410455      49.860288       -20.789578      -22.822116      
rwgt114         9.141442        30.124606       -9.08234        -9.831979       17.574292       -12.730773      1.877131        14.794512       23.795566       2.749714        -17.736434      -51.979737      7.486109        15.33157        24.100012       14.634804       
rwgt115         4.539311        -15.815126      50.19343        21.87914        -7.332658       -4.468015       0.550325        -7.060959       -22.381341      -3.519229       19.374105       -26.590652      -45.798698      17.937254       28.954246       0.796213        
rwgt116         9.384808        45.82853        19.55505        -0.970489       -16.510452      3.559209        6.470894        21.712633       -13.093998      -1.15457        -10.463904      -28.903893      14.307394       -77.497169      -44.614111      16.569438       
rwgt117         -6.354772       14.191373       -16.943939      -14.935328      7.805924        9.95015         2.509851        -9.699886       -20.981218      0.199386        -11.598024      -20.990238      -22.04867       74.341727       30.168204       0.411533        
rwgt118         -6.750059       11.870824       41.283227       -13.725735      -16.988271      -20.671662      6.465416        -14.568595      22.32111        -0.237198       22.193879       20.753839       5.707613        113.423366      -11.665305      20.907031       
rwgt119         9.281258        52.251311       -25.9471        2.999795        -7.731897       9.367779        2.321298        -3.106358       19.743644       -1.232643       -6.924053       -37.755542      30.058728       -32.207345      -4.650653       -20.23511       
rwgt120         -0.336554       36.152019       -14.245576      5.486983        -3.48721        16.039374       -4.538701       6.08167         23.513372       -0.473026       -0.151251       -15.155831      0.151903        124.456239      31.178272       -23.073441      
rwgt121         4.960496        -43.779308      -27.071598      -1.951518       -16.355075      7.987851        0.475769        3.464324        -14.322654      -3.836294       21.149017       -26.762608      -11.721237      -12.880129      -45.714561      -17.885884      
rwgt122         7.652235        -24.007459      33.330597       3.377616        2.957352        20.234189       -1.60442        -1.040938       7.119199        0.083439        -15.765422      14.718975       -11.514109      -102.470316     29.558755       -7.303513       
rwgt123         2.155605        -32.442683      -13.903331      1.229105        -3.362884       11.66741        0.306946        11.793992       -0.665069       2.508494        5.821583        3.936254        23.97969        81.542924       -14.44933       9.841174        
rwgt124         7.222335        -13.515195      -12.214375      24.218358       22.194869       17.688646       -5.018883       -15.542733      -14.501044      0.980007        -17.328124      50.441097       31.371029       122.61343       21.280198       22.046494       
rwgt125         8.336899        7.496282        -11.275324      10.564843       -7.808907       23.428541       -1.055499       20.496401       -9.042542       -3.994759       -1.378915       -19.335932      7.365507        -78.973114      31.032761       13.902397       
rwgt126         4.825629        21.143266       13.34912        -24.639756      -15.094589      10.527896       -2.548096       24.030673       1.538761        -0.601172       -21.132258      -32.380751      43.586044       94.11247        17.123505       -17.170789      
rwgt127         -4.793319       59.867291       40.874457       14.679413       8.020807        5.761313        -3.92543        -5.415608       -5.253474       -2.480088       -21.11877       -35.797178      -27.196835      -90.407618      -5.351075       -22.569694      
rwgt128         8.030559        39.653162       -3.264423       12.996391       19.013328       15.029602       3.000184        24.208246       -7.084875       1.640861        22.825311       29.555425       7.373472        -74.035875      -18.038606      5.156565        
rwgt129         -1.593518       -37.254207      39.963139       10.766323       16.904003       20.60152        3.226923        -5.907796       19.118358       -0.082594       -19.906615      -33.150161      -30.60338       -41.097548      5.551411        16.816249       
rwgt130         3.713316        65.225764       -10.076657      6.399894        18.966034       -18.920824      1.168335        -12.809765      -2.789048       -1.479508       21.573418       45.983848       35.453827       -90.764618      -18.289324      -5.050809       
rwgt131         -7.143661       65.982783       16.278729       19.218662       15.334105       4.316707        0.372036        -11.561976      8.021591        0.373538        9.154408        -18.271365      -48.032158      -20.486595      20.739235       3.639075        
rwgt132         -6.17875        21.265604       -3.487123       -0.22529        15.351067       12.795629       -2.664901       -19.579239      5.421082        1.772936        -19.426975      6.319029        31.512264       39.818419       28.808419       5.123011        
rwgt133         9.012728        35.183348       -21.170884      -3.364772       -13.08524       3.873325        -5.596525       -9.193151       15.351994       -3.923572       6.619825        -27.103558      -46.171261      123.818101      26.923345       4.223429        
rwgt134         8.355474        -35.305542      33.772516       1.65627         -16.603246      23.765386       1.638205        18.358089       12.00904        2.648071        1.440123        -45.17129       35.93799        58.456414       -43.716441      -21.574993      
rwgt135         -5.543532       8.465274        -24.932517      12.63314        18.483775       22.279466       -1.255675       -5.042878       13.414074       -2.278588       16.090954       -12.188308      47.287964       24.665798       8.46851         -2.763271       
rwgt136         1.440622        -41.892751      -24.855387      21.630274       9.94266         15.630096       -2.398914       -4.744248       -2.731521       1.021203        12.461297       -7.03477        14.712633       84.269511       -15.508595      -24.467569      
rwgt137         -1.633166       18.117348       -6.249959       2.010477        -10.98284       -0.806188       -1.755161       0.63277         5.197343        -1.033993       -24.550455      38.961264       48.043059       -129.714602     -29.322101      2.995681        
rwgt138         6.940723        46.071027       30.639104       -13.677877      24.409935       -8.889643       6.523281        19.562172       19.496828       -0.285915       8.12299         -5.707502       -35.114872      121.007035      -39.459092      -19.59952       
rwgt139         0.161034        10.034052       51.427456       16.648223       -5.077911       -17.949012      -4.922635       -4.986842       0.143057        0.53914         6.411376        -0.183742       -25.70856       8.876775        -27.747974      -14.285206      
rwgt140         0.573969        13.22633        -21.932578      1.144279        8.761514        -6.596347       -2.791296       -18.123809      2.493206        -1.117578       -22.715856      4.275776        -24.356567      27.343877       18.844854       -21.039707      
rwgt141         8.781067        0.879961        4.406131        -7.617357       9.783791        -10.948925      -0.292997       -14.574406      -10.268216      -3.298819       -0.520981       47.732116       -26.257101      95.933439       20.723123       15.655338       
rwgt142         -7.99723        36.25189        -10.46764       -15.164343      22.881843       -0.700156       -1.758134       -6.004923       2.166321        1.929104        17.354646       -18.095857      -9.584573       -93.746733      -15.390602      -13.699962      
rwgt143         -3.883617       10.152322       4.028982        6.667883        11.996065       -5.490833       -1.691693       -2.662949       10.669535       -2.961321       -12.033373      26.107971       30.323889       -44.298698      -25.110672      -1.327253       
